[p3] 10/500 tasks  1.1s  rows=110
[p3] 20/500 tasks  2.4s  rows=274
[p3] 30/500 tasks  4.3s  rows=438
[p3] 40/500 tasks  6.8s  rows=602
[p3] 50/500 tasks  10.4s  rows=766
[p3] 60/500 tasks  13.4s  rows=930
[p3] 70/500 tasks  17.1s  rows=1094
[p3] 80/500 tasks  21.1s  rows=1258
[p3] 90/500 tasks  27.2s  rows=1422
[p3] 100/500 tasks  30.4s  rows=1586
[p3] 110/500 tasks  33.5s  rows=1750
[p3] 120/500 tasks  36.7s  rows=1914
[p3] 130/500 tasks  40.1s  rows=2078
[p3] 140/500 tasks  49.4s  rows=2242
[p3] 150/500 tasks  53.7s  rows=2406
[p3] 160/500 tasks  57.6s  rows=2570
[p3] 170/500 tasks  60.7s  rows=2734
[p3] 180/500 tasks  62.4s  rows=2898
[p3] 190/500 tasks  66.7s  rows=3062
[p3] 200/500 tasks  71.3s  rows=3226
[p3] 210/500 tasks  75.3s  rows=3390
[p3] 220/500 tasks  77.4s  rows=3554
[p3] 230/500 tasks  83.4s  rows=3718
[p3] 240/500 tasks  89.1s  rows=3882
[p3] 250/500 tasks  91.6s  rows=4046
[p3] 260/500 tasks  96.4s  rows=4210
[p3] 270/500 tasks  103.5s  rows=4374
[p3] 280/500 tasks  110.4s  rows=4538
[p3] 290/500 tasks  116.0s  rows=4702
[p3] 300/500 tasks  121.2s  rows=4866
[p3] 310/500 tasks  125.5s  rows=5030
[p3] 320/500 tasks  131.7s  rows=5194
[p3] 330/500 tasks  135.8s  rows=5358
[p3] 340/500 tasks  139.5s  rows=5522
[p3] 350/500 tasks  142.6s  rows=5686
[p3] 360/500 tasks  146.5s  rows=5850
[p3] 370/500 tasks  151.3s  rows=6014
[p3] 380/500 tasks  160.1s  rows=6178
[p3] 390/500 tasks  165.8s  rows=6342
[p3] 400/500 tasks  173.0s  rows=6506
[p3] 410/500 tasks  179.3s  rows=6670
[p3] 420/500 tasks  186.2s  rows=6834
[p3] 430/500 tasks  196.3s  rows=6998
[p3] 440/500 tasks  199.5s  rows=7162
[p3] 450/500 tasks  207.0s  rows=7326
[p3] 460/500 tasks  212.8s  rows=7490
[p3] 470/500 tasks  218.1s  rows=7654
[p3] 480/500 tasks  223.4s  rows=7818
[p3] 490/500 tasks  228.1s  rows=8000
[p3] 500/500 tasks  241.3s  rows=8200
wrote results\p3_compare.csv 8200 rows in 242.9s
