eval_problem,algorithm,variant,seed,runtime_s,eval_s,feasible,makespan,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,scheduled_copy_bytes,cache_hit_rate,cache_hit_bytes,n_subgraphs,baseline_makespan,error,speedup,params,is_best,plan_path,proxy_fallback,case,problem,num_cores,mono_fix
3,capls,mono_embed_n4,0,0.931,1.032,True,43605,571290,571290.0,0.0,890666.0,0.352242966847081,246134.0,4555,149690,,3.4328632037610367,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results/final_plans_mono/p3/n5/case_050_multicore_res.json,False,case_050,3,5,True
1,capls,mono_embed_n1,0,0.019,0.722,True,607628,0,0.0,0.0,393218.0,,,1,607628,,1.0,"{""block_cap"": 0.35, ""cores_used"": 1}",True,results/final_plans_mono/p1/n2/case_051_multicore_res.json,False,case_051,1,2,True
1,capls,c8,0,0.426,0.532,True,549836,19138090,19138090.0,0.0,19531308.0,,,126,607628,,1.1051077048428986,"{""block_cap"": 0.005}",True,results\plans\case_051_p1_n3_capls_best.json,False,case_051,1,3,False
1,capls,c8,0,0.457,0.653,True,533409,16713772,16713772.0,0.0,17106990.0,,,290,607628,,1.1391408843870277,"{""block_cap"": 0.005}",True,results\plans\case_051_p1_n4_capls_best.json,False,case_051,1,4,False
1,capls,sa1,0,0.96,0.95,True,491857,16648208,16648208.0,0.0,17041426.0,,,330,607628,,1.235375322502272,"{""anneal"": true}",True,results\plans\case_051_p1_n5_capls_best.json,False,case_051,1,5,False
2,capls,mono_embed_n1,0,0.014,0.222,True,607628,0,0.0,0.0,393218.0,,,1,607628,,1.0,"{""block_cap"": 0.35, ""cores_used"": 1}",True,results/final_plans_mono/p2/n2/case_051_multicore_res.json,False,case_051,2,2,True
2,capls,c8,0,0.478,0.321,True,484407,10748968,10748968.0,0.0,11142186.0,,,130,607628,,1.2543749367783703,"{""block_cap"": 0.005}",True,results\plans\case_051_p2_n3_capls_best.json,False,case_051,2,3,False
2,capls,s8,8,0.094,0.214,True,345402,2228604,1966456.0,262148.0,2621822.0,,,1416,607628,,1.7591907400651994,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_051_p2_n4_capls_best.json,False,case_051,2,4,False
2,capls,mono_embed_n4,0,0.48,0.687,True,345402,2228604,1966456.0,262148.0,2621822.0,,,1416,607628,,1.7591907400651994,"{""block_cap"": 0.005}",True,results/final_plans_mono/p2/n5/case_051_multicore_res.json,False,case_051,2,5,True
3,capls,mono_embed_n1,0,0.015,0.225,True,607628,0,0.0,0.0,393218.0,0.0,0.0,1,607628,,1.0,"{""block_cap"": 0.35, ""cores_used"": 1}",True,results/final_plans_mono/p3/n2/case_051_multicore_res.json,False,case_051,3,2,True
3,capls,c8,0,0.461,0.217,True,486166,11404308,11404308.0,0.0,11797526.0,0.1060591629670932,688174.0,128,607628,,1.2498364756070972,"{""block_cap"": 0.005}",True,results\plans\case_051_p3_n3_capls_best.json,False,case_051,3,3,False
3,capls,s8,8,0.116,0.242,True,344572,2228604,1966456.0,262148.0,2621822.0,0.230770494669995,393262.0,1416,607628,,1.7634282530211394,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_051_p3_n4_capls_best.json,False,case_051,3,4,False
3,capls,mono_embed_n4,0,0.461,0.37,True,344572,2228604,1966456.0,262148.0,2621822.0,0.230770494669995,393262.0,1416,607628,,1.7634282530211394,"{""block_cap"": 0.005}",True,results/final_plans_mono/p3/n5/case_051_multicore_res.json,False,case_051,3,5,True
1,capls,sa3,0,0.382,0.375,True,88782,342066,342066.0,0.0,1152270.0,,,3,180301,,2.03082832105607,"{""anneal"": true}",True,results\plans\case_052_p1_n2_capls_best.json,False,case_052,1,2,False
1,capls,c2,0,0.064,0.379,True,62271,147456,147456.0,0.0,957660.0,,,3,180301,,2.895424836601307,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_052_p1_n3_capls_best.json,False,case_052,1,3,False
1,capls,c2,0,0.083,0.595,True,49871,221184,221184.0,0.0,1031388.0,,,4,180301,,3.6153475967997433,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_052_p1_n4_capls_best.json,False,case_052,1,4,False
1,capls,c3,0,0.06,0.361,True,37926,73728,73728.0,0.0,883932.0,,,5,180301,,4.754020988240257,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_052_p1_n5_capls_best.json,False,case_052,1,5,False
2,capls,c14,0,0.163,0.147,True,71775,73728,73728.0,0.0,883932.0,,,1008,180301,,2.512030651340996,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_052_p2_n2_capls_best.json,False,case_052,2,2,False
2,capls,c14,0,0.167,0.144,True,48446,147456,147456.0,0.0,957660.0,,,1008,180301,,3.7216901292160345,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_052_p2_n3_capls_best.json,False,case_052,2,3,False
2,capls,s8,8,0.148,0.175,True,37183,221184,221184.0,0.0,1031388.0,,,1008,180301,,4.849017023908775,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_052_p2_n4_capls_best.json,False,case_052,2,4,False
2,capls,s1,1,0.437,0.182,True,30397,294912,294912.0,0.0,1105116.0,,,1008,180301,,5.931539296641116,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_052_p2_n5_capls_best.json,False,case_052,2,5,False
3,capls,c14,0,0.177,0.215,True,71775,73728,73728.0,0.0,883932.0,0.0521401447432143,46080.0,1008,180301,,2.512030651340996,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_052_p3_n2_capls_best.json,False,case_052,3,2,False
3,capls,c14,0,0.179,0.17,True,48446,147456,147456.0,0.0,957660.0,0.0818130548302872,78336.0,1008,180301,,3.7216901292160345,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_052_p3_n3_capls_best.json,False,case_052,3,3,False
3,capls,s13,13,0.162,0.474,True,37215,221184,221184.0,0.0,1031388.0,0.1340537689046457,138240.0,1008,180301,,4.84484750772538,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_052_p3_n4_capls_best.json,False,case_052,3,4,False
3,capls,c14,0,0.177,0.158,True,30477,294912,294912.0,0.0,1105116.0,0.1417902613316729,156672.0,1008,180301,,5.915969419562293,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_052_p3_n5_capls_best.json,False,case_052,3,5,False
1,capls,sa2,0,0.007,15.269,True,762634,6668650,1685928.0,4982722.0,9663938.0,,,4,1472686,,1.9310521167427626,"{""anneal"": true}",True,results\plans\case_053_p1_n2_capls_best.json,False,case_053,1,2,False
1,capls,sa1,0,3.837,3.785,True,669050,9317354,5025866.0,4291488.0,12312642.0,,,46,1472686,,2.2011598535236527,"{""anneal"": true}",True,results\plans\case_053_p1_n3_capls_best.json,False,case_053,1,3,False
1,capls,mono_embed_n3,0,11.543,11.532,True,669050,9317354,5025866.0,4291488.0,12312642.0,,,46,1472686,,2.2011598535236527,"{""anneal"": true}",True,results/final_plans_mono/p1/n4/case_053_multicore_res.json,False,case_053,1,4,True
1,capls,sa2,0,13.675,13.657,True,494868,7148056,3333400.0,3814656.0,10143344.0,,,7,1472686,,2.9759168101392697,"{""anneal"": true}",True,results\plans\case_053_p1_n5_capls_best.json,False,case_053,1,5,False
2,capls,c17,0,2.354,3.323,True,703950,2184118,2184118.0,0.0,5179406.0,,,11670,1472686,,2.0920321045528802,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_053_p2_n2_capls_best.json,False,case_053,2,2,False
2,capls,c15,0,2.512,2.912,True,553159,2848940,2848940.0,0.0,5844228.0,,,11670,1472686,,2.6623195139191442,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_053_p2_n3_capls_best.json,False,case_053,2,3,False
2,capls,c17,0,4.09,5.046,True,448335,12542018,12542018.0,0.0,15537306.0,,,11670,1472686,,3.2847892758762978,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_053_p2_n4_capls_best.json,False,case_053,2,4,False
2,capls,c15,0,2.926,2.846,True,421015,5041526,5041526.0,0.0,8036814.0,,,11670,1472686,,3.497941878555396,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_053_p2_n5_capls_best.json,False,case_053,2,5,False
3,capls,c17,0,2.536,3.503,True,703878,2184118,2184118.0,0.0,5179406.0,0.2755373047727857,1289778.0,11670,1472686,,2.0922460994661005,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_053_p3_n2_capls_best.json,False,case_053,3,2,False
3,capls,c15,0,2.777,3.048,True,553159,2848940,2848940.0,0.0,5844228.0,0.4222158930120042,2312582.0,11670,1472686,,2.6623195139191442,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_053_p3_n3_capls_best.json,False,case_053,3,3,False
3,capls,s13,13,3.942,7.444,True,424896,12542018,12542018.0,0.0,15537306.0,0.3695251821029461,4127008.0,11670,1472686,,3.4659916779635487,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_053_p3_n4_capls_best.json,False,case_053,3,4,False
3,capls,c17,0,5.122,4.286,True,365951,14846008,14846008.0,0.0,17841296.0,0.2953869080270339,3904088.0,11670,1472686,,4.024271008960216,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_053_p3_n5_capls_best.json,False,case_053,3,5,False
1,capls,sa1,0,14.678,14.599,True,654946,2179186,2179186.0,0.0,3785462.0,,,6,815051,,1.2444552680679017,"{""anneal"": true}",True,results\plans\case_054_p1_n2_capls_best.json,False,case_054,1,2,False
1,capls,c0,0,0.702,7.05,True,364389,2171082,2171082.0,0.0,3777358.0,,,62,815051,,2.236760714511141,"{""block_cap"": 0.35}",True,results\plans\case_054_p1_n3_capls_best.json,False,case_054,1,3,False
1,capls,c2,0,2.201,6.496,True,275253,2564814,2564814.0,0.0,4171090.0,,,88,815051,,2.9610976083821066,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_054_p1_n4_capls_best.json,False,case_054,1,4,False
1,capls,mono_embed_n4,0,1.238,6.462,True,275253,2564814,2564814.0,0.0,4171090.0,,,88,815051,,2.9610976083821066,"{""block_cap"": 0.35}",True,results/final_plans_mono/p1/n5/case_054_multicore_res.json,False,case_054,1,5,True
2,capls,c17,0,3.48,6.61,True,411504,933062,933062.0,0.0,2539338.0,,,15751,815051,,1.9806636144484622,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_054_p2_n2_capls_best.json,False,case_054,2,2,False
2,capls,c9,0,0.866,13.421,True,342634,1613448,1613448.0,0.0,3219724.0,,,75,815051,,2.3787802728275653,"{""block_cap"": 0.35, ""max_ops"": 500}",True,results\plans\case_054_p2_n3_capls_best.json,False,case_054,2,3,False
2,capls,c14,0,5.316,4.652,True,245854,2545234,2545234.0,0.0,4151510.0,,,15751,815051,,3.315182994785523,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_054_p2_n4_capls_best.json,False,case_054,2,4,False
2,capls,mono_embed_n4,0,2.73,5.518,True,245854,2545234,2545234.0,0.0,4151510.0,,,15751,815051,,3.315182994785523,"{""block_cap"": 0.35, ""init"": ""rr"", ""level_mode"": ""alap_fill""}",True,results/final_plans_mono/p2/n5/case_054_multicore_res.json,False,case_054,2,5,True
3,capls,c17,0,3.553,8.078,True,411477,933062,933062.0,0.0,2539338.0,0.074139323339676,159748.0,15751,815051,,1.9807935802001084,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_054_p3_n2_capls_best.json,False,case_054,3,2,False
3,capls,c9,0,0.822,16.795,True,342219,1613448,1613448.0,0.0,3219724.0,0.1835477295951932,465926.0,75,815051,,2.381664957234987,"{""block_cap"": 0.35, ""max_ops"": 500}",True,results\plans\case_054_p3_n3_capls_best.json,False,case_054,3,3,False
3,capls,c14,0,4.731,6.264,True,243498,2545234,2545234.0,0.0,4151510.0,0.278644283024219,872462.0,15751,815051,,3.3472595257455913,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_054_p3_n4_capls_best.json,False,case_054,3,4,False
3,capls,mono_embed_n4,5,3.494,6.498,True,243498,2545234,2545234.0,0.0,4151510.0,0.278644283024219,872462.0,15751,815051,,3.3472595257455913,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results/final_plans_mono/p3/n5/case_054_multicore_res.json,False,case_054,3,5,True
1,capls,sa1,0,0.001,0.462,True,57684,220350,171198.0,49152.0,846160.0,,,3,118835,,2.060103321544969,"{""anneal"": true}",True,results\plans\case_055_p1_n2_capls_best.json,False,case_055,1,2,False
1,capls,c3,0,0.122,0.423,True,38093,32768,32768.0,0.0,658578.0,,,3,118835,,3.119602026619064,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_055_p1_n3_capls_best.json,False,case_055,1,3,False
1,capls,c6,0,0.042,0.441,True,31823,115712,115712.0,0.0,741522.0,,,4,118835,,3.7342488137510608,"{""block_cap"": 0.6, ""comm_weight"": 1e-06}",True,results\plans\case_055_p1_n4_capls_best.json,False,case_055,1,4,False
1,capls,c6,0,0.056,0.393,True,26800,198656,198656.0,0.0,824466.0,,,5,118835,,4.434141791044776,"{""block_cap"": 0.6, ""comm_weight"": 1e-06}",True,results\plans\case_055_p1_n5_capls_best.json,False,case_055,1,5,False
2,capls,c15,0,0.171,0.141,True,48250,98816,57856.0,40960.0,724626.0,,,1236,118835,,2.4629015544041453,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_055_p2_n2_capls_best.json,False,case_055,2,2,False
2,capls,s16,16,0.233,0.228,True,33559,99328,99328.0,0.0,725138.0,,,1236,118835,,3.5410769093238774,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_055_p2_n3_capls_best.json,False,case_055,2,3,False
2,capls,c16,0,0.262,0.182,True,31073,480380,480380.0,0.0,1106190.0,,,1236,118835,,3.8243812956586103,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 0.0, ""nu"": 0.0, ""subgraph_mode"": ""op""}",True,results\plans\case_055_p2_n4_capls_best.json,False,case_055,2,4,False
2,capls,s14,14,0.279,0.492,True,26653,427118,427118.0,0.0,1052928.0,,,1236,118835,,4.458597531234758,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_055_p2_n5_capls_best.json,False,case_055,2,5,False
3,capls,c15,0,0.221,0.296,True,48250,98816,57856.0,40960.0,724626.0,0.0821785497167726,57856.0,1236,118835,,2.4629015544041453,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_055_p3_n2_capls_best.json,False,case_055,3,2,False
3,capls,s16,16,0.21,0.206,True,33559,99328,99328.0,0.0,725138.0,0.1370003586107969,99328.0,1236,118835,,3.5410769093238774,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_055_p3_n3_capls_best.json,False,case_055,3,3,False
3,capls,c14,0,0.259,0.148,True,29142,677058,677058.0,0.0,1302868.0,0.4652196036674424,592446.0,1236,118835,,4.077791503671676,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_055_p3_n4_capls_best.json,False,case_055,3,4,False
3,capls,s10,10,0.235,0.319,True,25947,873214,873214.0,0.0,1499024.0,0.5376353597776813,790110.0,1236,118835,,4.579912899371797,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 0.0, ""noise"": 0.05, ""nu"": 0.0, ""subgraph_mode"": ""op""}",True,results\plans\case_055_p3_n5_capls_best.json,False,case_055,3,5,False
1,capls,c2,0,0.356,2.437,True,160760,1511624,1511624.0,0.0,1733224.0,,,28,277285,,1.724838268225927,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_056_p1_n2_capls_best.json,False,case_056,1,2,False
1,capls,sa2,0,3.97,3.956,True,148001,3607314,3607314.0,0.0,3828914.0,,,406,277285,,1.873534638279471,"{""anneal"": true}",True,results\plans\case_056_p1_n3_capls_best.json,False,case_056,1,3,False
1,capls,c2,0,0.718,2.095,True,116709,1276180,1276180.0,0.0,1497780.0,,,56,277285,,2.3758664713089823,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_056_p1_n4_capls_best.json,False,case_056,1,4,False
1,capls,c2,0,1.049,2.527,True,98991,1359730,1359730.0,0.0,1581330.0,,,95,277285,,2.8011132325160872,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_056_p1_n5_capls_best.json,False,case_056,1,5,False
2,capls,c14,0,1.445,1.901,True,130574,496950,496950.0,0.0,718550.0,,,7678,277285,,2.1235850935101936,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_056_p2_n2_capls_best.json,False,case_056,2,2,False
2,capls,c14,0,1.68,2.045,True,90771,767084,767084.0,0.0,988684.0,,,7678,277285,,3.0547752035341684,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_056_p2_n3_capls_best.json,False,case_056,2,3,False
2,capls,c14,0,1.358,1.827,True,88923,1107930,1107930.0,0.0,1329530.0,,,7678,277285,,3.118259617871642,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_056_p2_n4_capls_best.json,False,case_056,2,4,False
2,capls,c14,0,1.877,2.156,True,76464,1454488,1454488.0,0.0,1676088.0,,,7678,277285,,3.626347039129525,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_056_p2_n5_capls_best.json,False,case_056,2,5,False
3,capls,c14,0,1.359,1.984,True,130574,496950,496950.0,0.0,718550.0,0.1785816702189498,92166.0,7678,277285,,2.1235850935101936,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_056_p3_n2_capls_best.json,False,case_056,3,2,False
3,capls,c14,0,1.403,1.895,True,90592,767084,767084.0,0.0,988684.0,0.3524397809726755,235188.0,7678,277285,,3.0608111091487107,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_056_p3_n3_capls_best.json,False,case_056,3,3,False
3,capls,c14,0,1.541,2.374,True,88843,1107930,1107930.0,0.0,1329530.0,0.4074853507831916,357438.0,7678,277285,,3.1210675010974414,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_056_p3_n4_capls_best.json,False,case_056,3,4,False
3,capls,c14,0,1.769,3.152,True,75480,1454488,1454488.0,0.0,1676088.0,0.5065401365884876,544558.0,7678,277285,,3.673622151563328,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_056_p3_n5_capls_best.json,False,case_056,3,5,False
1,capls,c6,0,0.016,0.231,True,33614,0,0.0,0.0,342460.0,,,2,59726,,1.776819182483489,"{""block_cap"": 0.6, ""comm_weight"": 1e-06}",True,results\plans\case_057_p1_n2_capls_best.json,False,case_057,1,2,False
1,capls,c3,0,0.044,0.229,True,26147,118852,118852.0,0.0,461312.0,,,6,59726,,2.2842391096492904,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_057_p1_n3_capls_best.json,False,case_057,1,3,False
1,capls,c3,0,0.136,0.217,True,22025,180060,180060.0,0.0,522520.0,,,7,59726,,2.7117366628830872,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_057_p1_n4_capls_best.json,False,case_057,1,4,False
1,capls,c3,0,0.101,0.192,True,18596,168018,168018.0,0.0,510478.0,,,9,59726,,3.211765971176597,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_057_p1_n5_capls_best.json,False,case_057,1,5,False
2,capls,c15,0,0.157,0.105,True,30719,317412,317412.0,0.0,659872.0,,,865,59726,,1.9442690191738012,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_057_p2_n2_capls_best.json,False,case_057,2,2,False
2,capls,c1,0,0.09,0.182,True,21820,397250,397250.0,0.0,739710.0,,,9,59726,,2.737213565536205,"{""block_cap"": 0.15}",True,results\plans\case_057_p2_n3_capls_best.json,False,case_057,2,3,False
2,capls,s6,6,0.175,0.25,True,17875,382150,382150.0,0.0,724610.0,,,865,59726,,3.341314685314685,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_057_p2_n4_capls_best.json,False,case_057,2,4,False
2,capls,s14,14,0.159,0.188,True,15599,250392,250392.0,0.0,592852.0,,,865,59726,,3.8288351817424195,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_057_p2_n5_capls_best.json,False,case_057,2,5,False
3,capls,s13,13,0.14,0.233,True,30715,317412,317412.0,0.0,659872.0,0.4560158452234599,293780.0,865,59726,,1.9445222204134787,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_057_p3_n2_capls_best.json,False,case_057,3,2,False
3,capls,s6,6,0.159,0.37,True,21007,526964,526964.0,0.0,869424.0,0.5761727219593129,488954.0,865,59726,,2.8431475222544864,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_057_p3_n3_capls_best.json,False,case_057,3,3,False
3,capls,s11,11,0.166,0.617,True,17645,610884,610884.0,0.0,953344.0,0.5998034317891141,559012.0,865,59726,,3.384868234627373,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_057_p3_n4_capls_best.json,False,case_057,3,4,False
3,capls,s6,6,0.188,0.706,True,15428,709300,709300.0,0.0,1051760.0,0.6380980027868091,659436.0,865,59726,,3.8712730101114854,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_057_p3_n5_capls_best.json,False,case_057,3,5,False
1,capls,sa2,0,123.661,123.633,True,2425474,45146112,20275200.0,24870912.0,52813824.0,,,3,4539717,,1.8716824010482074,"{""anneal"": true}",True,results\plans\case_058_p1_n2_capls_best.json,False,case_058,1,2,False
1,capls,c1,0,0.801,58.396,True,1554831,30400512,9191424.0,21209088.0,38068224.0,,,3,4539717,,2.9197494775959574,"{""block_cap"": 0.15}",True,results\plans\case_058_p1_n3_capls_best.json,False,case_058,1,3,False
1,capls,c1,0,1.07,166.404,True,1154519,42622976,19869696.0,22753280.0,50290688.0,,,4,4539717,,3.9321284448328697,"{""block_cap"": 0.15}",True,results\plans\case_058_p1_n4_capls_best.json,False,case_058,1,4,False
1,capls,c1,0,1.094,29.439,True,1004819,32104448,18382848.0,13721600.0,39772160.0,,,5,4539717,,4.517945022934478,"{""block_cap"": 0.15}",True,results\plans\case_058_p1_n5_capls_best.json,False,case_058,1,5,False
2,capls,c8,0,0.474,14.265,True,2263428,33492992,6672384.0,26820608.0,41160704.0,,,3,4539717,,2.0056820892911107,"{""block_cap"": 0.005}",True,results\plans\case_058_p2_n2_capls_best.json,False,case_058,2,2,False
2,capls,c1,0,0.7,7.696,True,1554831,30400512,9191424.0,21209088.0,38068224.0,,,3,4539717,,2.9197494775959574,"{""block_cap"": 0.15}",True,results\plans\case_058_p2_n3_capls_best.json,False,case_058,2,3,False
