eval_problem,algorithm,variant,seed,runtime_s,eval_s,feasible,makespan,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,scheduled_copy_bytes,cache_hit_rate,cache_hit_bytes,n_subgraphs,baseline_makespan,error,speedup,params,is_best,plan_path,proxy_fallback,case,problem,num_cores,mono_fix
3,capls,c0,0,0.722,8.424,True,1622164,55296,55296.0,0.0,8272896.0,0.0,0.0,3,4863026,,2.9978633479722148,"{""block_cap"": 0.35}",True,results\plans\case_025_p3_n3_capls_best.json,False,case_025,3,3,False
3,capls,c0,0,0.803,7.776,True,1217444,82944,82944.0,0.0,8300544.0,0.0,0.0,4,4863026,,3.9944555971362954,"{""block_cap"": 0.35}",True,results\plans\case_025_p3_n4_capls_best.json,False,case_025,3,4,False
3,capls,c0,0,0.713,7.469,True,975282,110592,110592.0,0.0,8328192.0,0.0,0.0,5,4863026,,4.986276789687495,"{""block_cap"": 0.35}",True,results\plans\case_025_p3_n5_capls_best.json,False,case_025,3,5,False
1,capls,sa2,0,0.132,0.131,True,57246,453364,453364.0,0.0,982218.0,,,4,99203,,1.732924571149076,"{""anneal"": true}",True,results\plans\case_026_p1_n2_capls_best.json,False,case_026,1,2,False
1,capls,c12,0,0.036,0.175,True,47309,1212616,1212616.0,0.0,1741470.0,,,15,99203,,2.0969160202075714,"{""block_cap"": 0.35, ""init"": ""rr"", ""level_mode"": ""alap_fill""}",True,results\plans\case_026_p1_n3_capls_best.json,False,case_026,1,3,False
1,capls,c2,0,0.045,0.2,True,46327,445288,445288.0,0.0,974142.0,,,6,99203,,2.141364646966132,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_026_p1_n4_capls_best.json,False,case_026,1,4,False
1,capls,sa3,0,0.098,0.097,True,45344,419892,419892.0,0.0,948746.0,,,9,99203,,2.1877866972477062,"{""anneal"": true}",True,results\plans\case_026_p1_n5_capls_best.json,False,case_026,1,5,False
2,capls,s8,8,0.081,0.093,True,48612,218548,185780.0,32768.0,747402.0,,,636,99203,,2.0407101127293674,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_026_p2_n2_capls_best.json,False,case_026,2,2,False
2,capls,s1,1,0.089,0.123,True,38424,923392,923392.0,0.0,1452246.0,,,636,99203,,2.5817978346866544,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_026_p2_n3_capls_best.json,False,case_026,2,3,False
2,capls,mono_embed_n3,6,0.118,0.125,True,38424,923392,923392.0,0.0,1452246.0,,,636,99203,,2.5817978346866544,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results/final_plans_mono/p2/n4/case_026_multicore_res.json,False,case_026,2,4,True
2,capls,mono_embed_n3,1,0.12,0.132,True,38424,923392,923392.0,0.0,1452246.0,,,636,99203,,2.5817978346866544,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results/final_plans_mono/p2/n5/case_026_multicore_res.json,False,case_026,2,5,True
3,capls,s8,8,0.072,0.102,True,48612,218548,185780.0,32768.0,747402.0,0.2688322663548697,185776.0,636,99203,,2.0407101127293674,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_026_p3_n2_capls_best.json,False,case_026,3,2,False
3,capls,c12,0,0.037,0.108,True,43665,442560,442560.0,0.0,971414.0,0.3485535269121509,324656.0,15,99203,,2.2719111416466276,"{""block_cap"": 0.35, ""init"": ""rr"", ""level_mode"": ""alap_fill""}",True,results\plans\case_026_p3_n3_capls_best.json,False,case_026,3,3,False
3,capls,s13,13,0.111,0.153,True,38710,1154292,1154292.0,0.0,1683146.0,0.4616229034395024,629938.0,636,99203,,2.5627228106432445,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_026_p3_n4_capls_best.json,False,case_026,3,4,False
3,capls,mono_embed_n4,9,0.109,0.13,True,38710,1154292,1154292.0,0.0,1683146.0,0.4616229034395024,629938.0,636,99203,,2.5627228106432445,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 0.0, ""noise"": 0.05, ""nu"": 0.0, ""subgraph_mode"": ""op""}",True,results/final_plans_mono/p3/n5/case_026_multicore_res.json,False,case_026,3,5,True
1,capls,c0,0,0.033,0.938,True,1120962,1744896,1105920.0,638976.0,3784704.0,,,2,2363952,,2.10886006840553,"{""block_cap"": 0.35}",True,results\plans\case_027_p1_n2_capls_best.json,False,case_027,1,2,False
1,capls,c0,0,0.064,1.084,True,837049,3686400,3686400.0,0.0,5726208.0,,,3,2363952,,2.8241500796249683,"{""block_cap"": 0.35}",True,results\plans\case_027_p1_n3_capls_best.json,False,case_027,1,3,False
1,capls,c0,0,0.062,0.828,True,559196,3317760,3317760.0,0.0,5357568.0,,,4,2363952,,4.227412213249022,"{""block_cap"": 0.35}",True,results\plans\case_027_p1_n4_capls_best.json,False,case_027,1,4,False
1,capls,c0,0,0.116,0.97,True,558753,5529600,5529600.0,0.0,7569408.0,,,5,2363952,,4.230763861670542,"{""block_cap"": 0.35}",True,results\plans\case_027_p1_n5_capls_best.json,False,case_027,1,5,False
2,capls,c14,0,0.213,0.296,True,1115722,1105920,1105920.0,0.0,3145728.0,,,1424,2363952,,2.118764351693343,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_027_p2_n2_capls_best.json,False,case_027,2,2,False
2,capls,c17,0,0.51,0.476,True,811250,13154304,13154304.0,0.0,15194112.0,,,1424,2363952,,2.913962403697997,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_027_p2_n3_capls_best.json,False,case_027,2,3,False
2,capls,c0,0,0.081,0.685,True,559196,3317760,3317760.0,0.0,5357568.0,,,4,2363952,,4.227412213249022,"{""block_cap"": 0.35}",True,results\plans\case_027_p2_n4_capls_best.json,False,case_027,2,4,False
2,capls,s1,1,0.324,0.775,True,533784,18898944,18898944.0,0.0,20938752.0,,,1424,2363952,,4.428667775729509,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_027_p2_n5_capls_best.json,False,case_027,2,5,False
3,capls,c14,0,0.261,0.294,True,1115722,1105920,1105920.0,0.0,3145728.0,0.0,0.0,1424,2363952,,2.118764351693343,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_027_p3_n2_capls_best.json,False,case_027,3,2,False
3,capls,c17,0,0.347,0.486,True,811250,13154304,13154304.0,0.0,15194112.0,0.3445715432470399,3516416.0,1424,2363952,,2.913962403697997,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_027_p3_n3_capls_best.json,False,case_027,3,3,False
3,capls,c0,0,0.078,0.362,True,559196,3317760,3317760.0,0.0,5357568.0,0.0,0.0,4,2363952,,4.227412213249022,"{""block_cap"": 0.35}",True,results\plans\case_027_p3_n4_capls_best.json,False,case_027,3,4,False
3,capls,s3,3,0.343,0.748,True,533784,18898944,18898944.0,0.0,20938752.0,0.3904428904428904,5488640.0,1424,2363952,,4.428667775729509,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_027_p3_n5_capls_best.json,False,case_027,3,5,False
1,capls,sa2,0,0.013,222.216,True,22201391,241775088,6701184.0,235073904.0,247683696.0,,,4,43836040,,1.9744726805631232,"{""anneal"": true}",True,results\plans\case_028_p1_n2_capls_best.json,False,case_028,1,2,False
1,capls,sa3,0,56.29,56.268,True,15499450,243092352,9153792.0,233938560.0,249000960.0,,,5,43836040,,2.8282319695214992,"{""anneal"": true}",True,results\plans\case_028_p1_n3_capls_best.json,False,case_028,1,3,False
1,capls,sa2,0,51.623,51.538,True,12244739,252075648,10064256.0,242011392.0,257984256.0,,,6,43836040,,3.579989740900153,"{""anneal"": true}",True,results\plans\case_028_p1_n4_capls_best.json,False,case_028,1,4,False
1,capls,sa3,0,46.565,46.537,True,10962408,263608128,10391040.0,253217088.0,269516736.0,,,7,43836040,,3.998760126424778,"{""anneal"": true}",True,results\plans\case_028_p1_n5_capls_best.json,False,case_028,1,5,False
2,capls,c15,0,2.769,8.183,True,20028806,20677824,2148480.0,18529344.0,26586432.0,,,19584,43836040,,2.188649687854583,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_028_p2_n2_capls_best.json,False,case_028,2,2,False
2,capls,s1,1,2.472,8.165,True,13295262,11522304,4296960.0,7225344.0,17430912.0,,,19584,43836040,,3.297117424237296,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_028_p2_n3_capls_best.json,False,case_028,2,3,False
2,capls,c15,0,2.436,7.049,True,10099681,11508096,6445440.0,5062656.0,17416704.0,,,19584,43836040,,4.340339066154664,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_028_p2_n4_capls_best.json,False,case_028,2,4,False
2,capls,c16,0,2.462,5.541,True,8055128,12550656,8593920.0,3956736.0,18459264.0,,,19584,43836040,,5.44200414940644,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 0.0, ""nu"": 0.0, ""subgraph_mode"": ""op""}",True,results\plans\case_028_p2_n5_capls_best.json,False,case_028,2,5,False
3,capls,c15,0,2.556,9.251,True,20009296,20677824,2148480.0,18529344.0,26586432.0,0.1390010310174776,2148480.0,19584,43836040,,2.1907837237252124,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_028_p3_n2_capls_best.json,False,case_028,3,2,False
3,capls,s14,14,2.56,7.587,True,13270473,11546880,4296960.0,7249920.0,17455488.0,0.3594558336814369,4295664.0,19584,43836040,,3.3032763790710398,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_028_p3_n3_capls_best.json,False,case_028,3,3,False
3,capls,c15,0,2.362,6.136,True,10080305,11508096,6445440.0,5062656.0,17416704.0,0.1651005373804181,2147184.0,19584,43836040,,4.348681909922369,"{""alpha"": 1.0, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_028_p3_n4_capls_best.json,False,case_028,3,4,False
3,capls,c16,0,2.584,4.858,True,7991196,12550656,8593920.0,3956736.0,18459264.0,0.4413101938300502,6443496.0,19584,43836040,,5.485541838793592,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 0.0, ""nu"": 0.0, ""subgraph_mode"": ""op""}",True,results\plans\case_028_p3_n5_capls_best.json,False,case_028,3,5,False
1,capls,c0,0,0.011,0.229,True,19740,0,0.0,0.0,430164.0,,,2,37555,,1.9024822695035462,"{""block_cap"": 0.35}",True,results\plans\case_029_p1_n2_capls_best.json,False,case_029,1,2,False
1,capls,c0,0,0.026,0.217,True,12743,0,0.0,0.0,430164.0,,,3,37555,,2.9471082162756024,"{""block_cap"": 0.35}",True,results\plans\case_029_p1_n3_capls_best.json,False,case_029,1,3,False
1,capls,c0,0,0.032,0.198,True,11028,0,0.0,0.0,430164.0,,,4,37555,,3.405422560754443,"{""block_cap"": 0.35}",True,results\plans\case_029_p1_n4_capls_best.json,False,case_029,1,4,False
1,capls,c0,0,0.044,0.173,True,9383,0,0.0,0.0,430164.0,,,5,37555,,4.002451241607162,"{""block_cap"": 0.35}",True,results\plans\case_029_p1_n5_capls_best.json,False,case_029,1,5,False
2,capls,c0,0,0.019,0.177,True,19740,0,0.0,0.0,430164.0,,,2,37555,,1.9024822695035462,"{""block_cap"": 0.35}",True,results\plans\case_029_p2_n2_capls_best.json,False,case_029,2,2,False
2,capls,c0,0,0.023,0.204,True,12743,0,0.0,0.0,430164.0,,,3,37555,,2.9471082162756024,"{""block_cap"": 0.35}",True,results\plans\case_029_p2_n3_capls_best.json,False,case_029,2,3,False
2,capls,c0,0,0.032,0.192,True,11028,0,0.0,0.0,430164.0,,,4,37555,,3.405422560754443,"{""block_cap"": 0.35}",True,results\plans\case_029_p2_n4_capls_best.json,False,case_029,2,4,False
2,capls,s2,2,0.19,0.205,True,9164,67656,67656.0,0.0,497820.0,,,861,37555,,4.098101265822785,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_029_p2_n5_capls_best.json,False,case_029,2,5,False
3,capls,c0,0,0.017,0.522,True,19740,0,0.0,0.0,430164.0,0.0,0.0,2,37555,,1.9024822695035462,"{""block_cap"": 0.35}",True,results\plans\case_029_p3_n2_capls_best.json,False,case_029,3,2,False
3,capls,c0,0,0.024,0.16,True,12743,0,0.0,0.0,430164.0,0.0,0.0,3,37555,,2.9471082162756024,"{""block_cap"": 0.35}",True,results\plans\case_029_p3_n3_capls_best.json,False,case_029,3,3,False
3,capls,c0,0,0.032,0.152,True,11028,0,0.0,0.0,430164.0,0.0,0.0,4,37555,,3.405422560754443,"{""block_cap"": 0.35}",True,results\plans\case_029_p3_n4_capls_best.json,False,case_029,3,4,False
3,capls,c0,0,0.042,0.176,True,9383,0,0.0,0.0,430164.0,0.0,0.0,5,37555,,4.002451241607162,"{""block_cap"": 0.35}",True,results\plans\case_029_p3_n5_capls_best.json,False,case_029,3,5,False
1,capls,c2,0,0.276,95.355,True,1401186,7644160,1950720.0,5693440.0,10038220.0,,,2,2808034,,2.00404086252646,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_030_p1_n2_capls_best.json,False,case_030,1,2,False
1,capls,c2,0,0.499,82.845,True,931329,9363456,3901440.0,5462016.0,11757516.0,,,3,2808034,,3.0150827473427757,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_030_p1_n3_capls_best.json,False,case_030,1,3,False
1,capls,c2,0,0.7,75.888,True,701262,10560000,5779456.0,4780544.0,12954060.0,,,4,2808034,,4.004258037652119,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_030_p1_n4_capls_best.json,False,case_030,1,4,False
1,capls,c0,0,0.646,78.635,True,561417,11588608,7496704.0,4091904.0,13982668.0,,,5,2808034,,5.001690365628401,"{""block_cap"": 0.35}",True,results\plans\case_030_p1_n5_capls_best.json,False,case_030,1,5,False
2,capls,c8,0,0.3,6.488,True,1399993,7834624,2036736.0,5797888.0,10228684.0,,,3,2808034,,2.005748600171572,"{""block_cap"": 0.005}",True,results\plans\case_030_p2_n2_capls_best.json,False,case_030,2,2,False
2,capls,c2,0,0.756,3.951,True,931329,9363456,3901440.0,5462016.0,11757516.0,,,3,2808034,,3.0150827473427757,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_030_p2_n3_capls_best.json,False,case_030,2,3,False
2,capls,c5,0,0.759,3.991,True,699599,8380416,5779456.0,2600960.0,10774476.0,,,486,2808034,,4.013776463374018,"{""block_cap"": 0.35, ""init"": ""rr"", ""subgraph_mode"": ""block""}",True,results\plans\case_030_p2_n4_capls_best.json,False,case_030,2,4,False
2,capls,c0,0,0.609,4.462,True,561417,11588608,7496704.0,4091904.0,13982668.0,,,5,2808034,,5.001690365628401,"{""block_cap"": 0.35}",True,results\plans\case_030_p2_n5_capls_best.json,False,case_030,2,5,False
3,capls,c8,0,0.295,7.682,True,1399744,7834624,2036736.0,5797888.0,10228684.0,0.4435272800483189,4511744.0,3,2808034,,2.0061054021306752,"{""block_cap"": 0.005}",True,results\plans\case_030_p3_n2_capls_best.json,False,case_030,3,2,False
3,capls,c2,0,0.889,4.0,True,931340,9363456,3901440.0,5462016.0,11757516.0,0.5442905670237784,6398976.0,3,2808034,,3.0150471363841347,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_030_p3_n3_capls_best.json,False,case_030,3,3,False
3,capls,c9,0,0.499,2.881,True,699009,8838144,5779456.0,3058688.0,11232204.0,0.6505474452554745,7301120.0,24,2808034,,4.017164299744352,"{""block_cap"": 0.35, ""max_ops"": 500}",True,results\plans\case_030_p3_n4_capls_best.json,False,case_030,3,4,False
3,capls,c0,0,0.818,3.906,True,560550,11588608,7496704.0,4091904.0,13982668.0,0.5941848542551633,8307712.0,5,2808034,,5.0094264561591295,"{""block_cap"": 0.35}",True,results\plans\case_030_p3_n5_capls_best.json,False,case_030,3,5,False
1,capls,sa3,0,0.004,7.37,True,706617,4402838,1436724.0,2966114.0,6587878.0,,,4,1414369,,2.001606244967217,"{""anneal"": true}",True,results\plans\case_031_p1_n2_capls_best.json,False,case_031,1,2,False
1,capls,c3,0,0.281,15.409,True,506462,4403712,2162688.0,2241024.0,6588752.0,,,3,1414369,,2.792645845097954,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_031_p1_n3_capls_best.json,False,case_031,1,3,False
1,capls,c3,0,0.482,14.37,True,367052,4574208,4055040.0,519168.0,6759248.0,,,4,1414369,,3.8533205104453865,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_031_p1_n4_capls_best.json,False,case_031,1,4,False
1,capls,sa1,0,0.007,7.156,True,293945,4911428,4690244.0,221184.0,7096468.0,,,6,1414369,,4.811679055605641,"{""anneal"": true}",True,results\plans\case_031_p1_n5_capls_best.json,False,case_031,1,5,False
2,capls,c2,0,0.245,1.774,True,711725,4032000,1081344.0,2950656.0,6217040.0,,,2,1414369,,1.9872408584776424,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_031_p2_n2_capls_best.json,False,case_031,2,2,False
2,capls,c3,0,0.334,1.739,True,506462,4403712,2162688.0,2241024.0,6588752.0,,,3,1414369,,2.792645845097954,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_031_p2_n3_capls_best.json,False,case_031,2,3,False
2,capls,c3,0,0.656,2.041,True,367052,4574208,4055040.0,519168.0,6759248.0,,,4,1414369,,3.8533205104453865,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_031_p2_n4_capls_best.json,False,case_031,2,4,False
2,capls,c3,0,0.465,2.041,True,293958,4816896,4595712.0,221184.0,7001936.0,,,5,1414369,,4.811466263888039,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_031_p2_n5_capls_best.json,False,case_031,2,5,False
3,capls,c2,0,0.382,2.188,True,710284,4032000,1081344.0,2950656.0,6217040.0,0.3394764525915179,2110464.0,2,1414369,,1.991272505082474,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_031_p3_n2_capls_best.json,False,case_031,3,2,False
3,capls,c3,0,0.31,2.002,True,506212,4403712,2162688.0,2241024.0,6588752.0,0.4569394214067716,3010560.0,3,1414369,,2.7940250329901306,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_031_p3_n3_capls_best.json,False,case_031,3,3,False
3,capls,c3,0,0.618,1.957,True,367052,4574208,4055040.0,519168.0,6759248.0,0.3722381383832113,2515968.0,4,1414369,,3.8533205104453865,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_031_p3_n4_capls_best.json,False,case_031,3,4,False
3,capls,c3,0,0.59,2.254,True,293738,4816896,4595712.0,221184.0,7001936.0,0.3211646973399092,2248704.0,5,1414369,,4.815069892216874,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_031_p3_n5_capls_best.json,False,case_031,3,5,False
1,capls,c12,0,0.024,0.206,True,21082,260264,260264.0,0.0,553352.0,,,4,41443,,1.965800208708851,"{""block_cap"": 0.35, ""init"": ""rr"", ""level_mode"": ""alap_fill""}",True,results\plans\case_032_p1_n2_capls_best.json,False,case_032,1,2,False
1,capls,c12,0,0.059,0.21,True,16407,462204,462204.0,0.0,755292.0,,,9,41443,,2.5259340525385507,"{""block_cap"": 0.35, ""init"": ""rr"", ""level_mode"": ""alap_fill""}",True,results\plans\case_032_p1_n3_capls_best.json,False,case_032,1,3,False
1,capls,sa2,0,0.241,0.24,True,14775,397156,397156.0,0.0,690244.0,,,12,41443,,2.8049407783417935,"{""anneal"": true}",True,results\plans\case_032_p1_n4_capls_best.json,False,case_032,1,4,False
1,capls,c3,0,0.119,0.268,True,11904,127130,127130.0,0.0,420218.0,,,10,41443,,3.481434811827957,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_032_p1_n5_capls_best.json,False,case_032,1,5,False
2,capls,s16,16,0.119,0.163,True,21098,168116,168116.0,0.0,461204.0,,,827,41443,,1.9643094132145227,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_032_p2_n2_capls_best.json,False,case_032,2,2,False
2,capls,c14,0,0.105,0.14,True,12670,205008,205008.0,0.0,498096.0,,,827,41443,,3.2709550118389896,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_032_p2_n3_capls_best.json,False,case_032,2,3,False
2,capls,s2,2,0.159,0.164,True,11700,218356,218356.0,0.0,511444.0,,,827,41443,,3.542136752136752,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_032_p2_n4_capls_best.json,False,case_032,2,4,False
2,capls,c3,0,0.121,0.151,True,10976,116890,116890.0,0.0,409978.0,,,10,41443,,3.775783527696793,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_032_p2_n5_capls_best.json,False,case_032,2,5,False
3,capls,s16,16,0.126,0.178,True,20940,168116,168116.0,0.0,461204.0,0.3337299199739429,147544.0,827,41443,,1.9791308500477556,"{""alpha"": 0.8, ""block_cap"": 0.15, ""init"": ""rr"", ""mu"": 1.0, ""noise"": 0.05, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_032_p3_n2_capls_best.json,False,case_032,3,2,False
3,capls,c14,0,0.115,0.162,True,12612,205008,205008.0,0.0,498096.0,0.4190408514013749,202856.0,827,41443,,3.285997462733904,"{""alpha"": 0.8, ""block_cap"": 0.35, ""init"": ""rr"", ""mu"": 1.0, ""nu"": 0.5, ""subgraph_mode"": ""op""}",True,results\plans\case_032_p3_n3_capls_best.json,False,case_032,3,3,False
3,capls,c12,0,0.143,0.145,True,11709,248072,248072.0,0.0,541160.0,0.4587010464172162,241796.0,12,41443,,3.5394141258860707,"{""block_cap"": 0.35, ""init"": ""rr"", ""level_mode"": ""alap_fill""}",True,results\plans\case_032_p3_n4_capls_best.json,False,case_032,3,4,False
3,capls,c3,0,0.108,0.139,True,10930,116890,116890.0,0.0,409978.0,0.2950005807992808,116822.0,10,41443,,3.7916742909423604,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_032_p3_n5_capls_best.json,False,case_032,3,5,False
1,capls,c3,0,0.144,6.023,True,893844,4953600,2056704.0,2896896.0,7926510.0,,,2,1774196,,1.984905643490363,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_033_p1_n2_capls_best.json,False,case_033,1,2,False
1,capls,c2,0,0.246,5.339,True,589568,7086144,4118592.0,2967552.0,10059054.0,,,3,1774196,,3.009315295267043,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p1_n3_capls_best.json,False,case_033,1,3,False
1,capls,c2,0,0.284,5.413,True,446802,7344224,5514336.0,1829888.0,10317134.0,,,4,1774196,,3.9708774804051905,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p1_n4_capls_best.json,False,case_033,1,4,False
1,capls,c2,0,0.414,5.429,True,357201,8111232,6412416.0,1698816.0,11084142.0,,,5,1774196,,4.966940182138348,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p1_n5_capls_best.json,False,case_033,1,5,False
2,capls,c3,0,0.155,1.201,True,893844,4953600,2056704.0,2896896.0,7926510.0,,,2,1774196,,1.984905643490363,"{""block_cap"": 0.35, ""init"": ""contig""}",True,results\plans\case_033_p2_n2_capls_best.json,False,case_033,2,2,False
2,capls,c2,0,0.254,1.228,True,589568,7086144,4118592.0,2967552.0,10059054.0,,,3,1774196,,3.009315295267043,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p2_n3_capls_best.json,False,case_033,2,3,False
2,capls,c2,0,0.349,1.277,True,446802,7344224,5514336.0,1829888.0,10317134.0,,,4,1774196,,3.9708774804051905,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p2_n4_capls_best.json,False,case_033,2,4,False
2,capls,c2,0,0.486,1.317,True,357201,8111232,6412416.0,1698816.0,11084142.0,,,5,1774196,,4.966940182138348,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p2_n5_capls_best.json,False,case_033,2,5,False
3,capls,c2,0,0.308,1.245,True,893649,6224928,2059296.0,4165632.0,9197838.0,0.3115388058679689,2839584.0,2,1774196,,1.9853387627580852,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p3_n2_capls_best.json,False,case_033,3,2,False
3,capls,c2,0,0.294,1.368,True,588351,7086144,4118592.0,2967552.0,10059054.0,0.3500813960015718,3492384.0,3,1774196,,3.015540043273488,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p3_n3_capls_best.json,False,case_033,3,3,False
3,capls,c2,0,0.361,1.428,True,445198,7344224,5514336.0,1829888.0,10317134.0,0.3692757475083056,3779168.0,4,1774196,,3.9851841203239906,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p3_n4_capls_best.json,False,case_033,3,4,False
3,capls,c2,0,0.473,1.427,True,356085,8111232,6412416.0,1698816.0,11084142.0,0.3682920692358373,4051584.0,5,1774196,,4.982506985691619,"{""block_cap"": 0.35, ""init"": ""rr""}",True,results\plans\case_033_p3_n5_capls_best.json,False,case_033,3,5,False
