case,problem,num_cores,makespan,speedup,added_copy_bytes,cache_hit_rate,n_subgraphs,plan
case_070,3,5,27404,4.2804,824942,0.4107641475132641,15,results\final_plans\p3\n5\case_070_multicore_res.json
case_071,1,2,18919,1.0,0,,1,results\final_plans\p1\n2\case_071_multicore_res.json
case_071,1,3,17924,1.0555,371096,,17,results\final_plans\p1\n3\case_071_multicore_res.json
case_071,1,4,13512,1.4002,220566,,11,results\final_plans\p1\n4\case_071_multicore_res.json
case_071,1,5,13512,1.4002,220566,,11,results\final_plans\p1\n5\case_071_multicore_res.json
case_071,2,2,14497,1.305,251814,,18,results\final_plans\p2\n2\case_071_multicore_res.json
case_071,2,3,11877,1.5929,210186,,19,results\final_plans\p2\n3\case_071_multicore_res.json
case_071,2,4,10607,1.7836,275664,,27,results\final_plans\p2\n4\case_071_multicore_res.json
case_071,2,5,9163,2.0647,239056,,11,results\final_plans\p2\n5\case_071_multicore_res.json
case_071,3,2,14497,1.305,251814,0.08370058275622709,18,results\final_plans\p3\n2\case_071_multicore_res.json
case_071,3,3,11865,1.5945,210186,0.22393061986041046,19,results\final_plans\p3\n3\case_071_multicore_res.json
case_071,3,4,10299,1.837,275664,0.424955739302836,27,results\final_plans\p3\n4\case_071_multicore_res.json
case_071,3,5,8425,2.2456,239056,0.17630740476383197,11,results\final_plans\p3\n5\case_071_multicore_res.json
case_072,1,2,11672534,2.0474,88018992,,26,results\final_plans\p1\n2\case_072_multicore_res.json
case_072,1,3,7914084,3.0197,88018992,,26,results\final_plans\p1\n3\case_072_multicore_res.json
case_072,1,4,5935363,4.0263,126956448,,16,results\final_plans\p1\n4\case_072_multicore_res.json
case_072,1,5,4822195,4.9558,130109488,,5,results\final_plans\p1\n5\case_072_multicore_res.json
case_072,2,2,11846123,2.0174,113201200,,2,results\final_plans\p2\n2\case_072_multicore_res.json
case_072,2,3,8000696,2.987,119709046,,4,results\final_plans\p2\n3\case_072_multicore_res.json
case_072,2,4,5941844,4.022,125858856,,61,results\final_plans\p2\n4\case_072_multicore_res.json
case_072,2,5,4804197,4.9744,130011184,,474,results\final_plans\p2\n5\case_072_multicore_res.json
case_072,3,2,11841570,2.0181,113201200,0.13418897418275474,2,results\final_plans\p3\n2\case_072_multicore_res.json
case_072,3,3,7989837,2.991,119709046,0.14417062522507193,4,results\final_plans\p3\n3\case_072_multicore_res.json
case_072,3,4,5928167,4.0312,125858856,0.18306616913423635,61,results\final_plans\p3\n4\case_072_multicore_res.json
case_072,3,5,4776264,5.0035,130011184,0.32523190133475127,474,results\final_plans\p3\n5\case_072_multicore_res.json
case_073,1,2,5954249,1.6932,141114880,,4,results\final_plans\p1\n2\case_073_multicore_res.json
case_073,1,3,4515227,2.2328,140671616,,3,results\final_plans\p1\n3\case_073_multicore_res.json
case_073,1,4,3903787,2.5825,140222208,,4,results\final_plans\p1\n4\case_073_multicore_res.json
case_073,1,5,3517515,2.8661,139772800,,5,results\final_plans\p1\n5\case_073_multicore_res.json
case_073,2,2,5782936,1.7433,139998080,,8,results\final_plans\p2\n2\case_073_multicore_res.json
case_073,2,3,4475115,2.2528,138046592,,12,results\final_plans\p2\n3\case_073_multicore_res.json
case_073,2,4,3817036,2.6412,115612288,,77,results\final_plans\p2\n4\case_073_multicore_res.json
case_073,2,5,3414166,2.9529,138661504,,10,results\final_plans\p2\n5\case_073_multicore_res.json
case_073,3,2,5503139,1.832,106758016,0.3372368790345215,35,results\final_plans\p3\n2\case_073_multicore_res.json
case_073,3,3,4489150,2.2458,138046592,0.05222491156209272,12,results\final_plans\p3\n3\case_073_multicore_res.json
case_073,3,4,3712368,2.7157,115612288,0.19103211437353745,77,results\final_plans\p3\n4\case_073_multicore_res.json
case_073,3,5,3137685,3.2131,119620096,0.2676190526210747,82,results\final_plans\p3\n5\case_073_multicore_res.json
case_074,1,2,826937,2.0343,6590472,,2,results\final_plans\p1\n2\case_074_multicore_res.json
case_074,1,3,544838,3.0876,7585792,,3,results\final_plans\p1\n3\case_074_multicore_res.json
case_074,1,4,408750,4.1156,7819264,,4,results\final_plans\p1\n4\case_074_multicore_res.json
case_074,1,5,341070,4.9322,8425472,,5,results\final_plans\p1\n5\case_074_multicore_res.json
case_074,2,2,826937,2.0343,6590472,,2,results\final_plans\p2\n2\case_074_multicore_res.json
case_074,2,3,544838,3.0876,7585792,,3,results\final_plans\p2\n3\case_074_multicore_res.json
case_074,2,4,408750,4.1156,7819264,,4,results\final_plans\p2\n4\case_074_multicore_res.json
case_074,2,5,337574,4.9833,8515586,,11,results\final_plans\p2\n5\case_074_multicore_res.json
case_074,3,2,824879,2.0394,6590472,0.2927688655275912,2,results\final_plans\p3\n2\case_074_multicore_res.json
case_074,3,3,544114,3.0917,7585792,0.30677656902705147,3,results\final_plans\p3\n3\case_074_multicore_res.json
case_074,3,4,405309,4.1505,7819264,0.29706755894375547,4,results\final_plans\p3\n4\case_074_multicore_res.json
case_074,3,5,333065,5.0508,8515586,0.35245023376069384,11,results\final_plans\p3\n5\case_074_multicore_res.json
case_075,1,2,877119,1.6438,6135050,,430,results\final_plans\p1\n2\case_075_multicore_res.json
case_075,1,3,759919,1.8973,4940516,,91,results\final_plans\p1\n3\case_075_multicore_res.json
case_075,1,4,483592,2.9815,5363096,,124,results\final_plans\p1\n4\case_075_multicore_res.json
case_075,1,5,467451,3.0844,5661612,,137,results\final_plans\p1\n5\case_075_multicore_res.json
case_075,2,2,773181,1.8648,1889414,,430,results\final_plans\p2\n2\case_075_multicore_res.json
case_075,2,3,712555,2.0234,3590924,,88,results\final_plans\p2\n3\case_075_multicore_res.json
case_075,2,4,441069,3.2689,5734290,,124,results\final_plans\p2\n4\case_075_multicore_res.json
case_075,2,5,418490,3.4453,6600472,,152,results\final_plans\p2\n5\case_075_multicore_res.json
case_075,3,2,773181,1.8648,1889414,0.2130230220790277,430,results\final_plans\p3\n2\case_075_multicore_res.json
case_075,3,3,712416,2.0238,3590924,0.3457297553258252,88,results\final_plans\p3\n3\case_075_multicore_res.json
case_075,3,4,440404,3.2738,5734290,0.359081521823348,124,results\final_plans\p3\n4\case_075_multicore_res.json
case_075,3,5,414230,3.4807,6600472,0.41343853386147456,152,results\final_plans\p3\n5\case_075_multicore_res.json
case_076,1,2,3067395,2.0164,28306440,,18,results\final_plans\p1\n2\case_076_multicore_res.json
case_076,1,3,2043989,3.026,30927876,,18,results\final_plans\p1\n3\case_076_multicore_res.json
case_076,1,4,1533331,4.0338,32051200,,4,results\final_plans\p1\n4\case_076_multicore_res.json
case_076,1,5,1233514,5.0142,35630276,,20,results\final_plans\p1\n5\case_076_multicore_res.json
case_076,2,2,3067902,2.0161,31201280,,2,results\final_plans\p2\n2\case_076_multicore_res.json
case_076,2,3,2054012,3.0112,34470912,,3,results\final_plans\p2\n3\case_076_multicore_res.json
case_076,2,4,1533331,4.0338,32051200,,4,results\final_plans\p2\n4\case_076_multicore_res.json
case_076,2,5,1235977,5.0042,34179072,,5,results\final_plans\p2\n5\case_076_multicore_res.json
case_076,3,2,3065275,2.0178,31201280,0.27570079967666505,2,results\final_plans\p3\n2\case_076_multicore_res.json
case_076,3,3,2049651,3.0176,34470912,0.35668217382110384,3,results\final_plans\p3\n3\case_076_multicore_res.json
case_076,3,4,1529902,4.0428,32051200,0.3453720149990132,4,results\final_plans\p3\n4\case_076_multicore_res.json
case_076,3,5,1230166,5.0279,34179072,0.38748768210509493,5,results\final_plans\p3\n5\case_076_multicore_res.json
case_077,1,2,250735,1.9755,57344,,2,results\final_plans\p1\n2\case_077_multicore_res.json
case_077,1,3,181672,2.7265,114688,,3,results\final_plans\p1\n3\case_077_multicore_res.json
case_077,1,4,162014,3.0573,1359978,,37,results\final_plans\p1\n4\case_077_multicore_res.json
case_077,1,5,135117,3.6659,1522830,,37,results\final_plans\p1\n5\case_077_multicore_res.json
case_077,2,2,250735,1.9755,57344,,2,results\final_plans\p2\n2\case_077_multicore_res.json
case_077,2,3,176359,2.8086,932152,,30,results\final_plans\p2\n3\case_077_multicore_res.json
case_077,2,4,131477,3.7674,147094,,5,results\final_plans\p2\n4\case_077_multicore_res.json
case_077,2,5,118802,4.1693,1592816,,40,results\final_plans\p2\n5\case_077_multicore_res.json
case_077,3,2,250735,1.9755,57344,0.026082004763022353,2,results\final_plans\p3\n2\case_077_multicore_res.json
case_077,3,3,175206,2.8271,932152,0.17843789096393156,30,results\final_plans\p3\n3\case_077_multicore_res.json
case_077,3,4,131477,3.7674,147094,6.60145601713914e-05,5,results\final_plans\p3\n4\case_077_multicore_res.json
case_077,3,5,114398,4.3298,1592816,0.21169619393139052,40,results\final_plans\p3\n5\case_077_multicore_res.json
case_078,1,2,1080972,2.1241,15039360,,8,results\final_plans\p1\n2\case_078_multicore_res.json
case_078,1,3,943435,2.4338,13769328,,6,results\final_plans\p1\n3\case_078_multicore_res.json
case_078,1,4,690924,3.3233,13146912,,4,results\final_plans\p1\n4\case_078_multicore_res.json
case_078,1,5,653430,3.514,11426304,,125,results\final_plans\p1\n5\case_078_multicore_res.json
case_078,2,2,1123125,2.0444,7041984,,22,results\final_plans\p2\n2\case_078_multicore_res.json
case_078,2,3,917340,2.503,6471168,,61,results\final_plans\p2\n3\case_078_multicore_res.json
case_078,2,4,551591,4.1628,10597248,,100,results\final_plans\p2\n4\case_078_multicore_res.json
case_078,2,5,486337,4.7213,11371008,,125,results\final_plans\p2\n5\case_078_multicore_res.json
case_078,3,2,1080672,2.1247,7041984,0.6277750410509031,22,results\final_plans\p3\n2\case_078_multicore_res.json
case_078,3,3,900985,2.5485,6471168,0.51772030651341,61,results\final_plans\p3\n3\case_078_multicore_res.json
case_078,3,4,530168,4.331,10597248,0.5544981691078562,100,results\final_plans\p3\n4\case_078_multicore_res.json
case_078,3,5,457569,5.0181,11371008,0.35705877827358057,125,results\final_plans\p3\n5\case_078_multicore_res.json
case_079,1,2,14723450,2.109,36765696,,18,results\final_plans\p1\n2\case_079_multicore_res.json
case_079,1,3,9817862,3.1628,36765696,,18,results\final_plans\p1\n3\case_079_multicore_res.json
case_079,1,4,7635624,4.0668,30445568,,4,results\final_plans\p1\n4\case_079_multicore_res.json
case_079,1,5,6075976,5.1107,47677440,,5,results\final_plans\p1\n5\case_079_multicore_res.json
case_079,2,2,15159240,2.0484,32612352,,38,results\final_plans\p2\n2\case_079_multicore_res.json
case_079,2,3,10072944,3.0827,32722944,,39,results\final_plans\p2\n3\case_079_multicore_res.json
case_079,2,4,7635624,4.0668,30445568,,4,results\final_plans\p2\n4\case_079_multicore_res.json
case_079,2,5,6075976,5.1107,47677440,,5,results\final_plans\p2\n5\case_079_multicore_res.json
case_079,3,2,15159240,2.0484,32612352,0.0,38,results\final_plans\p3\n2\case_079_multicore_res.json
case_079,3,3,10072944,3.0827,32722944,0.0,39,results\final_plans\p3\n3\case_079_multicore_res.json
case_079,3,4,7635624,4.0668,30445568,0.0,4,results\final_plans\p3\n4\case_079_multicore_res.json
case_079,3,5,6075472,5.1111,47677440,0.2441611149398882,5,results\final_plans\p3\n5\case_079_multicore_res.json
case_080,1,2,145926,2.002,2191360,,2,results\final_plans\p1\n2\case_080_multicore_res.json
case_080,1,3,100325,2.9119,3047424,,3,results\final_plans\p1\n3\case_080_multicore_res.json
case_080,1,4,91350,3.198,1667072,,4,results\final_plans\p1\n4\case_080_multicore_res.json
case_080,1,5,86030,3.3958,1904640,,5,results\final_plans\p1\n5\case_080_multicore_res.json
case_080,2,2,145926,2.002,2191360,,2,results\final_plans\p2\n2\case_080_multicore_res.json
case_080,2,3,100325,2.9119,3047424,,3,results\final_plans\p2\n3\case_080_multicore_res.json
case_080,2,4,89714,3.2563,2478080,,13,results\final_plans\p2\n4\case_080_multicore_res.json
case_080,2,5,82415,3.5447,2461696,,14,results\final_plans\p2\n5\case_080_multicore_res.json
case_080,3,2,145674,2.0054,2191360,0.436,2,results\final_plans\p3\n2\case_080_multicore_res.json
case_080,3,3,100325,2.9119,3047424,0.0,3,results\final_plans\p3\n3\case_080_multicore_res.json
case_080,3,4,79600,3.6701,2658304,0.43293246993524515,8,results\final_plans\p3\n4\case_080_multicore_res.json
case_080,3,5,70042,4.1709,3538944,0.4301242236024845,10,results\final_plans\p3\n5\case_080_multicore_res.json
case_081,1,2,76860,1.975,0,,2,results\final_plans\p1\n2\case_081_multicore_res.json
case_081,1,3,51943,2.9223,0,,3,results\final_plans\p1\n3\case_081_multicore_res.json
case_081,1,4,39588,3.8344,0,,4,results\final_plans\p1\n4\case_081_multicore_res.json
case_081,1,5,30943,4.9056,0,,5,results\final_plans\p1\n5\case_081_multicore_res.json
case_081,2,2,76860,1.975,0,,2,results\final_plans\p2\n2\case_081_multicore_res.json
case_081,2,3,51943,2.9223,0,,3,results\final_plans\p2\n3\case_081_multicore_res.json
case_081,2,4,39588,3.8344,0,,4,results\final_plans\p2\n4\case_081_multicore_res.json
case_081,2,5,30943,4.9056,0,,5,results\final_plans\p2\n5\case_081_multicore_res.json
case_081,3,2,76860,1.975,0,0.0,2,results\final_plans\p3\n2\case_081_multicore_res.json
case_081,3,3,51943,2.9223,0,0.0,3,results\final_plans\p3\n3\case_081_multicore_res.json
case_081,3,4,39588,3.8344,0,0.0,4,results\final_plans\p3\n4\case_081_multicore_res.json
case_081,3,5,30943,4.9056,0,0.0,5,results\final_plans\p3\n5\case_081_multicore_res.json
case_082,1,2,715513,1.0077,1072762,,9,results\final_plans\p1\n2\case_082_multicore_res.json
case_082,1,3,268232,2.6881,1738500,,30,results\final_plans\p1\n3\case_082_multicore_res.json
case_082,1,4,249866,2.8857,2698382,,40,results\final_plans\p1\n4\case_082_multicore_res.json
case_082,1,5,227315,3.172,2671100,,50,results\final_plans\p1\n5\case_082_multicore_res.json
case_082,2,2,560533,1.2863,768902,,14,results\final_plans\p2\n2\case_082_multicore_res.json
case_082,2,3,258476,2.7896,1428236,,30,results\final_plans\p2\n3\case_082_multicore_res.json
case_082,2,4,247493,2.9134,2191506,,40,results\final_plans\p2\n4\case_082_multicore_res.json
case_082,2,5,220667,3.2676,2985496,,50,results\final_plans\p2\n5\case_082_multicore_res.json
case_082,3,2,560533,1.2863,768902,0.1624034198737646,14,results\final_plans\p3\n2\case_082_multicore_res.json
case_082,3,3,258347,2.791,1428236,0.34756451196903826,30,results\final_plans\p3\n3\case_082_multicore_res.json
case_082,3,4,247025,2.9189,2191506,0.4927535643367349,40,results\final_plans\p3\n4\case_082_multicore_res.json
case_082,3,5,219803,3.2804,2932248,0.555539263320352,50,results\final_plans\p3\n5\case_082_multicore_res.json
case_083,1,2,624895,1.6931,27912000,,31,results\final_plans\p1\n2\case_083_multicore_res.json
case_083,1,3,512623,2.0639,14842752,,3,results\final_plans\p1\n3\case_083_multicore_res.json
case_083,1,4,450029,2.3509,14977600,,4,results\final_plans\p1\n4\case_083_multicore_res.json
case_083,1,5,436038,2.4264,17571424,,10,results\final_plans\p1\n5\case_083_multicore_res.json
case_083,2,2,454984,2.3253,4301664,,35,results\final_plans\p2\n2\case_083_multicore_res.json
case_083,2,3,375352,2.8187,5960896,,50,results\final_plans\p2\n3\case_083_multicore_res.json
case_083,2,4,283545,3.7313,7579936,,77,results\final_plans\p2\n4\case_083_multicore_res.json
case_083,2,5,283545,3.7313,7579936,,77,results\final_plans\p2\n5\case_083_multicore_res.json
case_083,3,2,454170,2.3295,4301664,0.21893072111412723,35,results\final_plans\p3\n2\case_083_multicore_res.json
case_083,3,3,374093,2.8282,5960896,0.2335334695084628,50,results\final_plans\p3\n3\case_083_multicore_res.json
case_083,3,4,270819,3.9066,7579936,0.4331645569620253,77,results\final_plans\p3\n4\case_083_multicore_res.json
case_083,3,5,270819,3.9066,7579936,0.4331645569620253,77,results\final_plans\p3\n5\case_083_multicore_res.json
case_084,1,2,1255052,1.9979,0,,2,results\final_plans\p1\n2\case_084_multicore_res.json
case_084,1,3,836220,2.9985,0,,3,results\final_plans\p1\n3\case_084_multicore_res.json
case_084,1,4,629028,3.9862,0,,4,results\final_plans\p1\n4\case_084_multicore_res.json
case_084,1,5,503472,4.9802,0,,5,results\final_plans\p1\n5\case_084_multicore_res.json
case_084,2,2,1255052,1.9979,0,,2,results\final_plans\p2\n2\case_084_multicore_res.json
case_084,2,3,836220,2.9985,0,,3,results\final_plans\p2\n3\case_084_multicore_res.json
case_084,2,4,629028,3.9862,0,,4,results\final_plans\p2\n4\case_084_multicore_res.json
case_084,2,5,503472,4.9802,0,,5,results\final_plans\p2\n5\case_084_multicore_res.json
case_084,3,2,1255052,1.9979,0,0.0,2,results\final_plans\p3\n2\case_084_multicore_res.json
case_084,3,3,836220,2.9985,0,0.0,3,results\final_plans\p3\n3\case_084_multicore_res.json
case_084,3,4,629028,3.9862,0,0.0,4,results\final_plans\p3\n4\case_084_multicore_res.json
case_084,3,5,503472,4.9802,0,0.0,5,results\final_plans\p3\n5\case_084_multicore_res.json
case_085,1,2,3048236,1.0458,15641984,,89,results\final_plans\p1\n2\case_085_multicore_res.json
case_085,1,3,1633063,1.9521,8690292,,84,results\final_plans\p1\n3\case_085_multicore_res.json
case_085,1,4,948232,3.3619,8025052,,112,results\final_plans\p1\n4\case_085_multicore_res.json
case_085,1,5,909962,3.5033,11301760,,140,results\final_plans\p1\n5\case_085_multicore_res.json
case_085,2,2,2700540,1.1805,11828654,,89,results\final_plans\p2\n2\case_085_multicore_res.json
case_085,2,3,1272448,2.5053,5532684,,84,results\final_plans\p2\n3\case_085_multicore_res.json
case_085,2,4,885312,3.6009,8299154,,112,results\final_plans\p2\n4\case_085_multicore_res.json
case_085,2,5,845599,3.77,9815448,,140,results\final_plans\p2\n5\case_085_multicore_res.json
case_085,3,2,2700471,1.1805,11828654,0.07757938704028915,89,results\final_plans\p3\n2\case_085_multicore_res.json
case_085,3,3,1272443,2.5053,5532684,0.3022674285162054,84,results\final_plans\p3\n3\case_085_multicore_res.json
case_085,3,4,885125,3.6016,8299154,0.4872041902676347,112,results\final_plans\p3\n4\case_085_multicore_res.json
case_085,3,5,845383,3.771,9815448,0.5965681231708895,140,results\final_plans\p3\n5\case_085_multicore_res.json
case_086,1,2,103203,1.1473,1945986,,177,results\final_plans\p1\n2\case_086_multicore_res.json
case_086,1,3,62250,1.9021,1153664,,22,results\final_plans\p1\n3\case_086_multicore_res.json
case_086,1,4,56811,2.0842,1738222,,40,results\final_plans\p1\n4\case_086_multicore_res.json
case_086,1,5,56811,2.0842,1738222,,40,results\final_plans\p1\n5\case_086_multicore_res.json
case_086,2,2,77848,1.521,537894,,177,results\final_plans\p2\n2\case_086_multicore_res.json
case_086,2,3,56588,2.0924,919116,,30,results\final_plans\p2\n3\case_086_multicore_res.json
case_086,2,4,46295,2.5576,1363698,,36,results\final_plans\p2\n4\case_086_multicore_res.json
case_086,2,5,46295,2.5576,1363698,,36,results\final_plans\p2\n5\case_086_multicore_res.json
case_086,3,2,77857,1.5208,537894,0.1951311273835086,177,results\final_plans\p3\n2\case_086_multicore_res.json
case_086,3,3,56337,2.1017,919116,0.27946149338868065,30,results\final_plans\p3\n3\case_086_multicore_res.json
case_086,3,4,44516,2.6598,1363698,0.33551089460059924,36,results\final_plans\p3\n4\case_086_multicore_res.json
case_086,3,5,44516,2.6598,1363698,0.33551089460059924,36,results\final_plans\p3\n5\case_086_multicore_res.json
case_087,1,2,1993185,1.9938,8248320,,2,results\final_plans\p1\n2\case_087_multicore_res.json
case_087,1,3,1459150,2.7236,6727680,,3,results\final_plans\p1\n3\case_087_multicore_res.json
case_087,1,4,1152694,3.4476,22261304,,100,results\final_plans\p1\n4\case_087_multicore_res.json
case_087,1,5,965586,4.1157,23677874,,119,results\final_plans\p1\n5\case_087_multicore_res.json
case_087,2,2,1993185,1.9938,8248320,,2,results\final_plans\p2\n2\case_087_multicore_res.json
case_087,2,3,1459150,2.7236,6727680,,3,results\final_plans\p2\n3\case_087_multicore_res.json
case_087,2,4,1140911,3.4832,21730796,,100,results\final_plans\p2\n4\case_087_multicore_res.json
case_087,2,5,894365,4.4435,6981120,,5,results\final_plans\p2\n5\case_087_multicore_res.json
case_087,3,2,1991129,1.9959,8248320,0.18995350040135514,2,results\final_plans\p3\n2\case_087_multicore_res.json
case_087,3,3,1456602,2.7283,6727680,0.23319904440517447,3,results\final_plans\p3\n3\case_087_multicore_res.json
case_087,3,4,1135476,3.4999,21730796,0.4707987854043634,100,results\final_plans\p3\n4\case_087_multicore_res.json
case_087,3,5,894365,4.4435,6981120,0.24219158678690003,5,results\final_plans\p3\n5\case_087_multicore_res.json
case_088,1,2,177725,1.3708,1273770,,26,results\final_plans\p1\n2\case_088_multicore_res.json
case_088,1,3,115533,2.1087,1848762,,39,results\final_plans\p1\n3\case_088_multicore_res.json
case_088,1,4,115533,2.1087,1848762,,39,results\final_plans\p1\n4\case_088_multicore_res.json
case_088,1,5,101323,2.4044,2383818,,61,results\final_plans\p1\n5\case_088_multicore_res.json
case_088,2,2,156790,1.5538,1049798,,26,results\final_plans\p2\n2\case_088_multicore_res.json
case_088,2,3,109922,2.2163,1542540,,39,results\final_plans\p2\n3\case_088_multicore_res.json
case_088,2,4,96702,2.5193,2268882,,52,results\final_plans\p2\n4\case_088_multicore_res.json
case_088,2,5,84089,2.8972,2451224,,61,results\final_plans\p2\n5\case_088_multicore_res.json
case_088,3,2,156747,1.5542,1049798,0.18805316320789262,26,results\final_plans\p3\n2\case_088_multicore_res.json
case_088,3,3,109847,2.2178,1542540,0.18654170798333272,39,results\final_plans\p3\n3\case_088_multicore_res.json
case_088,3,4,92371,2.6374,2268882,0.22787758905363653,52,results\final_plans\p3\n4\case_088_multicore_res.json
case_088,3,5,77530,3.1423,2451224,0.20174343950466964,61,results\final_plans\p3\n5\case_088_multicore_res.json
case_089,1,2,346832,1.9984,238720,,2,results\final_plans\p1\n2\case_089_multicore_res.json
case_089,1,3,243614,2.845,477440,,3,results\final_plans\p1\n3\case_089_multicore_res.json
case_089,1,4,178160,3.8903,716160,,4,results\final_plans\p1\n4\case_089_multicore_res.json
case_089,1,5,147432,4.7011,954880,,5,results\final_plans\p1\n5\case_089_multicore_res.json
case_089,2,2,338613,2.0469,1484000,,22,results\final_plans\p2\n2\case_089_multicore_res.json
case_089,2,3,243614,2.845,477440,,3,results\final_plans\p2\n3\case_089_multicore_res.json
case_089,2,4,178160,3.8903,716160,,4,results\final_plans\p2\n4\case_089_multicore_res.json
case_089,2,5,147432,4.7011,954880,,5,results\final_plans\p2\n5\case_089_multicore_res.json
case_089,3,2,338613,2.0469,1484000,0.17110443563850186,22,results\final_plans\p3\n2\case_089_multicore_res.json
case_089,3,3,243614,2.845,477440,0.0,3,results\final_plans\p3\n3\case_089_multicore_res.json
case_089,3,4,178160,3.8903,716160,0.0,4,results\final_plans\p3\n4\case_089_multicore_res.json
case_089,3,5,147432,4.7011,954880,0.0,5,results\final_plans\p3\n5\case_089_multicore_res.json
case_090,1,2,670035,1.7587,4295328,,47,results\final_plans\p1\n2\case_090_multicore_res.json
case_090,1,3,589444,1.9991,25781760,,13,results\final_plans\p1\n3\case_090_multicore_res.json
case_090,1,4,550691,2.1398,22473168,,8,results\final_plans\p1\n4\case_090_multicore_res.json
case_090,1,5,388325,3.0345,10869504,,125,results\final_plans\p1\n5\case_090_multicore_res.json
case_090,2,2,491985,2.3951,4456944,,36,results\final_plans\p2\n2\case_090_multicore_res.json
case_090,2,3,435446,2.7061,6236928,,50,results\final_plans\p2\n3\case_090_multicore_res.json
case_090,2,4,358857,3.2837,3400248,,173,results\final_plans\p2\n4\case_090_multicore_res.json
case_090,2,5,305279,3.86,10899456,,125,results\final_plans\p2\n5\case_090_multicore_res.json
case_090,3,2,478720,2.4615,4456944,0.31317235800630494,36,results\final_plans\p3\n2\case_090_multicore_res.json
case_090,3,3,403940,2.9172,6236928,0.533064208367123,50,results\final_plans\p3\n3\case_090_multicore_res.json
case_090,3,4,355731,3.3125,3400248,0.319640337587013,173,results\final_plans\p3\n4\case_090_multicore_res.json
case_090,3,5,282019,4.1783,12424320,0.5779160841059333,104,results\final_plans\p3\n5\case_090_multicore_res.json
case_091,1,2,4592279,2.0005,61042308,,17,results\final_plans\p1\n2\case_091_multicore_res.json
case_091,1,3,3078955,2.9837,68036740,,18,results\final_plans\p1\n3\case_091_multicore_res.json
case_091,1,4,2321866,3.9566,69020832,,4,results\final_plans\p1\n4\case_091_multicore_res.json
case_091,1,5,1898042,4.8401,73166848,,5,results\final_plans\p1\n5\case_091_multicore_res.json
case_091,2,2,4571759,2.0095,57904096,,2,results\final_plans\p2\n2\case_091_multicore_res.json
case_091,2,3,3074692,2.9879,60897408,,509,results\final_plans\p2\n3\case_091_multicore_res.json
case_091,2,4,2321866,3.9566,69020832,,4,results\final_plans\p2\n4\case_091_multicore_res.json
case_091,2,5,1898042,4.8401,73166848,,5,results\final_plans\p2\n5\case_091_multicore_res.json
case_091,3,2,4563996,2.0129,52114560,0.33864863980096244,509,results\final_plans\p3\n2\case_091_multicore_res.json
case_091,3,3,3069257,2.9932,60897408,0.43532290854009237,509,results\final_plans\p3\n3\case_091_multicore_res.json
case_091,3,4,2317037,3.9649,69020832,0.2878781910948986,4,results\final_plans\p3\n4\case_091_multicore_res.json
case_091,3,5,1884651,4.8745,73166848,0.31283685255253135,5,results\final_plans\p3\n5\case_091_multicore_res.json
case_092,1,2,2200120,2.1888,16871008,,25,results\final_plans\p1\n2\case_092_multicore_res.json
case_092,1,3,2200120,2.1888,16871008,,25,results\final_plans\p1\n3\case_092_multicore_res.json
case_092,1,4,1925185,2.5013,23214496,,65,results\final_plans\p1\n4\case_092_multicore_res.json
case_092,1,5,1649555,2.9193,68973984,,10,results\final_plans\p1\n5\case_092_multicore_res.json
case_092,2,2,1962822,2.4534,16696160,,25,results\final_plans\p2\n2\case_092_multicore_res.json
case_092,2,3,1848641,2.6049,20046016,,49,results\final_plans\p2\n3\case_092_multicore_res.json
case_092,2,4,1253013,3.8432,22374688,,65,results\final_plans\p2\n4\case_092_multicore_res.json
case_092,2,5,1143006,4.2131,26932608,,88,results\final_plans\p2\n5\case_092_multicore_res.json
case_092,3,2,1963003,2.4532,16696160,0.06852968913044691,25,results\final_plans\p3\n2\case_092_multicore_res.json
case_092,3,3,1599314,3.011,66260896,0.7707775387033519,12,results\final_plans\p3\n3\case_092_multicore_res.json
case_092,3,4,1252029,3.8462,22374688,0.11268042804415578,65,results\final_plans\p3\n4\case_092_multicore_res.json
case_092,3,5,1119024,4.3034,67088000,0.7779752184962674,20,results\final_plans\p3\n5\case_092_multicore_res.json
case_093,1,2,37827,1.9617,8192,,2,results\final_plans\p1\n2\case_093_multicore_res.json
case_093,1,3,25103,2.956,16384,,3,results\final_plans\p1\n3\case_093_multicore_res.json
case_093,1,4,19779,3.7517,24576,,4,results\final_plans\p1\n4\case_093_multicore_res.json
case_093,1,5,15876,4.674,32768,,5,results\final_plans\p1\n5\case_093_multicore_res.json
case_093,2,2,37827,1.9617,8192,,2,results\final_plans\p2\n2\case_093_multicore_res.json
case_093,2,3,25103,2.956,16384,,3,results\final_plans\p2\n3\case_093_multicore_res.json
case_093,2,4,19779,3.7517,24576,,4,results\final_plans\p2\n4\case_093_multicore_res.json
case_093,2,5,15876,4.674,32768,,5,results\final_plans\p2\n5\case_093_multicore_res.json
case_093,3,2,37827,1.9617,8192,0.0,2,results\final_plans\p3\n2\case_093_multicore_res.json
case_093,3,3,25103,2.956,16384,0.0,3,results\final_plans\p3\n3\case_093_multicore_res.json
case_093,3,4,19779,3.7517,24576,0.0,4,results\final_plans\p3\n4\case_093_multicore_res.json
case_093,3,5,15876,4.674,32768,0.0,5,results\final_plans\p3\n5\case_093_multicore_res.json
case_094,1,2,47453,1.9997,106272,,2,results\final_plans\p1\n2\case_094_multicore_res.json
