case,problem,num_cores,makespan,speedup,added_copy_bytes,cache_hit_rate,n_subgraphs,plan
case_024,1,5,2053364,1.2445,67770326,,980,results\final_plans\p1\n5\case_024_multicore_res.json
case_024,2,2,2555343,1.0,0,,1,results\final_plans\p2\n2\case_024_multicore_res.json
case_024,2,3,2159403,1.1834,22415452,,474,results\final_plans\p2\n3\case_024_multicore_res.json
case_024,2,4,2006540,1.2735,29037088,,763,results\final_plans\p2\n4\case_024_multicore_res.json
case_024,2,5,1579198,1.6181,30282428,,992,results\final_plans\p2\n5\case_024_multicore_res.json
case_024,3,2,2555343,1.0,0,0.0,1,results\final_plans\p3\n2\case_024_multicore_res.json
case_024,3,3,2159126,1.1835,22415452,0.027869619683560647,474,results\final_plans\p3\n3\case_024_multicore_res.json
case_024,3,4,2003351,1.2755,29037088,0.06383990942188936,763,results\final_plans\p3\n4\case_024_multicore_res.json
case_024,3,5,1577373,1.62,30282428,0.08636480107484519,992,results\final_plans\p3\n5\case_024_multicore_res.json
case_025,1,2,2431840,1.9997,27648,,2,results\final_plans\p1\n2\case_025_multicore_res.json
case_025,1,3,1622164,2.9979,55296,,3,results\final_plans\p1\n3\case_025_multicore_res.json
case_025,1,4,1217444,3.9945,82944,,4,results\final_plans\p1\n4\case_025_multicore_res.json
case_025,1,5,975282,4.9863,110592,,5,results\final_plans\p1\n5\case_025_multicore_res.json
case_025,2,2,2431840,1.9997,27648,,2,results\final_plans\p2\n2\case_025_multicore_res.json
case_025,2,3,1622164,2.9979,55296,,3,results\final_plans\p2\n3\case_025_multicore_res.json
case_025,2,4,1217444,3.9945,82944,,4,results\final_plans\p2\n4\case_025_multicore_res.json
case_025,2,5,975282,4.9863,110592,,5,results\final_plans\p2\n5\case_025_multicore_res.json
case_025,3,2,2431840,1.9997,27648,0.0,2,results\final_plans\p3\n2\case_025_multicore_res.json
case_025,3,3,1622164,2.9979,55296,0.0,3,results\final_plans\p3\n3\case_025_multicore_res.json
case_025,3,4,1217444,3.9945,82944,0.0,4,results\final_plans\p3\n4\case_025_multicore_res.json
case_025,3,5,975282,4.9863,110592,0.0,5,results\final_plans\p3\n5\case_025_multicore_res.json
case_026,1,2,58472,1.6966,185780,,3,results\final_plans\p1\n2\case_026_multicore_res.json
case_026,1,3,57920,1.7128,770240,,7,results\final_plans\p1\n3\case_026_multicore_res.json
case_026,1,4,46327,2.1414,445288,,6,results\final_plans\p1\n4\case_026_multicore_res.json
case_026,1,5,45904,2.1611,447736,,7,results\final_plans\p1\n5\case_026_multicore_res.json
case_026,2,2,55887,1.7751,243124,,4,results\final_plans\p2\n2\case_026_multicore_res.json
case_026,2,3,41670,2.3807,0,,3,results\final_plans\p2\n3\case_026_multicore_res.json
case_026,2,4,41670,2.3807,0,,3,results\final_plans\p2\n4\case_026_multicore_res.json
case_026,2,5,41670,2.3807,0,,3,results\final_plans\p2\n5\case_026_multicore_res.json
case_026,3,2,55887,1.7751,243124,0.2641354914294164,4,results\final_plans\p3\n2\case_026_multicore_res.json
case_026,3,3,41670,2.3807,0,0.0,3,results\final_plans\p3\n3\case_026_multicore_res.json
case_026,3,4,41670,2.3807,0,0.0,3,results\final_plans\p3\n4\case_026_multicore_res.json
case_026,3,5,41670,2.3807,0,0.0,3,results\final_plans\p3\n5\case_026_multicore_res.json
case_027,1,2,1119508,2.1116,3317760,,8,results\final_plans\p1\n2\case_027_multicore_res.json
case_027,1,3,793160,2.9804,6346752,,6,results\final_plans\p1\n3\case_027_multicore_res.json
case_027,1,4,559196,4.2274,2211840,,4,results\final_plans\p1\n4\case_027_multicore_res.json
case_027,1,5,520248,4.5439,12343296,,10,results\final_plans\p1\n5\case_027_multicore_res.json
case_027,2,2,1120962,2.1089,1744896,,2,results\final_plans\p2\n2\case_027_multicore_res.json
case_027,2,3,764163,3.0935,6107136,,6,results\final_plans\p2\n3\case_027_multicore_res.json
case_027,2,4,559196,4.2274,2211840,,4,results\final_plans\p2\n4\case_027_multicore_res.json
case_027,2,5,487450,4.8496,12023808,,10,results\final_plans\p2\n5\case_027_multicore_res.json
case_027,3,2,1120962,2.1089,1744896,0.08904109589041095,2,results\final_plans\p3\n2\case_027_multicore_res.json
case_027,3,3,763896,3.0946,6107136,0.31640625,6,results\final_plans\p3\n3\case_027_multicore_res.json
case_027,3,4,559196,4.2274,2211840,0.0,4,results\final_plans\p3\n4\case_027_multicore_res.json
case_027,3,5,487450,4.8496,12023808,0.2964964964964965,10,results\final_plans\p3\n5\case_027_multicore_res.json
case_028,1,2,20808437,2.1066,326568960,,153,results\final_plans\p1\n2\case_028_multicore_res.json
case_028,1,3,14792144,2.9635,326568960,,153,results\final_plans\p1\n3\case_028_multicore_res.json
case_028,1,4,12041229,3.6405,326568960,,153,results\final_plans\p1\n4\case_028_multicore_res.json
case_028,1,5,10194624,4.2999,326568960,,153,results\final_plans\p1\n5\case_028_multicore_res.json
case_028,2,2,21471382,2.0416,60749376,,36,results\final_plans\p2\n2\case_028_multicore_res.json
case_028,2,3,16274796,2.6935,276875448,,12,results\final_plans\p2\n3\case_028_multicore_res.json
case_028,2,4,12477300,3.5133,276895752,,16,results\final_plans\p2\n4\case_028_multicore_res.json
case_028,2,5,9621469,4.5561,94516224,,104,results\final_plans\p2\n5\case_028_multicore_res.json
case_028,3,2,21471382,2.0416,60749376,0.5253179612886046,36,results\final_plans\p3\n2\case_028_multicore_res.json
case_028,3,3,16222230,2.7022,276875448,0.09270347257076789,12,results\final_plans\p3\n3\case_028_multicore_res.json
case_028,3,4,12458506,3.5186,276895752,0.16505890804659767,16,results\final_plans\p3\n4\case_028_multicore_res.json
case_028,3,5,9476283,4.6259,94516224,0.4192826013742768,104,results\final_plans\p3\n5\case_028_multicore_res.json
case_029,1,2,19740,1.9025,0,,2,results\final_plans\p1\n2\case_029_multicore_res.json
case_029,1,3,12743,2.9471,0,,3,results\final_plans\p1\n3\case_029_multicore_res.json
case_029,1,4,11028,3.4054,0,,4,results\final_plans\p1\n4\case_029_multicore_res.json
case_029,1,5,9383,4.0025,0,,5,results\final_plans\p1\n5\case_029_multicore_res.json
case_029,2,2,19737,1.9028,16400,,4,results\final_plans\p2\n2\case_029_multicore_res.json
case_029,2,3,12743,2.9471,0,,3,results\final_plans\p2\n3\case_029_multicore_res.json
case_029,2,4,11028,3.4054,0,,4,results\final_plans\p2\n4\case_029_multicore_res.json
case_029,2,5,9383,4.0025,0,,5,results\final_plans\p2\n5\case_029_multicore_res.json
case_029,3,2,19737,1.9028,16400,0.04509754987595238,4,results\final_plans\p3\n2\case_029_multicore_res.json
case_029,3,3,12743,2.9471,0,0.0,3,results\final_plans\p3\n3\case_029_multicore_res.json
case_029,3,4,10970,3.4234,490010,0.638307772533394,12,results\final_plans\p3\n4\case_029_multicore_res.json
case_029,3,5,9342,4.02,112734,0.19406019052869128,10,results\final_plans\p3\n5\case_029_multicore_res.json
case_030,1,2,1396147,2.0113,7126016,,6,results\final_plans\p1\n2\case_030_multicore_res.json
case_030,1,3,931329,3.0151,9363456,,3,results\final_plans\p1\n3\case_030_multicore_res.json
case_030,1,4,701262,4.0043,10560000,,4,results\final_plans\p1\n4\case_030_multicore_res.json
case_030,1,5,561417,5.0017,11588608,,5,results\final_plans\p1\n5\case_030_multicore_res.json
case_030,2,2,1399993,2.0057,7834624,,3,results\final_plans\p2\n2\case_030_multicore_res.json
case_030,2,3,931329,3.0151,9363456,,3,results\final_plans\p2\n3\case_030_multicore_res.json
case_030,2,4,699599,4.0138,8380416,,486,results\final_plans\p2\n4\case_030_multicore_res.json
case_030,2,5,561417,5.0017,11588608,,5,results\final_plans\p2\n5\case_030_multicore_res.json
case_030,3,2,1399744,2.0061,7834624,0.44352728004831893,3,results\final_plans\p3\n2\case_030_multicore_res.json
case_030,3,3,931340,3.015,9363456,0.5442905670237784,3,results\final_plans\p3\n3\case_030_multicore_res.json
case_030,3,4,699009,4.0172,8838144,0.6505474452554745,24,results\final_plans\p3\n4\case_030_multicore_res.json
case_030,3,5,560550,5.0094,11588608,0.5941848542551633,5,results\final_plans\p3\n5\case_030_multicore_res.json
case_031,1,2,711725,1.9872,4032000,,2,results\final_plans\p1\n2\case_031_multicore_res.json
case_031,1,3,475188,2.9764,5121536,,6,results\final_plans\p1\n3\case_031_multicore_res.json
case_031,1,4,362001,3.9071,5401088,,8,results\final_plans\p1\n4\case_031_multicore_res.json
case_031,1,5,293958,4.8115,4816896,,5,results\final_plans\p1\n5\case_031_multicore_res.json
case_031,2,2,711625,1.9875,4581888,,4,results\final_plans\p2\n2\case_031_multicore_res.json
case_031,2,3,478206,2.9577,4969984,,6,results\final_plans\p2\n3\case_031_multicore_res.json
case_031,2,4,360302,3.9255,5298688,,8,results\final_plans\p2\n4\case_031_multicore_res.json
case_031,2,5,293958,4.8115,4816896,,5,results\final_plans\p2\n5\case_031_multicore_res.json
case_031,3,2,710284,1.9913,4032000,0.3394764525915179,2,results\final_plans\p3\n2\case_031_multicore_res.json
case_031,3,3,478086,2.9584,4969984,0.30506858746888404,6,results\final_plans\p3\n3\case_031_multicore_res.json
case_031,3,4,360132,3.9274,5298688,0.31540338404476326,8,results\final_plans\p3\n4\case_031_multicore_res.json
case_031,3,5,293738,4.8151,4816896,0.32116469733990927,5,results\final_plans\p3\n5\case_031_multicore_res.json
case_032,1,2,22538,1.8388,127086,,4,results\final_plans\p1\n2\case_032_multicore_res.json
case_032,1,3,19978,2.0744,209088,,7,results\final_plans\p1\n3\case_032_multicore_res.json
case_032,1,4,17735,2.3368,267502,,11,results\final_plans\p1\n4\case_032_multicore_res.json
case_032,1,5,11904,3.4814,127130,,10,results\final_plans\p1\n5\case_032_multicore_res.json
case_032,2,2,21219,1.9531,127132,,6,results\final_plans\p2\n2\case_032_multicore_res.json
case_032,2,3,13861,2.9899,205008,,9,results\final_plans\p2\n3\case_032_multicore_res.json
case_032,2,4,11276,3.6753,0,,4,results\final_plans\p2\n4\case_032_multicore_res.json
case_032,2,5,10350,4.0042,0,,5,results\final_plans\p2\n5\case_032_multicore_res.json
case_032,3,2,21219,1.9531,127132,0.29120027123646935,6,results\final_plans\p3\n2\case_032_multicore_res.json
case_032,3,3,13860,2.9901,205008,0.4232714172395558,9,results\final_plans\p3\n3\case_032_multicore_res.json
case_032,3,4,11276,3.6753,0,0.0,4,results\final_plans\p3\n4\case_032_multicore_res.json
case_032,3,5,10350,4.0042,0,0.0,5,results\final_plans\p3\n5\case_032_multicore_res.json
case_033,1,2,893844,1.9849,4953600,,2,results\final_plans\p1\n2\case_033_multicore_res.json
case_033,1,3,589568,3.0093,7086144,,3,results\final_plans\p1\n3\case_033_multicore_res.json
case_033,1,4,446802,3.9709,7344224,,4,results\final_plans\p1\n4\case_033_multicore_res.json
case_033,1,5,357201,4.9669,8111232,,5,results\final_plans\p1\n5\case_033_multicore_res.json
case_033,2,2,893844,1.9849,4953600,,2,results\final_plans\p2\n2\case_033_multicore_res.json
case_033,2,3,589568,3.0093,7086144,,3,results\final_plans\p2\n3\case_033_multicore_res.json
case_033,2,4,446802,3.9709,7344224,,4,results\final_plans\p2\n4\case_033_multicore_res.json
case_033,2,5,357201,4.9669,8111232,,5,results\final_plans\p2\n5\case_033_multicore_res.json
case_033,3,2,893649,1.9853,6224928,0.31153880586796895,2,results\final_plans\p3\n2\case_033_multicore_res.json
case_033,3,3,588351,3.0155,7086144,0.3500813960015718,3,results\final_plans\p3\n3\case_033_multicore_res.json
case_033,3,4,445198,3.9852,7344224,0.36927574750830566,4,results\final_plans\p3\n4\case_033_multicore_res.json
case_033,3,5,356085,4.9825,8111232,0.3682920692358373,5,results\final_plans\p3\n5\case_033_multicore_res.json
case_034,1,2,418733,2.0132,1864192,,2,results\final_plans\p1\n2\case_034_multicore_res.json
case_034,1,3,278567,3.0262,2647040,,3,results\final_plans\p1\n3\case_034_multicore_res.json
case_034,1,4,218066,3.8658,3101184,,4,results\final_plans\p1\n4\case_034_multicore_res.json
case_034,1,5,180411,4.6726,3532800,,5,results\final_plans\p1\n5\case_034_multicore_res.json
case_034,2,2,412272,2.0448,1238528,,155,results\final_plans\p2\n2\case_034_multicore_res.json
case_034,2,3,272649,3.0919,2328576,,155,results\final_plans\p2\n3\case_034_multicore_res.json
case_034,2,4,209623,4.0215,3019264,,155,results\final_plans\p2\n4\case_034_multicore_res.json
case_034,2,5,165143,5.1046,3508224,,155,results\final_plans\p2\n5\case_034_multicore_res.json
case_034,3,2,412214,2.045,1238528,0.3502571541606224,155,results\final_plans\p3\n2\case_034_multicore_res.json
case_034,3,3,272476,3.0938,2328576,0.503272171784679,155,results\final_plans\p3\n3\case_034_multicore_res.json
case_034,3,4,208260,4.0478,3019264,0.5568065506653019,155,results\final_plans\p3\n4\case_034_multicore_res.json
case_034,3,5,164813,5.1149,3508224,0.5755812507083367,155,results\final_plans\p3\n5\case_034_multicore_res.json
case_035,1,2,115014,1.4744,153406,,5,results\final_plans\p1\n2\case_035_multicore_res.json
case_035,1,3,106705,1.5892,205126,,7,results\final_plans\p1\n3\case_035_multicore_res.json
case_035,1,4,106705,1.5892,205126,,7,results\final_plans\p1\n4\case_035_multicore_res.json
case_035,1,5,92181,1.8395,1174610,,90,results\final_plans\p1\n5\case_035_multicore_res.json
case_035,2,2,95406,1.7774,0,,2,results\final_plans\p2\n2\case_035_multicore_res.json
case_035,2,3,81153,2.0895,762436,,75,results\final_plans\p2\n3\case_035_multicore_res.json
case_035,2,4,78073,2.172,1128234,,100,results\final_plans\p2\n4\case_035_multicore_res.json
case_035,2,5,69270,2.448,1160968,,100,results\final_plans\p2\n5\case_035_multicore_res.json
case_035,3,2,95406,1.7774,0,0.0,2,results\final_plans\p3\n2\case_035_multicore_res.json
case_035,3,3,80774,2.0993,762436,0.4249806741783598,75,results\final_plans\p3\n3\case_035_multicore_res.json
case_035,3,4,77573,2.186,1128234,0.5540719124277244,100,results\final_plans\p3\n4\case_035_multicore_res.json
case_035,3,5,68075,2.4909,1160968,0.5488081591818238,100,results\final_plans\p3\n5\case_035_multicore_res.json
case_036,1,2,466068,1.9987,1152,,2,results\final_plans\p1\n2\case_036_multicore_res.json
case_036,1,3,311345,2.9919,2304,,3,results\final_plans\p1\n3\case_036_multicore_res.json
case_036,1,4,233584,3.9879,3456,,4,results\final_plans\p1\n4\case_036_multicore_res.json
case_036,1,5,187182,4.9765,4608,,5,results\final_plans\p1\n5\case_036_multicore_res.json
case_036,2,2,466068,1.9987,1152,,2,results\final_plans\p2\n2\case_036_multicore_res.json
case_036,2,3,311345,2.9919,2304,,3,results\final_plans\p2\n3\case_036_multicore_res.json
case_036,2,4,233584,3.9879,3456,,4,results\final_plans\p2\n4\case_036_multicore_res.json
case_036,2,5,187182,4.9765,4608,,5,results\final_plans\p2\n5\case_036_multicore_res.json
case_036,3,2,466068,1.9987,1152,0.0,2,results\final_plans\p3\n2\case_036_multicore_res.json
case_036,3,3,311345,2.9919,2304,0.0,3,results\final_plans\p3\n3\case_036_multicore_res.json
case_036,3,4,233584,3.9879,3456,0.0,4,results\final_plans\p3\n4\case_036_multicore_res.json
case_036,3,5,187182,4.9765,4608,0.0,5,results\final_plans\p3\n5\case_036_multicore_res.json
case_037,1,2,105374,1.9929,204800,,2,results\final_plans\p1\n2\case_037_multicore_res.json
case_037,1,3,74038,2.8364,737280,,3,results\final_plans\p1\n3\case_037_multicore_res.json
case_037,1,4,53320,3.9385,614400,,4,results\final_plans\p1\n4\case_037_multicore_res.json
case_037,1,5,43013,4.8823,1310720,,5,results\final_plans\p1\n5\case_037_multicore_res.json
case_037,2,2,105374,1.9929,204800,,2,results\final_plans\p2\n2\case_037_multicore_res.json
case_037,2,3,72874,2.8817,1003520,,6,results\final_plans\p2\n3\case_037_multicore_res.json
case_037,2,4,53320,3.9385,614400,,4,results\final_plans\p2\n4\case_037_multicore_res.json
case_037,2,5,43013,4.8823,1310720,,5,results\final_plans\p2\n5\case_037_multicore_res.json
case_037,3,2,105374,1.9929,204800,0.0,2,results\final_plans\p3\n2\case_037_multicore_res.json
case_037,3,3,72874,2.8817,1003520,0.5256410256410257,6,results\final_plans\p3\n3\case_037_multicore_res.json
case_037,3,4,53320,3.9385,614400,0.0,4,results\final_plans\p3\n4\case_037_multicore_res.json
case_037,3,5,43013,4.8823,1310720,0.0,5,results\final_plans\p3\n5\case_037_multicore_res.json
case_038,1,2,679097,2.0094,5607936,,2,results\final_plans\p1\n2\case_038_multicore_res.json
case_038,1,3,459298,2.971,6934020,,6,results\final_plans\p1\n3\case_038_multicore_res.json
case_038,1,4,342469,3.9845,7945216,,8,results\final_plans\p1\n4\case_038_multicore_res.json
case_038,1,5,275584,4.9515,9409536,,5,results\final_plans\p1\n5\case_038_multicore_res.json
case_038,2,2,679097,2.0094,5607936,,2,results\final_plans\p2\n2\case_038_multicore_res.json
case_038,2,3,458108,2.9787,7012352,,6,results\final_plans\p2\n3\case_038_multicore_res.json
case_038,2,4,339997,4.0134,7758336,,8,results\final_plans\p2\n4\case_038_multicore_res.json
case_038,2,5,275584,4.9515,9409536,,5,results\final_plans\p2\n5\case_038_multicore_res.json
case_038,3,2,678831,2.0102,5607936,0.1910301790836521,2,results\final_plans\p3\n2\case_038_multicore_res.json
case_038,3,3,456400,2.9898,7012352,0.28900427803466344,6,results\final_plans\p3\n3\case_038_multicore_res.json
case_038,3,4,339825,4.0155,7758336,0.2603821160078536,8,results\final_plans\p3\n4\case_038_multicore_res.json
case_038,3,5,271662,5.023,9409536,0.39381575382975575,5,results\final_plans\p3\n5\case_038_multicore_res.json
case_039,1,2,692660,2.0721,9805824,,10,results\final_plans\p1\n2\case_039_multicore_res.json
case_039,1,3,484854,2.9602,10346496,,6,results\final_plans\p1\n3\case_039_multicore_res.json
case_039,1,4,379863,3.7784,11517952,,8,results\final_plans\p1\n4\case_039_multicore_res.json
case_039,1,5,326287,4.3988,12304384,,10,results\final_plans\p1\n5\case_039_multicore_res.json
case_039,2,2,708561,2.0256,11067392,,2,results\final_plans\p2\n2\case_039_multicore_res.json
case_039,2,3,482923,2.972,10113024,,6,results\final_plans\p2\n3\case_039_multicore_res.json
case_039,2,4,374421,3.8333,10510336,,8,results\final_plans\p2\n4\case_039_multicore_res.json
case_039,2,5,311816,4.6029,11489280,,10,results\final_plans\p2\n5\case_039_multicore_res.json
case_039,3,2,705615,2.0341,11067392,0.3701716738197425,2,results\final_plans\p3\n2\case_039_multicore_res.json
case_039,3,3,481303,2.982,10113024,0.2009251228678809,6,results\final_plans\p3\n3\case_039_multicore_res.json
case_039,3,4,351769,4.0801,17899520,0.46506874767744333,6,results\final_plans\p3\n4\case_039_multicore_res.json
case_039,3,5,302347,4.7471,11489280,0.2291889007470651,10,results\final_plans\p3\n5\case_039_multicore_res.json
case_040,1,2,205478,1.2335,270868,,3,results\final_plans\p1\n2\case_040_multicore_res.json
case_040,1,3,143249,1.7693,750764,,9,results\final_plans\p1\n3\case_040_multicore_res.json
case_040,1,4,110202,2.2999,0,,4,results\final_plans\p1\n4\case_040_multicore_res.json
case_040,1,5,110202,2.2999,0,,4,results\final_plans\p1\n5\case_040_multicore_res.json
case_040,2,2,128421,1.9736,0,,2,results\final_plans\p2\n2\case_040_multicore_res.json
case_040,2,3,110105,2.3019,0,,3,results\final_plans\p2\n3\case_040_multicore_res.json
case_040,2,4,110105,2.3019,0,,3,results\final_plans\p2\n4\case_040_multicore_res.json
case_040,2,5,110105,2.3019,0,,3,results\final_plans\p2\n5\case_040_multicore_res.json
case_040,3,2,128421,1.9736,0,0.0,2,results\final_plans\p3\n2\case_040_multicore_res.json
case_040,3,3,110105,2.3019,0,0.0,3,results\final_plans\p3\n3\case_040_multicore_res.json
case_040,3,4,110105,2.3019,0,0.0,3,results\final_plans\p3\n4\case_040_multicore_res.json
case_040,3,5,110105,2.3019,0,0.0,3,results\final_plans\p3\n5\case_040_multicore_res.json
case_041,1,2,2986534,2.0103,33595392,,2,results\final_plans\p1\n2\case_041_multicore_res.json
case_041,1,3,1994174,3.0107,35017728,,3,results\final_plans\p1\n3\case_041_multicore_res.json
case_041,1,4,1496957,4.0108,38879232,,4,results\final_plans\p1\n4\case_041_multicore_res.json
case_041,1,5,1192316,5.0355,37172224,,10,results\final_plans\p1\n5\case_041_multicore_res.json
case_041,2,2,2986534,2.0103,33595392,,2,results\final_plans\p2\n2\case_041_multicore_res.json
case_041,2,3,1994174,3.0107,35017728,,3,results\final_plans\p2\n3\case_041_multicore_res.json
case_041,2,4,1496957,4.0108,38879232,,4,results\final_plans\p2\n4\case_041_multicore_res.json
case_041,2,5,1193573,5.0302,40452096,,5,results\final_plans\p2\n5\case_041_multicore_res.json
case_041,3,2,2981380,2.0138,33595392,0.1996493185622061,2,results\final_plans\p3\n2\case_041_multicore_res.json
case_041,3,3,1990580,3.0162,35017728,0.2665641813989239,3,results\final_plans\p3\n3\case_041_multicore_res.json
case_041,3,4,1493320,4.0205,38879232,0.3304829326417607,4,results\final_plans\p3\n4\case_041_multicore_res.json
case_041,3,5,1191841,5.0375,40452096,0.3262737668313147,5,results\final_plans\p3\n5\case_041_multicore_res.json
case_042,1,2,842623,2.0018,7265568,,2,results\final_plans\p1\n2\case_042_multicore_res.json
case_042,1,3,575665,2.9301,7684096,,6,results\final_plans\p1\n3\case_042_multicore_res.json
case_042,1,4,434592,3.8812,8503584,,4,results\final_plans\p1\n4\case_042_multicore_res.json
case_042,1,5,351352,4.8007,9736192,,9,results\final_plans\p1\n5\case_042_multicore_res.json
case_042,2,2,842623,2.0018,7265568,,2,results\final_plans\p2\n2\case_042_multicore_res.json
case_042,2,3,571713,2.9503,7746560,,6,results\final_plans\p2\n3\case_042_multicore_res.json
case_042,2,4,434592,3.8812,8503584,,4,results\final_plans\p2\n4\case_042_multicore_res.json
case_042,2,5,343502,4.9104,9689088,,9,results\final_plans\p2\n5\case_042_multicore_res.json
case_042,3,2,840543,2.0067,7265568,0.356046256604526,2,results\final_plans\p3\n2\case_042_multicore_res.json
case_042,3,3,569525,2.9617,7746560,0.33910267952138545,6,results\final_plans\p3\n3\case_042_multicore_res.json
case_042,3,4,428924,3.9325,8925184,0.3569512814120912,8,results\final_plans\p3\n4\case_042_multicore_res.json
case_042,3,5,342039,4.9314,9689088,0.38515546639919757,9,results\final_plans\p3\n5\case_042_multicore_res.json
case_043,1,2,415881,1.6294,2796628,,26,results\final_plans\p1\n2\case_043_multicore_res.json
case_043,1,3,301895,2.2447,1710506,,8,results\final_plans\p1\n3\case_043_multicore_res.json
case_043,1,4,242816,2.7908,4154484,,52,results\final_plans\p1\n4\case_043_multicore_res.json
case_043,1,5,208601,3.2486,5033556,,65,results\final_plans\p1\n5\case_043_multicore_res.json
case_043,2,2,355614,1.9056,556040,,2,results\final_plans\p2\n2\case_043_multicore_res.json
case_043,2,3,291682,2.3233,3085000,,30,results\final_plans\p2\n3\case_043_multicore_res.json
case_043,2,4,213633,3.1721,4132756,,52,results\final_plans\p2\n4\case_043_multicore_res.json
case_043,2,5,200089,3.3868,5217408,,65,results\final_plans\p2\n5\case_043_multicore_res.json
case_043,3,2,355614,1.9056,556040,0.279830420446173,2,results\final_plans\p3\n2\case_043_multicore_res.json
case_043,3,3,290216,2.335,3085000,0.46757188412787737,30,results\final_plans\p3\n3\case_043_multicore_res.json
case_043,3,4,212524,3.1886,4132756,0.5154209630432725,52,results\final_plans\p3\n4\case_043_multicore_res.json
case_043,3,5,191454,3.5395,5300576,0.5977880234429158,65,results\final_plans\p3\n5\case_043_multicore_res.json
case_044,1,2,96401,1.6017,1283040,,35,results\final_plans\p1\n2\case_044_multicore_res.json
case_044,1,3,96401,1.6017,1283040,,35,results\final_plans\p1\n3\case_044_multicore_res.json
case_044,1,4,96401,1.6017,1283040,,35,results\final_plans\p1\n4\case_044_multicore_res.json
case_044,1,5,96401,1.6017,1283040,,35,results\final_plans\p1\n5\case_044_multicore_res.json
case_044,2,2,59240,2.6065,1123424,,35,results\final_plans\p2\n2\case_044_multicore_res.json
case_044,2,3,52395,2.947,752832,,30,results\final_plans\p2\n3\case_044_multicore_res.json
case_044,2,4,52395,2.947,752832,,30,results\final_plans\p2\n4\case_044_multicore_res.json
case_044,2,5,52395,2.947,752832,,30,results\final_plans\p2\n5\case_044_multicore_res.json
case_044,3,2,52745,2.9274,1123424,0.4305228606478565,35,results\final_plans\p3\n2\case_044_multicore_res.json
case_044,3,3,50526,3.056,752832,0.37630236122698435,30,results\final_plans\p3\n3\case_044_multicore_res.json
case_044,3,4,49970,3.09,3369504,0.7546612096407458,43,results\final_plans\p3\n4\case_044_multicore_res.json
case_044,3,5,49970,3.09,3369504,0.7546612096407458,43,results\final_plans\p3\n5\case_044_multicore_res.json
case_045,1,2,63059,1.992,0,,2,results\final_plans\p1\n2\case_045_multicore_res.json
case_045,1,3,42601,2.9486,0,,3,results\final_plans\p1\n3\case_045_multicore_res.json
case_045,1,4,31878,3.9405,0,,4,results\final_plans\p1\n4\case_045_multicore_res.json
case_045,1,5,26088,4.815,0,,5,results\final_plans\p1\n5\case_045_multicore_res.json
case_045,2,2,63059,1.992,0,,2,results\final_plans\p2\n2\case_045_multicore_res.json
case_045,2,3,42601,2.9486,0,,3,results\final_plans\p2\n3\case_045_multicore_res.json
case_045,2,4,31878,3.9405,0,,4,results\final_plans\p2\n4\case_045_multicore_res.json
case_045,2,5,26088,4.815,0,,5,results\final_plans\p2\n5\case_045_multicore_res.json
case_045,3,2,63059,1.992,0,0.0,2,results\final_plans\p3\n2\case_045_multicore_res.json
case_045,3,3,42601,2.9486,0,0.0,3,results\final_plans\p3\n3\case_045_multicore_res.json
case_045,3,4,31878,3.9405,0,0.0,4,results\final_plans\p3\n4\case_045_multicore_res.json
case_045,3,5,26088,4.815,0,0.0,5,results\final_plans\p3\n5\case_045_multicore_res.json
case_046,1,2,151992,1.8189,1819232,,25,results\final_plans\p1\n2\case_046_multicore_res.json
case_046,1,3,142176,1.9445,4021280,,3,results\final_plans\p1\n3\case_046_multicore_res.json
case_046,1,4,124612,2.2185,4513952,,4,results\final_plans\p1\n4\case_046_multicore_res.json
case_046,1,5,124612,2.2185,4513952,,4,results\final_plans\p1\n5\case_046_multicore_res.json
case_046,2,2,122169,2.2629,1603488,,53,results\final_plans\p2\n2\case_046_multicore_res.json
case_046,2,3,105663,2.6164,2064576,,46,results\final_plans\p2\n3\case_046_multicore_res.json
case_046,2,4,96019,2.8792,2482208,,35,results\final_plans\p2\n4\case_046_multicore_res.json
case_046,2,5,96019,2.8792,2482208,,35,results\final_plans\p2\n5\case_046_multicore_res.json
case_046,3,2,117249,2.3578,1652576,0.18896543902923083,25,results\final_plans\p3\n2\case_046_multicore_res.json
case_046,3,3,102704,2.6918,2064576,0.3825620286648099,46,results\final_plans\p3\n3\case_046_multicore_res.json
case_046,3,4,80892,3.4176,2482208,0.6265185699409928,35,results\final_plans\p3\n4\case_046_multicore_res.json
case_046,3,5,80892,3.4176,2482208,0.6265185699409928,35,results\final_plans\p3\n5\case_046_multicore_res.json
case_047,1,2,297834,1.0963,3389130,,162,results\final_plans\p1\n2\case_047_multicore_res.json
case_047,1,3,160313,2.0367,1496464,,93,results\final_plans\p1\n3\case_047_multicore_res.json
case_047,1,4,144597,2.2581,2517116,,124,results\final_plans\p1\n4\case_047_multicore_res.json
case_047,1,5,134932,2.4198,2310282,,155,results\final_plans\p1\n5\case_047_multicore_res.json
case_047,2,2,253293,1.2891,2101382,,162,results\final_plans\p2\n2\case_047_multicore_res.json
case_047,2,3,136150,2.3981,1235596,,93,results\final_plans\p2\n3\case_047_multicore_res.json
case_047,2,4,119430,2.7339,1951698,,124,results\final_plans\p2\n4\case_047_multicore_res.json
case_047,2,5,113192,2.8846,2616600,,155,results\final_plans\p2\n5\case_047_multicore_res.json
