case,problem,num_cores,match,cli_makespan,expected_makespan,cli_added_copy_bytes,expected_added_copy_bytes,cli_hit_rate,expected_hit_rate,cli_seconds,error
case_051,1,5,True,491857,491857,16648208,16648208,,,0.8,
case_052,1,5,True,37926,37926,73728,73728,,,0.4,
case_053,1,5,True,494868,494868,7148056,7148056,,,12.7,
case_054,1,5,True,264500,264500,2551950,2551950,,,4.6,
case_055,1,5,True,26800,26800,198656,198656,,,0.5,
case_056,1,5,True,96683,96683,1377620,1377620,,,1.7,
case_057,1,5,True,18596,18596,168018,168018,,,0.3,
case_058,1,5,True,948106,948106,31719424,31719424,,,196.7,
case_059,1,5,True,150782,150782,3063808,3063808,,,1.3,
case_060,1,5,True,179018,179018,4039168,4039168,,,7.8,
case_061,1,5,True,23868,23868,110634,110634,,,0.5,
case_062,1,5,True,575863,575863,153600,153600,,,91.3,
case_063,1,5,True,218990,218990,2113536,2113536,,,5.9,
case_064,1,5,True,16068,16068,165088,165088,,,0.3,
case_065,1,5,True,11421,11421,55296,55296,,,0.3,
case_066,1,5,True,121632,121632,2393192,2393192,,,1.7,
case_067,1,5,True,14414488,14414488,258091392,258091392,,,6.7,
case_068,1,5,True,151139,151139,3449990,3449990,,,1.4,
case_069,1,5,True,18723,18723,173960,173960,,,0.4,
case_070,1,5,True,30646,30646,352256,352256,,,0.5,
case_071,1,5,True,13512,13512,220566,220566,,,0.3,
case_072,1,5,True,4822195,4822195,130109488,130109488,,,1130.3,
case_073,1,5,True,3315822,3315822,139611648,139611648,,,2.3,
case_074,1,5,True,341070,341070,8425472,8425472,,,4.0,
case_075,1,5,True,462313,462313,5667772,5667772,,,1.7,
case_076,1,5,True,1233514,1233514,35630276,35630276,,,226.4,
case_077,1,5,True,135117,135117,1522830,1522830,,,1.2,
case_078,1,5,True,645756,645756,11594736,11594736,,,0.4,
case_079,1,5,True,6075976,6075976,47677440,47677440,,,341.1,
case_080,1,5,True,86030,86030,1904640,1904640,,,0.5,
case_081,1,5,True,30943,30943,0,0,,,1.1,
case_082,1,5,True,227315,227315,2671100,2671100,,,1.3,
case_083,1,5,True,344254,344254,10720768,10720768,,,1.3,
case_084,1,5,True,503472,503472,0,0,,,9.4,
case_085,1,5,True,909962,909962,11301760,11301760,,,7.0,
case_086,1,5,True,56811,56811,1738222,1738222,,,1.2,
case_087,1,5,True,965586,965586,23677874,23677874,,,31.0,
case_088,1,5,True,101323,101323,2383818,2383818,,,1.0,
case_089,1,5,True,144382,144382,1208832,1208832,,,1.7,
case_090,1,5,True,388325,388325,10869504,10869504,,,0.6,
case_091,1,5,True,1898042,1898042,73166848,73166848,,,1425.9,
case_092,1,5,True,1510160,1510160,58281984,58281984,,,67.4,
case_093,1,5,True,15876,15876,32768,32768,,,0.3,
case_094,1,5,True,21487,21487,425088,425088,,,0.3,
case_095,1,5,True,420852,420852,0,0,,,1.5,
case_096,1,5,True,38923,38923,1295704,1295704,,,0.4,
case_097,1,5,True,2102348,2102348,21311488,21311488,,,21.6,
case_098,1,5,True,75917,75917,1614026,1614026,,,0.5,
case_099,1,5,True,337370,337370,6799360,6799360,,,11.4,
case_100,1,5,True,58085,58085,0,0,,,0.5,
case_001,2,1,True,233110,233110,0,0,,,0.2,
case_002,2,1,True,261945,261945,0,0,,,0.5,
case_003,2,1,True,602212,602212,0,0,,,4.1,
case_004,2,1,True,392357,392357,0,0,,,0.2,
case_005,2,1,True,95618,95618,0,0,,,0.9,
case_006,2,1,True,82837,82837,16400,16400,,,0.2,
case_007,2,1,True,1012562,1012562,0,0,,,1.3,
case_008,2,1,True,487605,487605,0,0,,,0.3,
case_009,2,1,True,153261,153261,0,0,,,1.2,
case_010,2,1,True,86969,86969,0,0,,,0.2,
case_011,2,1,True,184697,184697,0,0,,,0.2,
case_012,2,1,True,59088,59088,0,0,,,0.3,
case_013,2,1,True,263949,263949,0,0,,,0.7,
case_014,2,1,True,17698626,17698626,71010720,71010720,,,19.2,
case_015,2,1,True,177362,177362,180256,180256,,,0.3,
case_016,2,1,True,7715523,7715523,0,0,,,9.7,
case_017,2,1,True,162810,162810,22528,22528,,,0.3,
case_018,2,1,True,1004367,1004367,1970176,1970176,,,0.6,
case_019,2,1,True,81144,81144,0,0,,,0.2,
case_020,2,1,True,532746,532746,0,0,,,1.0,
case_021,2,1,True,6567937,6567937,4501504,4501504,,,1.3,
case_022,2,1,True,56780,56780,0,0,,,0.3,
case_023,2,1,True,122614,122614,0,0,,,0.3,
case_024,2,1,True,2555343,2555343,0,0,,,1.4,
case_025,2,1,True,4863026,4863026,0,0,,,12.2,
case_026,2,1,True,99203,99203,0,0,,,0.2,
case_027,2,1,True,2363952,2363952,1400832,1400832,,,0.5,
case_028,2,1,True,43836040,43836040,277412256,277412256,,,16.0,
case_029,2,1,True,37555,37555,0,0,,,0.3,
case_030,2,1,True,2808034,2808034,5519360,5519360,,,2.0,
case_031,2,1,True,1414369,1414369,3491328,3491328,,,0.9,
case_032,2,1,True,41443,41443,0,0,,,0.3,
case_033,2,1,True,1774196,1774196,4592640,4592640,,,0.7,
case_034,2,1,True,842996,842996,1079832,1079832,,,0.9,
case_035,2,1,True,169571,169571,0,0,,,0.7,
case_036,2,1,True,931510,931510,0,0,,,0.9,
case_037,2,1,True,210001,210001,0,0,,,0.3,
case_038,2,1,True,1364555,1364555,5627904,5627904,,,1.1,
case_039,2,1,True,1435262,1435262,7929856,7929856,,,1.8,
case_040,2,1,True,253454,253454,0,0,,,0.5,
case_041,2,1,True,6003957,6003957,30898176,30898176,,,6.6,
case_042,2,1,True,1686740,1686740,6629376,6629376,,,1.0,
case_043,2,1,True,677656,677656,49160,49160,,,1.4,
case_044,2,1,True,154407,154407,4438112,4438112,,,0.4,
case_045,2,1,True,125614,125614,0,0,,,0.3,
case_046,2,1,True,276455,276455,3176288,3176288,,,0.3,
case_047,2,1,True,326508,326508,0,0,,,4.5,
case_048,2,1,True,222220,222220,0,0,,,0.4,
case_049,2,1,True,196276,196276,0,0,,,0.9,
case_050,2,1,True,149690,149690,0,0,,,0.9,
case_051,2,1,True,607628,607628,0,0,,,0.4,
case_052,2,1,True,180301,180301,0,0,,,0.4,
case_053,2,1,True,1472686,1472686,5405536,5405536,,,1.4,
case_054,2,1,True,815051,815051,0,0,,,6.0,
case_055,2,1,True,118835,118835,69632,69632,,,0.3,
case_056,2,1,True,277285,277285,0,0,,,1.7,
case_057,2,1,True,59726,59726,94216,94216,,,0.3,
case_058,2,1,True,4539717,4539717,28696576,28696576,,,10.9,
case_059,2,1,True,829473,829473,1691648,1691648,,,0.8,
case_060,2,1,True,888789,888789,2068520,2068520,,,1.1,
case_061,2,1,True,77191,77191,0,0,,,0.3,
case_062,2,1,True,2854809,2854809,0,0,,,6.0,
case_063,2,1,True,1070397,1070397,0,0,,,1.9,
case_064,2,1,True,19116,19116,0,0,,,0.2,
case_065,2,1,True,53068,53068,0,0,,,0.2,
case_066,2,1,True,359070,359070,0,0,,,1.2,
case_067,2,1,True,63834834,63834834,264449408,264449408,,,2.8,
case_068,2,1,True,362095,362095,0,0,,,0.9,
case_069,2,1,True,25144,25144,0,0,,,0.3,
case_070,2,1,True,117300,117300,0,0,,,0.3,
case_071,2,1,True,18919,18919,0,0,,,0.2,
case_072,2,1,True,23897828,23897828,108613680,108613680,,,15.8,
case_073,2,1,True,10081626,10081626,141570432,141570432,,,1.4,
case_074,2,1,True,1682239,1682239,6070280,6070280,,,0.7,
case_075,2,1,True,1441809,1441809,0,0,,,1.6,
case_076,2,1,True,6185113,6185113,28280832,28280832,,,12.8,
case_077,2,1,True,495320,495320,0,0,,,0.9,
case_078,2,1,True,2296143,2296143,12644568,12644568,,,0.3,
case_079,2,1,True,31052251,31052251,32448512,32448512,,,15.8,
case_080,2,1,True,292138,292138,548864,548864,,,0.3,
case_081,2,1,True,151795,151795,0,0,,,1.0,
case_082,2,1,True,721041,721041,0,0,,,0.9,
case_083,2,1,True,1057993,1057993,13934688,13934688,,,1.1,
case_084,2,1,True,2507412,2507412,0,0,,,3.6,
case_085,2,1,True,3187899,3187899,0,0,,,10.8,
case_086,2,1,True,118403,118403,0,0,,,0.9,
case_087,2,1,True,3974071,3974071,7902720,7902720,,,17.5,
case_088,2,1,True,243623,243623,0,0,,,0.6,
case_089,2,1,True,693092,693092,0,0,,,1.1,
case_090,2,1,True,1178363,1178363,21233592,21233592,,,0.5,
case_091,2,1,True,9186769,9186769,53947008,53947008,,,24.3,
case_092,2,1,True,4815554,4815554,66000096,66000096,,,11.3,
case_093,2,1,True,74205,74205,0,0,,,0.3,
case_094,2,1,True,94892,94892,0,0,,,0.2,
case_095,2,1,True,2084853,2084853,0,0,,,1.3,
case_096,2,1,True,84194,84194,0,0,,,0.3,
case_097,2,1,True,11491509,11491509,10584064,10584064,,,2.1,
case_098,2,1,True,177430,177430,0,0,,,0.3,
case_099,2,1,True,1622999,1622999,5484544,5484544,,,1.0,
case_100,2,1,True,151223,151223,0,0,,,0.3,
case_001,2,2,True,116868,116868,1152,1152,,,0.2,
case_002,2,2,True,121768,121768,90624,90624,,,0.4,
case_003,2,2,True,285420,285420,1550994,1550994,,,3.3,
case_004,2,2,True,195960,195960,1382400,1382400,,,0.3,
case_005,2,2,True,52975,52975,477222,477222,,,0.9,
case_006,2,2,True,40056,40056,501324,501324,,,0.2,
case_007,2,2,True,507494,507494,27648,27648,,,1.0,
case_008,2,2,True,155082,155082,0,0,,,0.3,
case_009,2,2,True,91267,91267,299150,299150,,,1.1,
case_010,2,2,True,41582,41582,496332,496332,,,0.2,
case_011,2,2,True,92646,92646,180224,180224,,,0.2,
case_012,2,2,True,21950,21950,0,0,,,0.3,
case_013,2,2,True,132198,132198,8192,8192,,,0.6,
case_014,2,2,True,8904271,8904271,76033440,76033440,,,16.8,
case_015,2,2,True,83564,83564,240928,240928,,,0.3,
case_016,2,2,True,7715523,7715523,0,0,,,10.0,
case_017,2,2,True,71293,71293,81792,81792,,,0.4,
case_018,2,2,True,503406,503406,3347456,3347456,,,0.6,
case_019,2,2,True,34656,34656,510500,510500,,,0.2,
case_020,2,2,True,266580,266580,0,0,,,0.8,
case_021,2,2,True,3194570,3194570,3174400,3174400,,,1.0,
case_022,2,2,True,27481,27481,0,0,,,0.3,
case_023,2,2,True,41726,41726,73728,73728,,,0.3,
case_024,2,2,True,2555343,2555343,0,0,,,1.4,
case_025,2,2,True,2431840,2431840,27648,27648,,,7.8,
case_026,2,2,True,48612,48612,218548,218548,,,0.2,
case_027,2,2,True,1115722,1115722,1105920,1105920,,,0.4,
case_028,2,2,True,20028806,20028806,20677824,20677824,,,6.3,
case_029,2,2,True,19737,19737,16400,16400,,,0.3,
case_030,2,2,True,1399993,1399993,7834624,7834624,,,1.6,
case_031,2,2,True,711625,711625,4581888,4581888,,,0.8,
case_032,2,2,True,21098,21098,168116,168116,,,0.3,
case_033,2,2,True,893844,893844,4953600,4953600,,,0.7,
case_034,2,2,True,412272,412272,1238528,1238528,,,0.7,
case_035,2,2,True,95406,95406,0,0,,,0.7,
case_036,2,2,True,466068,466068,1152,1152,,,0.8,
case_037,2,2,True,105374,105374,204800,204800,,,0.3,
case_038,2,2,True,679097,679097,5607936,5607936,,,1.1,
case_039,2,2,True,708561,708561,11067392,11067392,,,1.3,
case_040,2,2,True,128421,128421,0,0,,,0.6,
case_041,2,2,True,2986534,2986534,33595392,33595392,,,4.9,
case_042,2,2,True,842623,842623,7265568,7265568,,,1.0,
case_043,2,2,True,327858,327858,1884268,1884268,,,1.7,
case_044,2,2,True,43959,43959,930400,930400,,,0.4,
case_045,2,2,True,63059,63059,0,0,,,0.3,
case_046,2,2,True,105718,105718,930400,930400,,,0.3,
case_047,2,2,True,156922,156922,794950,794950,,,3.7,
case_048,2,2,True,159142,159142,233030,233030,,,0.5,
case_049,2,2,True,100467,100467,319282,319282,,,0.9,
case_050,2,2,True,80347,80347,272582,272582,,,0.8,
case_051,2,2,True,607628,607628,0,0,,,0.4,
case_052,2,2,True,71775,71775,73728,73728,,,0.3,
case_053,2,2,True,703950,703950,2184118,2184118,,,2.5,
case_054,2,2,True,411504,411504,933062,933062,,,4.5,
case_055,2,2,True,48250,48250,98816,98816,,,0.4,
case_056,2,2,True,130574,130574,496950,496950,,,1.6,
case_057,2,2,True,30053,30053,269820,269820,,,0.3,
case_058,2,2,True,2263428,2263428,33492992,33492992,,,2.8,
case_059,2,2,True,369318,369318,360448,360448,,,0.7,
case_060,2,2,True,452002,452002,2724108,2724108,,,1.0,
case_061,2,2,True,38873,38873,25344,25344,,,0.3,
case_062,2,2,True,1429017,1429017,53760,53760,,,2.9,
case_063,2,2,True,534284,534284,9019392,9019392,,,1.7,
case_064,2,2,True,13698,13698,61542,61542,,,0.3,
case_065,2,2,True,21905,21905,13824,13824,,,0.2,
case_066,2,2,True,197561,197561,952044,952044,,,1.1,
case_067,2,2,True,30338059,30338059,8325504,8325504,,,1.5,
case_068,2,2,True,197044,197044,1553566,1553566,,,1.1,
case_069,2,2,True,13266,13266,371046,371046,,,0.3,
case_070,2,2,True,47580,47580,88064,88064,,,0.3,
case_071,2,2,True,11459,11459,326886,326886,,,0.3,
case_072,2,2,True,11846123,11846123,113201200,113201200,,,12.9,
case_073,2,2,True,4236675,4236675,3721600,3721600,,,1.0,
case_074,2,2,True,826937,826937,6590472,6590472,,,0.8,
case_075,2,2,True,670177,670177,2310790,2310790,,,1.6,
case_076,2,2,True,3067902,3067902,31201280,31201280,,,13.4,
case_077,2,2,True,250735,250735,57344,57344,,,0.7,
case_078,2,2,True,1022234,1022234,2148480,2148480,,,0.3,
case_079,2,2,True,15159240,15159240,32612352,32612352,,,10.2,
case_080,2,2,True,145926,145926,2191360,2191360,,,0.4,
case_081,2,2,True,76860,76860,0,0,,,0.8,
case_082,2,2,True,331837,331837,832902,832902,,,1.0,
case_083,2,2,True,419453,419453,930400,930400,,,0.8,
case_084,2,2,True,1255052,1255052,0,0,,,2.3,
case_085,2,2,True,1503897,1503897,3911858,3911858,,,10.4,
case_086,2,2,True,63004,63004,518694,518694,,,0.9,
case_087,2,2,True,1993185,1993185,8248320,8248320,,,10.9,
case_088,2,2,True,130634,130634,1049798,1049798,,,0.8,
case_089,2,2,True,295144,295144,238720,238720,,,0.9,
case_090,2,2,True,430364,430364,2917248,2917248,,,0.5,
case_091,2,2,True,4571759,4571759,57904096,57904096,,,19.8,
case_092,2,2,True,1926278,1926278,5437728,5437728,,,3.5,
case_093,2,2,True,37827,37827,8192,8192,,,0.2,
case_094,2,2,True,43154,43154,114464,114464,,,0.2,
case_095,2,2,True,1042890,1042890,0,0,,,1.1,
case_096,2,2,True,40994,40994,124748,124748,,,0.3,
case_097,2,2,True,5478142,5478142,14655488,14655488,,,1.6,
case_098,2,2,True,87157,87157,960674,960674,,,0.4,
case_099,2,2,True,810196,810196,7315456,7315456,,,1.0,
case_100,2,2,True,85674,85674,306188,306188,,,0.3,
case_001,2,3,True,78545,78545,2304,2304,,,0.3,
case_002,2,3,True,82329,82329,138240,138240,,,0.4,
case_003,2,3,True,252886,252886,2358296,2358296,,,2.8,
case_004,2,3,True,130725,130725,221184,221184,,,0.3,
case_005,2,3,True,38285,38285,801420,801420,,,1.0,
case_006,2,3,True,27488,27488,618368,618368,,,0.3,
case_007,2,3,True,338094,338094,55296,55296,,,0.9,
case_008,2,3,True,110895,110895,0,0,,,0.4,
case_009,2,3,True,66004,66004,574108,574108,,,1.1,
case_010,2,3,True,27958,27958,548196,548196,,,0.3,
case_011,2,3,True,65543,65543,1200128,1200128,,,0.3,
case_012,2,3,True,18325,18325,163322,163322,,,0.3,
case_013,2,3,True,88351,88351,16384,16384,,,0.6,
case_014,2,3,True,5933771,5933771,80019536,80019536,,,15.1,
case_015,2,3,True,58469,58469,1464888,1464888,,,0.4,
case_016,2,3,True,7715523,7715523,0,0,,,10.6,
case_017,2,3,True,44420,44420,163584,163584,,,0.4,
case_018,2,3,True,338456,338456,3903872,3903872,,,0.7,
case_019,2,3,True,27380,27380,685380,685380,,,0.3,
case_020,2,3,True,177950,177950,0,0,,,0.8,
case_021,2,3,True,2104376,2104376,7186432,7186432,,,1.0,
case_022,2,3,True,19193,19193,112516,112516,,,0.4,
case_023,2,3,True,28284,28284,147456,147456,,,0.3,
case_024,2,3,True,2159403,2159403,22415452,22415452,,,1.3,
case_025,2,3,True,1622164,1622164,55296,55296,,,5.8,
case_026,2,3,True,38424,38424,923392,923392,,,0.3,
case_027,2,3,True,764163,764163,6107136,6107136,,,0.5,
case_028,2,3,True,13289382,13289382,11546880,11546880,,,5.1,
case_029,2,3,True,12743,12743,0,0,,,0.3,
case_030,2,3,True,931329,931329,9363456,9363456,,,1.7,
case_031,2,3,True,478206,478206,4969984,4969984,,,0.9,
case_032,2,3,True,12670,12670,205008,205008,,,0.3,
case_033,2,3,True,589568,589568,7086144,7086144,,,0.7,
case_034,2,3,True,272649,272649,2328576,2328576,,,0.8,
case_035,2,3,True,78824,78824,765572,765572,,,0.9,
case_036,2,3,True,311345,311345,2304,2304,,,0.7,
case_037,2,3,True,72874,72874,1003520,1003520,,,0.3,
case_038,2,3,True,458108,458108,7012352,7012352,,,1.2,
case_039,2,3,True,482923,482923,10113024,10113024,,,1.1,
case_040,2,3,True,110105,110105,0,0,,,0.6,
case_041,2,3,True,1994174,1994174,35017728,35017728,,,4.4,
case_042,2,3,True,571713,571713,7746560,7746560,,,1.0,
case_043,2,3,True,230016,230016,3085000,3085000,,,1.5,
case_044,2,3,True,43959,43959,930400,930400,,,0.4,
case_045,2,3,True,42601,42601,0,0,,,0.3,
case_046,2,3,True,105663,105663,2064576,2064576,,,0.3,
case_047,2,3,True,122587,122587,1239692,1239692,,,2.9,
case_048,2,3,True,149061,149061,576140,576140,,,0.5,
case_049,2,3,True,81125,81125,497688,497688,,,0.9,
case_050,2,3,True,55518,55518,481660,481660,,,0.8,
case_051,2,3,True,484407,484407,10748968,10748968,,,0.4,
case_052,2,3,True,48446,48446,147456,147456,,,0.3,
case_053,2,3,True,553159,553159,2848940,2848940,,,2.2,
case_054,2,3,True,342634,342634,1613448,1613448,,,3.0,
case_055,2,3,True,33559,33559,99328,99328,,,0.4,
case_056,2,3,True,90771,90771,767084,767084,,,1.5,
case_057,2,3,True,21820,21820,397250,397250,,,0.3,
case_058,2,3,True,1510985,1510985,31211520,31211520,,,3.1,
case_059,2,3,True,255358,255358,2162688,2162688,,,0.7,
case_060,2,3,True,298981,298981,3164416,3164416,,,1.0,
case_061,2,3,True,29597,29597,179618,179618,,,0.4,
case_062,2,3,True,954231,954231,72192,72192,,,2.9,
case_063,2,3,True,346909,346909,4116480,4116480,,,1.4,
case_064,2,3,True,11449,11449,99404,99404,,,0.3,
case_065,2,3,True,14937,14937,27648,27648,,,0.2,
case_066,2,3,True,142974,142974,1398840,1398840,,,1.1,
case_067,2,3,True,20153440,20153440,10769152,10769152,,,1.4,
case_068,2,3,True,147939,147939,2085676,2085676,,,1.1,
case_069,2,3,True,12194,12194,335116,335116,,,0.3,
case_070,2,3,True,40551,40551,176128,176128,,,0.3,
case_071,2,3,True,10712,10712,229324,229324,,,0.3,
case_072,2,3,True,8000696,8000696,119709046,119709046,,,12.7,
case_073,2,3,True,2831560,2831560,7443200,7443200,,,0.9,
case_074,2,3,True,544838,544838,7585792,7585792,,,0.9,
case_075,2,3,True,572934,572934,3422476,3422476,,,1.4,
case_076,2,3,True,2054012,2054012,34470912,34470912,,,14.0,
case_077,2,3,True,176359,176359,932152,932152,,,0.8,
case_078,2,3,True,917340,917340,6471168,6471168,,,0.3,
case_079,2,3,True,10072944,10072944,32722944,32722944,,,7.7,
case_080,2,3,True,100165,100165,3932160,3932160,,,0.4,
case_081,2,3,True,51943,51943,0,0,,,0.8,
case_082,2,3,True,227528,227528,1428236,1428236,,,0.9,
case_083,2,3,True,288815,288815,1860800,1860800,,,0.7,
case_084,2,3,True,836220,836220,0,0,,,2.0,
case_085,2,3,True,1272448,1272448,5532684,5532684,,,7.2,
case_086,2,3,True,47791,47791,919116,919116,,,0.9,
case_087,2,3,True,1459150,1459150,6727680,6727680,,,9.1,
case_088,2,3,True,99762,99762,1449996,1449996,,,0.8,
case_089,2,3,True,206778,206778,477440,477440,,,0.8,
case_090,2,3,True,326383,326383,4296960,4296960,,,0.4,
case_091,2,3,True,3074692,3074692,60897408,60897408,,,15.0,
case_092,2,3,True,1275324,1275324,3859648,3859648,,,3.2,
case_093,2,3,True,25103,25103,16384,16384,,,0.2,
case_094,2,3,True,26395,26395,212544,212544,,,0.2,
case_095,2,3,True,673706,673706,16330752,16330752,,,1.2,
case_096,2,3,True,33260,33260,125704,125704,,,0.3,
case_097,2,3,True,3568148,3568148,18454528,18454528,,,1.3,
case_098,2,3,True,64508,64508,1341690,1341690,,,0.4,
case_099,2,3,True,541232,541232,6590464,6590464,,,1.1,
case_100,2,3,True,57948,57948,0,0,,,0.3,
case_001,2,4,True,58984,58984,3456,3456,,,0.2,
case_002,2,4,True,65392,65392,181248,181248,,,0.4,
case_003,2,4,True,182260,182260,3927966,3927966,,,2.7,
case_004,2,4,True,100126,100126,331776,331776,,,0.3,
case_005,2,4,True,38285,38285,801420,801420,,,0.9,
case_006,2,4,True,25390,25390,493156,493156,,,0.3,
case_007,2,4,True,254398,254398,82944,82944,,,0.8,
case_008,2,4,True,88500,88500,0,0,,,0.3,
case_009,2,4,True,63921,63921,747930,747930,,,1.0,
case_010,2,4,True,25971,25971,635524,635524,,,0.3,
case_011,2,4,True,46880,46880,540672,540672,,,0.2,
case_012,2,4,True,15493,15493,74960,74960,,,0.3,
case_013,2,4,True,66982,66982,24576,24576,,,0.5,
case_014,2,4,True,4511152,4511152,87805200,87805200,,,15.8,
case_015,2,4,True,43898,43898,832948,832948,,,0.4,
case_016,2,4,True,6104382,6104382,35524768,35524768,,,4.9,
case_017,2,4,True,35734,35734,240768,240768,,,0.3,
case_018,2,4,True,254778,254778,5118976,5118976,,,0.7,
case_019,2,4,True,21169,21169,582148,582148,,,0.3,
case_020,2,4,True,133704,133704,0,0,,,0.8,
case_021,2,4,True,1550324,1550324,4608000,4608000,,,0.8,
case_022,2,4,True,14940,14940,0,0,,,0.3,
case_023,2,4,True,28284,28284,147456,147456,,,0.3,
case_024,2,4,True,2006540,2006540,29037088,29037088,,,1.4,
case_025,2,4,True,1217444,1217444,82944,82944,,,5.5,
case_026,2,4,True,38424,38424,923392,923392,,,0.3,
case_027,2,4,True,559196,559196,2211840,2211840,,,0.4,
case_028,2,4,True,10099681,10099681,11508096,11508096,,,6.3,
case_029,2,4,True,11028,11028,0,0,,,0.3,
case_030,2,4,True,699599,699599,8380416,8380416,,,1.8,
case_031,2,4,True,360302,360302,5298688,5298688,,,0.9,
case_032,2,4,True,11276,11276,0,0,,,0.3,
case_033,2,4,True,446802,446802,7344224,7344224,,,0.9,
case_034,2,4,True,209623,209623,3019264,3019264,,,0.8,
case_035,2,4,True,78073,78073,1128234,1128234,,,0.9,
case_036,2,4,True,233584,233584,3456,3456,,,0.7,
case_037,2,4,True,53320,53320,614400,614400,,,0.3,
case_038,2,4,True,339997,339997,7758336,7758336,,,1.2,
case_039,2,4,True,374421,374421,10510336,10510336,,,1.2,
case_040,2,4,True,102570,102570,1931186,1931186,,,0.8,
case_041,2,4,True,1496957,1496957,38879232,38879232,,,4.2,
case_042,2,4,True,434592,434592,8503584,8503584,,,1.0,
case_043,2,4,True,205499,205499,4132756,4132756,,,1.6,
case_044,2,4,True,43959,43959,930400,930400,,,0.3,
case_045,2,4,True,31878,31878,0,0,,,0.3,
case_046,2,4,True,92005,92005,2213920,2213920,,,0.3,
case_047,2,4,True,113671,113671,1947090,1947090,,,2.8,
case_048,2,4,True,143466,143466,1756370,1756370,,,0.6,
case_049,2,4,True,61217,61217,751934,751934,,,0.9,
case_050,2,4,True,43625,43625,571290,571290,,,0.8,
case_051,2,4,True,345402,345402,2228604,2228604,,,0.4,
case_052,2,4,True,37183,37183,221184,221184,,,0.3,
case_053,2,4,True,448335,448335,12542018,12542018,,,3.9,
case_054,2,4,True,245854,245854,2545234,2545234,,,3.9,
case_055,2,4,True,30663,30663,677058,677058,,,0.4,
case_056,2,4,True,88923,88923,1107930,1107930,,,1.4,
case_057,2,4,True,17875,17875,382150,382150,,,0.3,
case_058,2,4,True,1153590,1153590,31985664,31985664,,,3.1,
case_059,2,4,True,185216,185216,1081344,1081344,,,0.7,
case_060,2,4,True,229829,229829,3510784,3510784,,,0.9,
case_061,2,4,True,22111,22111,50688,50688,,,0.3,
case_062,2,4,True,716795,716795,89088,89088,,,3.8,
case_063,2,4,True,270124,270124,64512,64512,,,1.1,
case_064,2,4,True,11254,11254,122098,122098,,,0.3,
case_065,2,4,True,11760,11760,41472,41472,,,0.2,
case_066,2,4,True,132815,132815,2060756,2060756,,,1.1,
case_067,2,4,True,15143945,15143945,14048384,14048384,,,1.4,
case_068,2,4,True,124804,124804,3208234,3208234,,,1.1,
case_069,2,4,True,11407,11407,432114,432114,,,0.3,
case_070,2,4,True,29097,29097,264192,264192,,,0.3,
case_071,2,4,True,9045,9045,267856,267856,,,0.3,
case_072,2,4,True,5941844,5941844,125858856,125858856,,,11.1,
case_073,2,4,True,2208323,2208323,11164800,11164800,,,1.0,
case_074,2,4,True,408750,408750,7819264,7819264,,,0.8,
case_075,2,4,True,383971,383971,5734290,5734290,,,1.5,
case_076,2,4,True,1533331,1533331,32051200,32051200,,,13.8,
case_077,2,4,True,131477,131477,147094,147094,,,0.7,
case_078,2,4,True,523604,523604,8694144,8694144,,,0.4,
case_079,2,4,True,7635624,7635624,30445568,30445568,,,6.5,
case_080,2,4,True,81859,81859,2543616,2543616,,,0.4,
case_081,2,4,True,39588,39588,0,0,,,0.7,
case_082,2,4,True,215554,215554,2106514,2106514,,,0.9,
case_083,2,4,True,210763,210763,2791200,2791200,,,0.8,
case_084,2,4,True,629028,629028,0,0,,,1.9,
case_085,2,4,True,816364,816364,8300178,8300178,,,8.3,
case_086,2,4,True,40468,40468,1363698,1363698,,,0.9,
case_087,2,4,True,1140911,1140911,21730796,21730796,,,10.0,
case_088,2,4,True,89270,89270,2268882,2268882,,,0.7,
case_089,2,4,True,148144,148144,716160,716160,,,0.9,
case_090,2,4,True,278236,278236,7285632,7285632,,,0.5,
case_091,2,4,True,2321866,2321866,69020832,69020832,,,16.8,
case_092,2,4,True,966196,966196,3905312,3905312,,,3.5,
case_093,2,4,True,19779,19779,24576,24576,,,0.2,
case_094,2,4,True,20034,20034,318528,318528,,,0.2,
case_095,2,4,True,524422,524422,0,0,,,1.0,
case_096,2,4,True,26984,26984,0,0,,,0.3,
case_097,2,4,True,2626908,2626908,14221312,14221312,,,1.3,
case_098,2,4,True,64508,64508,1341690,1341690,,,0.4,
case_099,2,4,True,405864,405864,9782400,9782400,,,1.1,
case_100,2,4,True,49328,49328,1560842,1560842,,,0.4,
case_001,2,5,True,47502,47502,4608,4608,,,0.2,
case_002,2,5,True,54581,54581,207360,207360,,,0.5,
case_003,2,5,True,182260,182260,3927966,3927966,,,2.8,
case_004,2,5,True,83319,83319,442368,442368,,,0.3,
case_005,2,5,True,36630,36630,837720,837720,,,0.8,
case_006,2,5,True,22940,22940,336400,336400,,,0.3,
case_007,2,5,True,203834,203834,110592,110592,,,0.9,
case_008,2,5,True,71833,71833,0,0,,,0.3,
case_009,2,5,True,49750,49750,929592,929592,,,1.1,
case_010,2,5,True,23284,23284,471140,471140,,,0.3,
case_011,2,5,True,40551,40551,1650688,1650688,,,0.3,
case_012,2,5,True,13832,13832,0,0,,,0.3,
case_013,2,5,True,54363,54363,32768,32768,,,0.6,
case_014,2,5,True,3643563,3643563,60562848,60562848,,,14.0,
