case,problem,num_cores,match,cli_makespan,expected_makespan,cli_added_copy_bytes,expected_added_copy_bytes,cli_hit_rate,expected_hit_rate,cli_seconds,error
case_072,3,3,True,7989837,7989837,119709046,119709046,0.14417062522507193,0.14417062522507193,12.8,
case_073,3,3,True,2796345,2796345,7443200,7443200,0.42227572253681916,0.42227572253681916,1.0,
case_074,3,3,True,544114,544114,7585792,7585792,0.30677656902705147,0.30677656902705147,0.9,
case_075,3,3,True,572669,572669,3422476,3422476,0.30411451910480375,0.30411451910480375,1.5,
case_076,3,3,True,2049651,2049651,34470912,34470912,0.35668217382110384,0.35668217382110384,14.5,
case_077,3,3,True,175206,175206,932152,932152,0.17843789096393156,0.17843789096393156,0.8,
case_078,3,3,True,900985,900985,6471168,6471168,0.51772030651341,0.51772030651341,0.3,
case_079,3,3,True,10072944,10072944,32722944,32722944,0.0,0.0,8.9,
case_080,3,3,True,99832,99832,3932160,3932160,0.554290053151101,0.554290053151101,0.4,
case_081,3,3,True,51943,51943,0,0,0.0,0.0,0.7,
case_082,3,3,True,227521,227521,1428236,1428236,0.2837244164390277,0.2837244164390277,0.9,
case_083,3,3,True,288815,288815,1860800,1860800,0.3054402538855203,0.3054402538855203,0.8,
case_084,3,3,True,836220,836220,0,0,0.0,0.0,2.2,
case_085,3,3,True,1272443,1272443,5532684,5532684,0.3022674285162054,0.3022674285162054,6.9,
case_086,3,3,True,47288,47288,919116,919116,0.2189183274385638,0.2189183274385638,0.9,
case_087,3,3,True,1456602,1456602,6727680,6727680,0.23319904440517447,0.23319904440517447,9.5,
case_088,3,3,True,98649,98649,1449996,1449996,0.1465355757702538,0.1465355757702538,0.9,
case_089,3,3,True,206778,206778,477440,477440,0.2711909090909091,0.2711909090909091,0.8,
case_090,3,3,True,324313,324313,4296960,4296960,0.2998068269287702,0.2998068269287702,0.4,
case_091,3,3,True,3069257,3069257,60897408,60897408,0.43532290854009237,0.43532290854009237,15.0,
case_092,3,3,True,1274060,1274060,3859648,3859648,0.1431053750104968,0.1431053750104968,3.6,
case_093,3,3,True,25103,25103,16384,16384,0.0,0.0,0.2,
case_094,3,3,True,26386,26386,212544,212544,0.2568901782789762,0.2568901782789762,0.3,
case_095,3,3,True,673706,673706,16330752,16330752,0.0,0.0,1.1,
case_096,3,3,True,33260,33260,125704,125704,0.3203857223684534,0.3203857223684534,0.3,
case_097,3,3,True,3563647,3563647,18454528,18454528,0.3002159827213823,0.3002159827213823,1.4,
case_098,3,3,True,64155,64155,1341690,1341690,0.2908571735609509,0.2908571735609509,0.4,
case_099,3,3,True,540032,540032,6590464,6590464,0.36329662240593413,0.36329662240593413,1.0,
case_100,3,3,True,57948,57948,0,0,0.0,0.0,0.3,
case_001,3,4,True,58984,58984,3456,3456,0.0,0.0,0.2,
case_002,3,4,True,65392,65392,181248,181248,0.02768166089965398,0.02768166089965398,0.4,
case_003,3,4,True,179646,179646,3927966,3927966,0.4041731407126148,0.4041731407126148,2.8,
case_004,3,4,True,100126,100126,331776,331776,0.1411764705882353,0.1411764705882353,0.3,
case_005,3,4,True,36155,36155,1236978,1236978,0.3776310920528504,0.3776310920528504,1.0,
case_006,3,4,True,24877,24877,493156,493156,0.3416916965005577,0.3416916965005577,0.3,
case_007,3,4,True,254398,254398,82944,82944,0.0,0.0,0.9,
case_008,3,4,True,88500,88500,0,0,0.0,0.0,0.3,
case_009,3,4,True,63026,63026,747930,747930,0.4230412300265803,0.4230412300265803,1.0,
case_010,3,4,True,24926,24926,635524,635524,0.2582196917368909,0.2582196917368909,0.3,
case_011,3,4,True,46880,46880,540672,540672,0.0,0.0,0.3,
case_012,3,4,True,14808,14808,185214,185214,0.1896481535330038,0.1896481535330038,0.3,
case_013,3,4,True,66982,66982,24576,24576,0.0,0.0,0.6,
case_014,3,4,True,4453421,4453421,87805200,87805200,0.3766237285396611,0.3766237285396611,16.1,
case_015,3,4,True,43221,43221,832948,832948,0.350226537372648,0.350226537372648,0.4,
case_016,3,4,True,6103967,6103967,35524768,35524768,0.0302247438987059,0.0302247438987059,5.1,
case_017,3,4,True,35734,35734,240768,240768,0.10838705686144615,0.10838705686144615,0.4,
case_018,3,4,True,252790,252790,5118976,5118976,0.5930485436198851,0.5930485436198851,0.7,
case_019,3,4,True,21005,21005,582148,582148,0.23439691241408886,0.23439691241408886,0.3,
case_020,3,4,True,133704,133704,0,0,0.0,0.0,0.8,
case_021,3,4,True,1550324,1550324,4608000,4608000,0.0,0.0,0.8,
case_022,3,4,True,14940,14940,0,0,0.0,0.0,0.3,
case_023,3,4,True,27929,27929,1197318,1197318,0.33379089989130845,0.33379089989130845,0.4,
case_024,3,4,True,2003351,2003351,29037088,29037088,0.06383990942188936,0.06383990942188936,1.5,
case_025,3,4,True,1217444,1217444,82944,82944,0.0,0.0,5.2,
case_026,3,4,True,38423,38423,923392,923392,0.3380939643311077,0.3380939643311077,0.3,
case_027,3,4,True,559196,559196,2211840,2211840,0.0,0.0,0.4,
case_028,3,4,True,10080305,10080305,11508096,11508096,0.1651005373804181,0.1651005373804181,5.8,
case_029,3,4,True,10970,10970,490010,490010,0.638307772533394,0.638307772533394,0.4,
case_030,3,4,True,699009,699009,8838144,8838144,0.6505474452554745,0.6505474452554745,1.7,
case_031,3,4,True,360132,360132,5298688,5298688,0.31540338404476326,0.31540338404476326,1.0,
case_032,3,4,True,11276,11276,0,0,0.0,0.0,0.3,
case_033,3,4,True,445198,445198,7344224,7344224,0.36927574750830566,0.36927574750830566,0.8,
case_034,3,4,True,208260,208260,3019264,3019264,0.5568065506653019,0.5568065506653019,0.8,
case_035,3,4,True,77573,77573,1128234,1128234,0.5540719124277244,0.5540719124277244,0.9,
case_036,3,4,True,233584,233584,3456,3456,0.0,0.0,0.6,
case_037,3,4,True,53320,53320,614400,614400,0.0,0.0,0.3,
case_038,3,4,True,339825,339825,7758336,7758336,0.2603821160078536,0.2603821160078536,1.3,
case_039,3,4,True,351769,351769,17899520,17899520,0.46506874767744333,0.46506874767744333,1.5,
case_040,3,4,True,101948,101948,1931186,1931186,0.20729591856895047,0.20729591856895047,0.9,
case_041,3,4,True,1493320,1493320,38879232,38879232,0.3304829326417607,0.3304829326417607,4.7,
case_042,3,4,True,428924,428924,8925184,8925184,0.3569512814120912,0.3569512814120912,1.1,
case_043,3,4,True,204676,204676,4132756,4132756,0.4929305143506272,0.4929305143506272,1.7,
case_044,3,4,True,40054,40054,3517344,3517344,0.7325354248061111,0.7325354248061111,0.4,
case_045,3,4,True,31878,31878,0,0,0.0,0.0,0.3,
case_046,3,4,True,76653,76653,2213920,2213920,0.6206860489437356,0.6206860489437356,0.3,
case_047,3,4,True,112730,112730,1947090,1947090,0.2886161150078808,0.2886161150078808,2.9,
case_048,3,4,True,142969,142969,1756370,1756370,0.2471475865330614,0.2471475865330614,0.6,
case_049,3,4,True,60474,60474,751934,751934,0.3762258679144835,0.3762258679144835,0.8,
case_050,3,4,True,43605,43605,571290,571290,0.352242966847081,0.352242966847081,0.8,
case_051,3,4,True,344572,344572,2228604,2228604,0.23077049466999505,0.23077049466999505,0.3,
case_052,3,4,True,37183,37183,221184,221184,0.11617993305069296,0.11617993305069296,0.3,
case_053,3,4,True,424896,424896,12542018,12542018,0.3695251821029461,0.3695251821029461,4.1,
case_054,3,4,True,243498,243498,2545234,2545234,0.278644283024219,0.278644283024219,3.5,
case_055,3,4,True,29142,29142,677058,677058,0.46521960366744247,0.46521960366744247,0.4,
case_056,3,4,True,88843,88843,1107930,1107930,0.4074853507831916,0.4074853507831916,1.4,
case_057,3,4,True,17645,17645,610884,610884,0.5998034317891141,0.5998034317891141,0.3,
case_058,3,4,True,1142629,1142629,42622976,42622976,0.2689844464775846,0.2689844464775846,5.4,
case_059,3,4,True,185216,185216,1081344,1081344,0.0,0.0,0.7,
case_060,3,4,True,229535,229535,3510784,3510784,0.4721351875172029,0.4721351875172029,0.9,
case_061,3,4,True,22111,22111,50688,50688,0.08522945097221568,0.08522945097221568,0.3,
case_062,3,4,True,716754,716754,89088,89088,0.0006852444038373687,0.0006852444038373687,4.1,
case_063,3,4,True,270081,270081,64512,64512,0.0018226002430133657,0.0018226002430133657,1.1,
case_064,3,4,True,11227,11227,122098,122098,0.29538175995341726,0.29538175995341726,0.3,
case_065,3,4,True,11760,11760,41472,41472,0.09453914511477408,0.09453914511477408,0.3,
case_066,3,4,True,131603,131603,2060756,2060756,0.3401853619937613,0.3401853619937613,1.2,
case_067,3,4,True,15040197,15040197,14048384,14048384,0.6379050434680795,0.6379050434680795,1.4,
case_068,3,4,True,120739,120739,3208234,3208234,0.21317592054980627,0.21317592054980627,1.2,
case_069,3,4,True,10301,10301,432114,432114,0.4181880259484646,0.4181880259484646,0.3,
case_070,3,4,True,29097,29097,264192,264192,0.09580586214458008,0.09580586214458008,0.3,
case_071,3,4,True,8702,8702,267856,267856,0.3350384881116051,0.3350384881116051,0.3,
case_072,3,4,True,5928167,5928167,125858856,125858856,0.18306616913423635,0.18306616913423635,11.4,
case_073,3,4,True,2123315,2123315,11164800,11164800,0.7418076020008847,0.7418076020008847,0.9,
case_074,3,4,True,405309,405309,7819264,7819264,0.29706755894375547,0.29706755894375547,0.8,
case_075,3,4,True,383543,383543,5734290,5734290,0.47455339722395573,0.47455339722395573,1.6,
case_076,3,4,True,1529902,1529902,32051200,32051200,0.3453720149990132,0.3453720149990132,14.7,
case_077,3,4,True,131477,131477,147094,147094,6.60145601713914e-05,6.60145601713914e-05,0.7,
case_078,3,4,True,523593,523593,8694144,8694144,0.09225375528086371,0.09225375528086371,0.4,
case_079,3,4,True,7635624,7635624,30445568,30445568,0.0,0.0,7.6,
case_080,3,4,True,79590,79590,2789376,2789376,0.3468208092485549,0.3468208092485549,0.4,
case_081,3,4,True,39588,39588,0,0,0.0,0.0,0.7,
case_082,3,4,True,215536,215536,2106514,2106514,0.5076128359097062,0.5076128359097062,0.9,
case_083,3,4,True,210763,210763,2791200,2791200,0.7018738529894717,0.7018738529894717,0.7,
case_084,3,4,True,629028,629028,0,0,0.0,0.0,2.1,
case_085,3,4,True,816273,816273,8300178,8300178,0.5001056445211081,0.5001056445211081,7.8,
case_086,3,4,True,38643,38643,1363698,1363698,0.3823131747552367,0.3823131747552367,0.9,
case_087,3,4,True,1135476,1135476,21730796,21730796,0.4707987854043634,0.4707987854043634,10.3,
case_088,3,4,True,88285,88285,2268882,2268882,0.20351746197817047,0.20351746197817047,0.8,
case_089,3,4,True,148144,148144,716160,716160,0.0,0.0,0.8,
case_090,3,4,True,259720,259720,6445440,6445440,0.21079156288916562,0.21079156288916562,0.4,
case_091,3,4,True,2317037,2317037,69020832,69020832,0.2878781910948986,0.2878781910948986,15.8,
case_092,3,4,True,957454,957454,4167456,4167456,0.30723029927191714,0.30723029927191714,3.2,
case_093,3,4,True,19779,19779,24576,24576,0.0,0.0,0.2,
case_094,3,4,True,19544,19544,318528,318528,0.3118745695417899,0.3118745695417899,0.3,
case_095,3,4,True,524422,524422,0,0,0.0,0.0,0.9,
case_096,3,4,True,26984,26984,0,0,0.0,0.0,0.3,
case_097,3,4,True,2626908,2626908,14221312,14221312,0.041666666666666664,0.041666666666666664,1.4,
case_098,3,4,True,64155,64155,1341690,1341690,0.2908571735609509,0.2908571735609509,0.4,
case_099,3,4,True,404548,404548,9818112,9818112,0.5833074260606438,0.5833074260606438,1.1,
case_100,3,4,True,49109,49109,1560842,1560842,0.48644530972733446,0.48644530972733446,0.4,
case_001,3,5,True,47502,47502,4608,4608,0.0,0.0,0.3,
case_002,3,5,True,54581,54581,207360,207360,0.01710376282782212,0.01710376282782212,0.4,
case_003,3,5,True,179646,179646,3927966,3927966,0.4041731407126148,0.4041731407126148,2.9,
case_004,3,5,True,83319,83319,442368,442368,0.0,0.0,0.3,
case_005,3,5,True,35497,35497,837720,837720,0.3481019880164779,0.3481019880164779,0.8,
case_006,3,5,True,22533,22533,916100,916100,0.4157456472369417,0.4157456472369417,0.3,
case_007,3,5,True,203834,203834,110592,110592,0.0,0.0,0.8,
case_008,3,5,True,71833,71833,0,0,0.0,0.0,0.3,
case_009,3,5,True,48320,48320,929592,929592,0.3755509110303619,0.3755509110303619,1.2,
case_010,3,5,True,22007,22007,670752,670752,0.3833661709832583,0.3833661709832583,0.3,
case_011,3,5,True,40551,40551,1650688,1650688,0.35280898876404493,0.35280898876404493,0.3,
case_012,3,5,True,13281,13281,182852,182852,0.21891822531269667,0.21891822531269667,0.3,
case_013,3,5,True,54363,54363,32768,32768,0.0,0.0,0.5,
case_014,3,5,True,3632901,3632901,60562848,60562848,0.18517316212700338,0.18517316212700338,14.9,
case_015,3,5,True,42014,42014,317952,317952,0.2099208771541723,0.2099208771541723,0.3,
case_016,3,5,True,6103967,6103967,35524768,35524768,0.0302247438987059,0.0302247438987059,4.7,
case_017,3,5,True,29386,29386,327168,327168,0.08906557685037216,0.08906557685037216,0.4,
case_018,3,5,True,204343,204343,3661824,3661824,0.4513502917543706,0.4513502917543706,0.7,
case_019,3,5,True,17497,17497,503844,503844,0.3250328062271476,0.3250328062271476,0.3,
case_020,3,5,True,107574,107574,0,0,0.0,0.0,0.8,
case_021,3,5,True,1249380,1249380,11431936,11431936,0.5699643493761141,0.5699643493761141,1.1,
case_022,3,5,True,12434,12434,157360,157360,0.421270077559518,0.421270077559518,0.4,
case_023,3,5,True,21898,21898,544408,544408,0.23012521230036578,0.23012521230036578,0.3,
case_024,3,5,True,1577373,1577373,30282428,30282428,0.08636480107484519,0.08636480107484519,1.5,
case_025,3,5,True,975282,975282,110592,110592,0.0,0.0,4.8,
case_026,3,5,True,38423,38423,923392,923392,0.3380939643311077,0.3380939643311077,0.3,
case_027,3,5,True,487450,487450,12023808,12023808,0.2964964964964965,0.2964964964964965,0.5,
case_028,3,5,True,7991196,7991196,12550656,12550656,0.4413101938300502,0.4413101938300502,5.5,
case_029,3,5,True,9164,9164,67656,67656,0.19490901053562218,0.19490901053562218,0.3,
case_030,3,5,True,560550,560550,11588608,11588608,0.5941848542551633,0.5941848542551633,1.7,
case_031,3,5,True,293738,293738,4816896,4816896,0.32116469733990927,0.32116469733990927,1.0,
case_032,3,5,True,10350,10350,0,0,0.0,0.0,0.3,
case_033,3,5,True,356085,356085,8111232,8111232,0.3682920692358373,0.3682920692358373,0.8,
case_034,3,5,True,164310,164310,4801550,4801550,0.4426779443355683,0.4426779443355683,1.1,
case_035,3,5,True,63503,63503,1160968,1160968,0.5484584710001866,0.5484584710001866,1.0,
case_036,3,5,True,187182,187182,4608,4608,0.0,0.0,0.7,
case_037,3,5,True,43013,43013,1310720,1310720,0.0,0.0,0.3,
case_038,3,5,True,271662,271662,9409536,9409536,0.39381575382975575,0.39381575382975575,1.3,
case_039,3,5,True,302347,302347,11489280,11489280,0.2291889007470651,0.2291889007470651,1.1,
case_040,3,5,True,101948,101948,1931186,1931186,0.20729591856895047,0.20729591856895047,0.9,
case_041,3,5,True,1191841,1191841,40452096,40452096,0.3262737668313147,0.3262737668313147,4.6,
case_042,3,5,True,342039,342039,9689088,9689088,0.38515546639919757,0.38515546639919757,1.0,
case_043,3,5,True,171690,171690,5217408,5217408,0.5394700402205639,0.5394700402205639,1.7,
case_044,3,5,True,40054,40054,3517344,3517344,0.7325354248061111,0.7325354248061111,0.4,
case_045,3,5,True,26088,26088,0,0,0.0,0.0,0.3,
case_046,3,5,True,76653,76653,2213920,2213920,0.6206860489437356,0.6206860489437356,0.3,
case_047,3,5,True,99665,99665,2584600,2584600,0.4200357099152347,0.4200357099152347,2.7,
case_048,3,5,True,142969,142969,1756370,1756370,0.2471475865330614,0.2471475865330614,0.6,
case_049,3,5,True,58817,58817,872740,872740,0.44055489798658976,0.44055489798658976,0.9,
case_050,3,5,True,43605,43605,571290,571290,0.352242966847081,0.352242966847081,0.8,
case_051,3,5,True,344572,344572,2228604,2228604,0.23077049466999505,0.23077049466999505,0.3,
case_052,3,5,True,30397,30397,294912,294912,0.1626417703510366,0.1626417703510366,0.3,
case_053,3,5,True,365951,365951,14846008,14846008,0.29538690802703393,0.29538690802703393,4.2,
case_054,3,5,True,243498,243498,2545234,2545234,0.278644283024219,0.278644283024219,3.5,
case_055,3,5,True,24606,24606,427118,427118,0.337166315608477,0.337166315608477,0.4,
case_056,3,5,True,75480,75480,1454488,1454488,0.5065401365884876,0.5065401365884876,1.4,
case_057,3,5,True,15428,15428,709300,709300,0.6380980027868091,0.6380980027868091,0.3,
case_058,3,5,True,947187,947187,31719424,31719424,0.023501762632197415,0.023501762632197415,4.6,
case_059,3,5,True,150665,150665,4325376,4325376,0.7950757575757575,0.7950757575757575,0.8,
case_060,3,5,True,179018,179018,4039168,4039168,0.47019630179462146,0.47019630179462146,1.0,
case_061,3,5,True,18802,18802,328440,328440,0.2156115513011302,0.2156115513011302,0.4,
case_062,3,5,True,574337,574337,86016,86016,0.0006853226727584238,0.0006853226727584238,3.9,
case_063,3,5,True,213041,213041,367104,367104,0.0008728542333430317,0.0008728542333430317,1.2,
case_064,3,5,True,11227,11227,122098,122098,0.29538175995341726,0.29538175995341726,0.3,
case_065,3,5,True,10499,10499,55296,55296,0.11681727020753994,0.11681727020753994,0.3,
case_066,3,5,True,107074,107074,2476400,2476400,0.3684803367210144,0.3684803367210144,1.2,
case_067,3,5,True,12497325,12497325,17327616,17327616,0.17717790962140012,0.17717790962140012,1.3,
case_068,3,5,True,113021,113021,3538800,3538800,0.23580479442706542,0.23580479442706542,1.1,
case_069,3,5,True,9903,9903,351476,351476,0.4856560115751367,0.4856560115751367,0.3,
case_070,3,5,True,26399,26399,690024,690024,0.259680662837011,0.259680662837011,0.4,
case_071,3,5,True,8425,8425,239056,239056,0.17630740476383197,0.17630740476383197,0.3,
case_072,3,5,True,4776264,4776264,130011184,130011184,0.32523190133475127,0.32523190133475127,11.3,
case_073,3,5,True,1705058,1705058,14886400,14886400,0.7893850214495679,0.7893850214495679,0.9,
case_074,3,5,True,332111,332111,8302592,8302592,0.4695457679728278,0.4695457679728278,0.9,
case_075,3,5,True,362317,362317,6600472,6600472,0.43692305476513676,0.43692305476513676,1.6,
case_076,3,5,True,1230166,1230166,34179072,34179072,0.38748768210509493,0.38748768210509493,15.1,
case_077,3,5,True,114398,114398,1592816,1592816,0.21169619393139052,0.21169619393139052,1.0,
case_078,3,5,True,457569,457569,11371008,11371008,0.35705877827358057,0.35705877827358057,0.4,
case_079,3,5,True,6075472,6075472,47677440,47677440,0.2441611149398882,0.2441611149398882,7.8,
case_080,3,5,True,70042,70042,3538944,3538944,0.4301242236024845,0.4301242236024845,0.4,
case_081,3,5,True,30943,30943,0,0,0.0,0.0,0.7,
case_082,3,5,True,197346,197346,2932248,2932248,0.5189049298370749,0.5189049298370749,1.0,
case_083,3,5,True,184990,184990,3721600,3721600,0.18958848353999386,0.18958848353999386,0.8,
case_084,3,5,True,503472,503472,0,0,0.0,0.0,2.0,
case_085,3,5,True,816273,816273,8300178,8300178,0.5001056445211081,0.5001056445211081,7.8,
case_086,3,5,True,38643,38643,1363698,1363698,0.3823131747552367,0.3823131747552367,0.9,
case_087,3,5,True,894365,894365,6981120,6981120,0.24219158678690003,0.24219158678690003,8.7,
case_088,3,5,True,77530,77530,2451224,2451224,0.20174343950466964,0.20174343950466964,0.8,
case_089,3,5,True,119458,119458,954880,954880,0.0,0.0,0.8,
case_090,3,5,True,259720,259720,6445440,6445440,0.21079156288916562,0.21079156288916562,0.4,
case_091,3,5,True,1884651,1884651,73166848,73166848,0.31283685255253135,0.31283685255253135,14.9,
case_092,3,5,True,771848,771848,3950976,3950976,0.45333520406236005,0.45333520406236005,3.1,
case_093,3,5,True,15876,15876,32768,32768,0.0,0.0,0.2,
case_094,3,5,True,18350,18350,425088,425088,0.4022418162995752,0.4022418162995752,0.3,
case_095,3,5,True,420852,420852,0,0,0.0,0.0,0.9,
case_096,3,5,True,24477,24477,965588,965588,0.5114300055233651,0.5114300055233651,0.4,
case_097,3,5,True,2102250,2102250,21311488,21311488,0.24523466282236103,0.24523466282236103,1.6,
case_098,3,5,True,56819,56819,2001274,2001274,0.3493663347444764,0.3493663347444764,0.4,
case_099,3,5,True,327016,327016,10776576,10776576,0.5496124478295155,0.5496124478295155,1.1,
case_100,3,5,True,46608,46608,2045040,2045040,0.6501327082507713,0.6501327082507713,0.5,
