case,problem,num_cores,label,feasible,makespan,added_copy_bytes,speedup,cached,is_champion,error
case_013,2,5,x3_c0,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c1,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c10,True,66982,24576,3.9406,True,False,
case_013,2,5,x3_c11,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c12,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c13,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c14,True,65224,32768,4.0468,True,False,
case_013,2,5,x3_c15,True,65224,32768,4.0468,True,False,
case_013,2,5,x3_c16,True,65514,32768,4.0289,True,False,
case_013,2,5,x3_c17,True,65224,32768,4.0468,True,False,
case_013,2,5,x3_c2,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c3,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c4,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c5,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c6,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c7,True,54363,32768,4.8553,True,False,
case_013,2,5,x3_c8,True,130487,2799616,2.0228,True,False,
case_013,2,5,x3_c9,True,54363,32768,4.8553,True,False,
case_013,3,2,a_full,True,132198,8192,1.9966,True,True,
case_013,3,2,a_no_balance,True,132198,8192,1.9966,True,False,
case_013,3,2,a_no_cache_aware,True,132198,8192,1.9966,True,False,
case_013,3,2,a_no_comm,True,132198,8192,1.9966,True,False,
case_013,3,2,a_no_level,True,132198,8192,1.9966,True,False,
case_013,3,2,a_no_localsearch,True,132198,8192,1.9966,True,False,
case_013,3,2,a_no_sync,True,132198,8192,1.9966,True,False,
case_013,3,2,b_balance,True,233580,40960,1.13,True,False,
case_013,3,2,b_comm,True,132198,8192,1.9966,True,False,
case_013,3,2,b_random,True,254929,3186688,1.0354,True,False,
case_013,3,2,b_topo,True,200442,65536,1.3168,True,False,
case_013,3,2,c0,True,132198,8192,1.9966,True,False,
case_013,3,2,c1,True,132198,8192,1.9966,True,False,
case_013,3,2,c10,True,263949,0,1.0,True,False,
case_013,3,2,c11,True,132198,8192,1.9966,True,False,
case_013,3,2,c12,True,132198,8192,1.9966,True,False,
case_013,3,2,c13,True,132198,8192,1.9966,True,False,
case_013,3,2,c14,True,183438,1454080,1.4389,True,False,
case_013,3,2,c15,True,184236,1466368,1.4327,True,False,
case_013,3,2,c16,True,183954,1454080,1.4349,True,False,
case_013,3,2,c17,True,183438,1454080,1.4389,True,False,
case_013,3,2,c2,True,132198,8192,1.9966,True,False,
case_013,3,2,c3,True,132198,8192,1.9966,True,False,
case_013,3,2,c4,True,132198,8192,1.9966,True,False,
case_013,3,2,c5,True,132198,8192,1.9966,True,False,
case_013,3,2,c6,True,132198,8192,1.9966,True,False,
case_013,3,2,c7,True,132198,8192,1.9966,True,False,
case_013,3,2,c8,True,132198,8192,1.9966,True,False,
case_013,3,2,c9,True,132198,8192,1.9966,True,False,
case_013,3,2,cross_from_p2,True,132198,8192,1.9966,True,False,
case_013,3,2,g_0.03,True,132198,8192,1.9966,True,False,
case_013,3,2,g_0.06,True,132198,8192,1.9966,True,False,
case_013,3,2,g_0.12,True,132198,8192,1.9966,True,False,
case_013,3,2,g_0.25,True,132198,8192,1.9966,True,False,
case_013,3,2,g_0.5,True,132198,8192,1.9966,True,False,
case_013,3,2,g_1.0,True,132198,8192,1.9966,True,False,
case_013,3,2,g_2.0,True,263949,0,1.0,True,False,
case_013,3,3,a_full,True,88351,16384,2.9875,True,True,
case_013,3,3,a_no_balance,True,88351,16384,2.9875,True,False,
case_013,3,3,a_no_cache_aware,True,88351,16384,2.9875,True,False,
case_013,3,3,a_no_comm,True,89590,61440,2.9462,True,False,
case_013,3,3,a_no_level,True,88351,16384,2.9875,True,False,
case_013,3,3,a_no_localsearch,True,88351,16384,2.9875,True,False,
case_013,3,3,a_no_sync,True,88351,16384,2.9875,True,False,
case_013,3,3,b_balance,True,161252,106496,1.6369,True,False,
case_013,3,3,b_comm,True,88351,16384,2.9875,True,False,
case_013,3,3,b_random,True,219422,4083712,1.2029,True,False,
case_013,3,3,b_topo,True,161252,106496,1.6369,True,False,
case_013,3,3,c0,True,88351,16384,2.9875,True,False,
case_013,3,3,c1,True,88351,16384,2.9875,True,False,
case_013,3,3,c10,True,132198,8192,1.9966,True,False,
case_013,3,3,c11,True,88351,16384,2.9875,True,False,
case_013,3,3,c12,True,88351,16384,2.9875,True,False,
case_013,3,3,c13,True,88351,16384,2.9875,True,False,
case_013,3,3,c14,True,104121,188416,2.535,True,False,
case_013,3,3,c15,True,106053,188416,2.4888,True,False,
case_013,3,3,c16,True,104961,188416,2.5147,True,False,
case_013,3,3,c17,True,104121,188416,2.535,True,False,
case_013,3,3,c2,True,88351,16384,2.9875,True,False,
case_013,3,3,c3,True,88351,16384,2.9875,True,False,
case_013,3,3,c4,True,88351,16384,2.9875,True,False,
case_013,3,3,c5,True,88351,16384,2.9875,True,False,
case_013,3,3,c6,True,88351,16384,2.9875,True,False,
case_013,3,3,c7,True,88351,16384,2.9875,True,False,
case_013,3,3,c8,True,109929,2031616,2.4011,True,False,
case_013,3,3,c9,True,88351,16384,2.9875,True,False,
case_013,3,3,cross_from_p2,True,88351,16384,2.9875,True,False,
case_013,3,3,embed_n2,True,132198,8192,1.9966,True,False,
case_013,3,3,g_0.03,True,88351,16384,2.9875,True,False,
case_013,3,3,g_0.06,True,88351,16384,2.9875,True,False,
case_013,3,3,g_0.12,True,88351,16384,2.9875,True,False,
case_013,3,3,g_0.25,True,88351,16384,2.9875,True,False,
case_013,3,3,g_0.5,True,88351,16384,2.9875,True,False,
case_013,3,3,g_1.0,True,88351,16384,2.9875,True,False,
case_013,3,3,g_2.0,True,88351,16384,2.9875,True,False,
case_013,3,4,a_full,True,66982,24576,3.9406,True,True,
case_013,3,4,a_no_balance,True,66982,24576,3.9406,True,False,
case_013,3,4,a_no_cache_aware,True,66982,24576,3.9406,True,False,
case_013,3,4,a_no_comm,True,67665,114688,3.9008,True,False,
case_013,3,4,a_no_level,True,66982,24576,3.9406,True,False,
case_013,3,4,a_no_localsearch,True,66982,24576,3.9406,True,False,
case_013,3,4,a_no_sync,True,66982,24576,3.9406,True,False,
case_013,3,4,b_balance,True,153022,126976,1.7249,True,False,
case_013,3,4,b_comm,True,66982,24576,3.9406,True,False,
case_013,3,4,b_random,True,198976,4898816,1.3265,True,False,
case_013,3,4,b_topo,True,157186,176128,1.6792,True,False,
case_013,3,4,c0,True,66982,24576,3.9406,True,False,
case_013,3,4,c1,True,66982,24576,3.9406,True,False,
case_013,3,4,c10,True,88351,16384,2.9875,True,False,
case_013,3,4,c11,True,66982,24576,3.9406,True,False,
case_013,3,4,c12,True,66982,24576,3.9406,True,False,
case_013,3,4,c13,True,66982,24576,3.9406,True,False,
case_013,3,4,c14,True,78018,24576,3.3832,True,False,
case_013,3,4,c15,True,81714,24576,3.2302,True,False,
case_013,3,4,c16,True,78098,24576,3.3797,True,False,
case_013,3,4,c17,True,78018,24576,3.3832,True,False,
case_013,3,4,c2,True,66982,24576,3.9406,True,False,
case_013,3,4,c3,True,66982,24576,3.9406,True,False,
case_013,3,4,c4,True,66982,24576,3.9406,True,False,
case_013,3,4,c5,True,66982,24576,3.9406,True,False,
case_013,3,4,c6,True,66982,24576,3.9406,True,False,
case_013,3,4,c7,True,66982,24576,3.9406,True,False,
case_013,3,4,c8,True,113738,2916352,2.3207,True,False,
case_013,3,4,c9,True,66982,24576,3.9406,True,False,
case_013,3,4,cross_from_p2,True,66982,24576,3.9406,True,False,
case_013,3,4,embed_n3,True,88351,16384,2.9875,True,False,
case_013,3,4,g_0.03,True,66982,24576,3.9406,True,False,
case_013,3,4,g_0.06,True,66982,24576,3.9406,True,False,
case_013,3,4,g_0.12,True,66982,24576,3.9406,True,False,
case_013,3,4,g_0.25,True,66982,24576,3.9406,True,False,
case_013,3,4,g_0.5,True,66982,24576,3.9406,True,False,
case_013,3,4,g_1.0,True,66982,24576,3.9406,True,False,
case_013,3,4,g_2.0,True,66982,24576,3.9406,True,False,
case_013,3,5,a_full,True,54363,32768,4.8553,True,True,
case_013,3,5,a_no_balance,True,54363,32768,4.8553,True,False,
case_013,3,5,a_no_cache_aware,True,54363,32768,4.8553,True,False,
case_013,3,5,a_no_comm,True,55083,176128,4.7918,True,False,
case_013,3,5,a_no_level,True,54363,32768,4.8553,True,False,
case_013,3,5,a_no_localsearch,True,54363,32768,4.8553,True,False,
case_013,3,5,a_no_sync,True,54363,32768,4.8553,True,False,
case_013,3,5,b_balance,True,134397,155648,1.964,True,False,
case_013,3,5,b_comm,True,54363,32768,4.8553,True,False,
case_013,3,5,b_random,True,191878,5353472,1.3756,True,False,
case_013,3,5,b_topo,True,94136,163840,2.8039,True,False,
case_013,3,5,c0,True,54363,32768,4.8553,True,False,
case_013,3,5,c1,True,54363,32768,4.8553,True,False,
case_013,3,5,c10,True,66982,24576,3.9406,True,False,
case_013,3,5,c11,True,54363,32768,4.8553,True,False,
case_013,3,5,c12,True,54363,32768,4.8553,True,False,
case_013,3,5,c13,True,54363,32768,4.8553,True,False,
case_013,3,5,c14,True,65224,32768,4.0468,True,False,
case_013,3,5,c15,True,65224,32768,4.0468,True,False,
case_013,3,5,c16,True,65514,32768,4.0289,True,False,
case_013,3,5,c17,True,65224,32768,4.0468,True,False,
case_013,3,5,c2,True,54363,32768,4.8553,True,False,
case_013,3,5,c3,True,54363,32768,4.8553,True,False,
case_013,3,5,c4,True,54363,32768,4.8553,True,False,
case_013,3,5,c5,True,54363,32768,4.8553,True,False,
case_013,3,5,c6,True,54363,32768,4.8553,True,False,
case_013,3,5,c7,True,54363,32768,4.8553,True,False,
case_013,3,5,c8,True,129953,2799616,2.0311,True,False,
case_013,3,5,c9,True,54363,32768,4.8553,True,False,
case_013,3,5,cross_from_p2,True,54363,32768,4.8553,True,False,
case_013,3,5,embed_n4,True,66982,24576,3.9406,True,False,
case_013,3,5,g_0.03,True,54363,32768,4.8553,True,False,
case_013,3,5,g_0.06,True,54363,32768,4.8553,True,False,
case_013,3,5,g_0.12,True,54363,32768,4.8553,True,False,
case_013,3,5,g_0.25,True,54363,32768,4.8553,True,False,
case_013,3,5,g_0.5,True,54363,32768,4.8553,True,False,
case_013,3,5,g_1.0,True,54363,32768,4.8553,True,False,
case_013,3,5,g_2.0,True,54363,32768,4.8553,True,False,
case_014,1,2,a_full,True,8976065,66345888,1.9718,True,False,
case_014,1,2,a_no_cache_aware,True,8976065,66345888,1.9718,True,False,
case_014,1,2,a_no_level,True,8838781,86154144,2.0024,True,True,
case_014,1,2,a_no_localsearch,True,8976065,66345888,1.9718,True,False,
case_014,1,2,a_no_sync,True,8976065,66345888,1.9718,True,False,
case_014,1,2,c0,True,8976065,66345888,1.9718,True,False,
case_014,1,2,c1,True,8904271,76033440,1.9877,True,False,
case_014,1,2,c10,True,17698626,71010720,1.0,True,False,
case_014,1,2,c11,True,17698626,71010720,1.0,True,False,
case_014,1,2,c12,True,8986480,66393504,1.9695,True,False,
case_014,1,2,c13,True,8986480,66393504,1.9695,True,False,
case_014,1,2,c2,True,8986480,66393504,1.9695,True,False,
case_014,1,2,c3,True,8907775,67258272,1.9869,True,False,
case_014,1,2,c4,True,8838781,86154144,2.0024,True,False,
case_014,1,2,c5,True,8838781,86154144,2.0024,True,False,
case_014,1,2,c6,True,8976065,66345888,1.9718,True,False,
case_014,1,2,c7,True,8904271,76033440,1.9877,True,False,
case_014,1,2,c8,True,8909136,76223928,1.9866,True,False,
case_014,1,2,c9,True,8906650,60335904,1.9871,True,False,
case_014,1,2,g_0.03,True,8904271,76033440,1.9877,True,False,
case_014,1,2,g_0.06,True,8904271,76033440,1.9877,True,False,
case_014,1,2,g_0.12,True,8904271,76033440,1.9877,True,False,
case_014,1,2,g_0.25,True,8904271,76033440,1.9877,True,False,
case_014,1,2,g_0.5,True,8976065,66345888,1.9718,True,False,
case_014,1,2,g_1.0,True,8976065,66345888,1.9718,True,False,
case_014,1,3,a_full,True,6001237,83601312,2.9492,True,False,
case_014,1,3,a_no_cache_aware,True,6001237,83601312,2.9492,True,False,
case_014,1,3,a_no_level,True,6212035,163914144,2.8491,True,False,
case_014,1,3,a_no_localsearch,True,6001237,83601312,2.9492,True,False,
case_014,1,3,a_no_sync,True,6001237,83601312,2.9492,True,False,
case_014,1,3,c0,True,6001237,83601312,2.9492,True,False,
case_014,1,3,c1,True,6001237,83601312,2.9492,True,False,
case_014,1,3,c10,True,8976065,66345888,1.9718,True,False,
case_014,1,3,c11,True,17698626,71010720,1.0,True,False,
case_014,1,3,c12,True,5983408,83403168,2.958,True,False,
case_014,1,3,c13,True,5983408,83403168,2.958,True,False,
case_014,1,3,c2,True,5983408,83403168,2.958,True,False,
case_014,1,3,c3,True,5997925,69715872,2.9508,True,False,
case_014,1,3,c4,True,6212035,163914144,2.8491,True,False,
case_014,1,3,c5,True,6210940,163914144,2.8496,True,False,
case_014,1,3,c6,True,6014868,63679392,2.9425,True,False,
case_014,1,3,c7,True,6001237,83601312,2.9492,True,False,
case_014,1,3,c8,True,5979998,81345584,2.9596,True,True,
case_014,1,3,c9,True,5986814,84962464,2.9563,True,False,
case_014,1,3,embed_n2,True,8838781,86154144,2.0024,True,False,
case_014,1,3,g_0.06,True,6001237,83601312,2.9492,True,False,
case_014,1,3,g_0.12,True,6001237,83601312,2.9492,True,False,
case_014,1,3,g_0.25,True,6001237,83601312,2.9492,True,False,
case_014,1,3,g_0.5,True,6014868,63679392,2.9425,True,False,
case_014,1,3,g_1.0,True,6014868,63679392,2.9425,True,False,
case_014,1,3,g_2.0,True,6014868,63679392,2.9425,True,False,
case_014,1,4,a_full,True,4577787,89273760,3.8662,True,False,
case_014,1,4,a_no_cache_aware,True,4577787,89273760,3.8662,True,False,
case_014,1,4,a_no_level,True,4778273,163914144,3.704,True,False,
case_014,1,4,a_no_localsearch,True,4577787,89273760,3.8662,True,False,
case_014,1,4,a_no_sync,True,4577787,89273760,3.8662,True,False,
case_014,1,4,c0,True,4577787,89273760,3.8662,True,False,
case_014,1,4,c1,True,4577787,89273760,3.8662,True,False,
case_014,1,4,c10,True,6001237,83601312,2.9492,True,False,
case_014,1,4,c11,True,8976065,66345888,1.9718,True,False,
case_014,1,4,c12,True,4575742,89218464,3.8679,True,False,
case_014,1,4,c13,True,4575742,89218464,3.8679,True,False,
case_014,1,4,c2,True,4575742,89218464,3.8679,True,False,
case_014,1,4,c3,True,4569939,69468576,3.8728,True,False,
case_014,1,4,c4,True,4778273,163914144,3.704,True,False,
case_014,1,4,c5,True,4772371,163914144,3.7086,True,False,
case_014,1,4,c6,True,4581090,61787040,3.8634,True,False,
case_014,1,4,c7,True,4577787,89273760,3.8662,True,False,
case_014,1,4,c8,True,4550367,87725584,3.8895,True,False,
case_014,1,4,c9,True,4567301,91808352,3.8751,True,False,
case_014,1,4,embed_n3,True,5979998,81345584,2.9596,True,False,
case_014,1,4,g_0.03,True,4543341,90386328,3.8955,True,True,
case_014,1,4,g_0.06,True,4577787,89273760,3.8662,True,False,
case_014,1,4,g_0.12,True,4577787,89273760,3.8662,True,False,
case_014,1,4,g_0.25,True,4577787,89273760,3.8662,True,False,
case_014,1,4,g_0.5,True,4577787,89273760,3.8662,True,False,
case_014,1,4,g_1.0,True,4581090,61787040,3.8634,True,False,
case_014,1,4,g_2.0,True,4581090,61787040,3.8634,True,False,
case_014,1,5,a_full,True,3752694,92875680,4.7162,True,False,
case_014,1,5,a_no_cache_aware,True,3752694,92875680,4.7162,True,False,
case_014,1,5,a_no_level,True,3958078,163914144,4.4715,True,False,
case_014,1,5,a_no_localsearch,True,3752694,92875680,4.7162,True,False,
case_014,1,5,a_no_sync,True,3752694,92875680,4.7162,True,False,
case_014,1,5,c0,True,3752694,92875680,4.7162,True,False,
case_014,1,5,c1,True,3752694,92875680,4.7162,True,False,
case_014,1,5,c10,True,4577787,89273760,3.8662,True,False,
case_014,1,5,c11,True,8976065,66345888,1.9718,True,False,
case_014,1,5,c12,True,3762727,93199776,4.7037,True,False,
case_014,1,5,c13,True,3762727,93199776,4.7037,True,False,
case_014,1,5,c2,True,3762727,93199776,4.7037,True,False,
case_014,1,5,c3,True,3722693,70838688,4.7543,True,True,
case_014,1,5,c4,True,3958078,163914144,4.4715,True,False,
case_014,1,5,c5,True,3962706,163914144,4.4663,True,False,
case_014,1,5,c6,True,3752694,92875680,4.7162,True,False,
case_014,1,5,c7,True,3752694,92875680,4.7162,True,False,
case_014,1,5,c8,True,3995639,98978336,4.4295,True,False,
case_014,1,5,c9,True,3746634,99949348,4.7239,True,False,
case_014,1,5,embed_n4,True,4543341,90386328,3.8955,True,False,
case_014,1,5,g_0.06,True,3752694,92875680,4.7162,True,False,
case_014,1,5,g_0.12,True,3752694,92875680,4.7162,True,False,
case_014,1,5,g_0.25,True,3752694,92875680,4.7162,True,False,
case_014,1,5,g_0.5,True,3752694,92875680,4.7162,True,False,
case_014,2,2,a_full,True,8976065,66345888,1.9718,True,False,
case_014,2,2,a_no_balance,True,9831059,65918880,1.8003,True,False,
case_014,2,2,a_no_cache_aware,True,8976065,66345888,1.9718,True,False,
case_014,2,2,a_no_comm,True,8912108,71557536,1.9859,True,False,
case_014,2,2,a_no_level,True,8980081,57659808,1.9709,True,False,
case_014,2,2,a_no_localsearch,True,8976065,66345888,1.9718,True,False,
case_014,2,2,a_no_sync,True,8976065,66345888,1.9718,True,False,
case_014,2,2,b_balance,True,13224814,83263392,1.3383,True,False,
case_014,2,2,b_comm,True,9857727,58347936,1.7954,True,False,
case_014,2,2,b_random,True,19076955,342364164,0.9277,True,False,
case_014,2,2,b_topo,True,11230604,82602912,1.5759,True,False,
case_014,2,2,c0,True,8976065,66345888,1.9718,True,False,
case_014,2,2,c1,True,8904271,76033440,1.9877,True,True,
case_014,2,2,c10,True,17698626,71010720,1.0,True,False,
case_014,2,2,c11,True,8976065,66345888,1.9718,True,False,
case_014,2,2,c12,True,8986480,66393504,1.9695,True,False,
case_014,2,2,c13,True,8986480,66393504,1.9695,True,False,
case_014,2,2,c14,True,13053629,351705600,1.3558,True,False,
case_014,2,2,c15,True,13054659,351705600,1.3557,True,False,
case_014,2,2,c16,True,13053227,351705600,1.3559,True,False,
case_014,2,2,c17,True,12929618,359456256,1.3688,True,False,
case_014,2,2,c2,True,8986480,66393504,1.9695,True,False,
case_014,2,2,c3,True,8907775,67258272,1.9869,True,False,
case_014,2,2,c4,True,8980081,57659808,1.9709,True,False,
case_014,2,2,c5,True,9003865,57645984,1.9657,True,False,
case_014,2,2,c6,True,8976065,66345888,1.9718,True,False,
case_014,2,2,c7,True,8904271,76033440,1.9877,True,False,
case_014,2,2,c8,True,8909136,76223928,1.9866,True,False,
case_014,2,2,c9,True,8991793,61484808,1.9683,True,False,
case_014,2,2,cross_from_p3,True,8904271,76033440,1.9877,True,False,
case_014,2,2,g_0.03,True,8904271,76033440,1.9877,True,False,
case_014,2,2,g_0.06,True,8904271,76033440,1.9877,True,False,
case_014,2,2,g_0.12,True,8904271,76033440,1.9877,True,False,
case_014,2,2,g_0.25,True,8904271,76033440,1.9877,True,False,
case_014,2,2,g_0.5,True,8976065,66345888,1.9718,True,False,
case_014,2,2,g_1.0,True,8976065,66345888,1.9718,True,False,
case_014,2,2,g_2.0,True,14843802,68319648,1.1923,True,False,
case_014,2,2,x3_c0,True,8976065,66345888,1.9718,True,False,
case_014,2,2,x3_c1,True,8904271,76033440,1.9877,True,False,
case_014,2,2,x3_c10,True,17698626,71010720,1.0,True,False,
case_014,2,2,x3_c11,True,8976065,66345888,1.9718,True,False,
case_014,2,2,x3_c12,True,8986480,66393504,1.9695,True,False,
case_014,2,2,x3_c13,True,8986480,66393504,1.9695,True,False,
case_014,2,2,x3_c14,True,13053629,351705600,1.3558,True,False,
case_014,2,2,x3_c15,True,13054659,351705600,1.3557,True,False,
case_014,2,2,x3_c16,True,13053227,351705600,1.3559,True,False,
case_014,2,2,x3_c17,True,12929618,359456256,1.3688,True,False,
case_014,2,2,x3_c2,True,8986480,66393504,1.9695,True,False,
case_014,2,2,x3_c3,True,8907775,67258272,1.9869,True,False,
case_014,2,2,x3_c4,True,8980081,57659808,1.9709,True,False,
case_014,2,2,x3_c5,True,9003865,57645984,1.9657,True,False,
case_014,2,2,x3_c6,True,8976065,66345888,1.9718,True,False,
case_014,2,2,x3_c7,True,8904271,76033440,1.9877,True,False,
case_014,2,2,x3_c8,True,8909136,76223928,1.9866,True,False,
case_014,2,2,x3_c9,True,8991793,61484808,1.9683,True,False,
case_014,2,3,a_full,True,6001237,83601312,2.9492,True,False,
case_014,2,3,a_no_balance,True,6093188,83400096,2.9047,True,False,
case_014,2,3,a_no_cache_aware,True,6001237,83601312,2.9492,True,False,
case_014,2,3,a_no_comm,True,6020358,73370016,2.9398,True,False,
case_014,2,3,a_no_level,True,5984916,81283488,2.9572,True,False,
case_014,2,3,a_no_localsearch,True,6001237,83601312,2.9492,True,False,
case_014,2,3,a_no_sync,True,6001237,83601312,2.9492,True,False,
case_014,2,3,b_balance,True,13763532,84274080,1.2859,True,False,
case_014,2,3,b_comm,True,6114150,81195936,2.8947,True,False,
case_014,2,3,b_random,True,18720173,367402740,0.9454,True,False,
case_014,2,3,b_topo,True,10040385,86333856,1.7627,True,False,
case_014,2,3,c0,True,6001237,83601312,2.9492,True,False,
case_014,2,3,c1,True,6001237,83601312,2.9492,True,False,
case_014,2,3,c10,True,8976065,66345888,1.9718,True,False,
case_014,2,3,c11,True,6001237,83601312,2.9492,True,False,
case_014,2,3,c12,True,5983408,83403168,2.958,True,False,
case_014,2,3,c13,True,5983408,83403168,2.958,True,False,
case_014,2,3,c14,True,9609037,356797440,1.8419,True,False,
case_014,2,3,c15,True,9621928,356797440,1.8394,True,False,
case_014,2,3,c16,True,9564959,356797440,1.8504,True,False,
case_014,2,3,c17,True,9609037,356797440,1.8419,True,False,
case_014,2,3,c2,True,5983408,83403168,2.958,True,False,
case_014,2,3,c3,True,5997925,69715872,2.9508,True,False,
case_014,2,3,c4,True,5984916,81283488,2.9572,True,False,
case_014,2,3,c5,True,6010452,80870304,2.9446,True,False,
case_014,2,3,c6,True,6014868,63679392,2.9425,True,False,
case_014,2,3,c7,True,6001237,83601312,2.9492,True,False,
case_014,2,3,c8,True,5933771,80019536,2.9827,True,True,
case_014,2,3,c9,True,6012186,82704288,2.9438,True,False,
case_014,2,3,cross_from_p3,True,5933771,80019536,2.9827,True,False,
case_014,2,3,embed_n2,True,8904271,76033440,1.9877,True,False,
case_014,2,3,g_0.03,True,6002798,83839656,2.9484,True,False,
case_014,2,3,g_0.06,True,6001237,83601312,2.9492,True,False,
case_014,2,3,g_0.12,True,6001237,83601312,2.9492,True,False,
case_014,2,3,g_0.25,True,6001237,83601312,2.9492,True,False,
case_014,2,3,g_0.5,True,6014868,63679392,2.9425,True,False,
case_014,2,3,g_1.0,True,6014868,63679392,2.9425,True,False,
case_014,2,3,g_2.0,True,6014868,63679392,2.9425,True,False,
case_014,2,3,x3_c0,True,6001237,83601312,2.9492,True,False,
case_014,2,3,x3_c1,True,6001237,83601312,2.9492,True,False,
case_014,2,3,x3_c10,True,8976065,66345888,1.9718,True,False,
case_014,2,3,x3_c11,True,6001237,83601312,2.9492,True,False,
case_014,2,3,x3_c12,True,5983408,83403168,2.958,True,False,
case_014,2,3,x3_c13,True,5983408,83403168,2.958,True,False,
case_014,2,3,x3_c14,True,9609037,356797440,1.8419,True,False,
case_014,2,3,x3_c15,True,9621928,356797440,1.8394,True,False,
case_014,2,3,x3_c16,True,9564959,356797440,1.8504,True,False,
case_014,2,3,x3_c17,True,9609037,356797440,1.8419,True,False,
case_014,2,3,x3_c2,True,5983408,83403168,2.958,True,False,
case_014,2,3,x3_c3,True,5997925,69715872,2.9508,True,False,
case_014,2,3,x3_c4,True,5984916,81283488,2.9572,True,False,
case_014,2,3,x3_c5,True,6010452,80870304,2.9446,True,False,
case_014,2,3,x3_c6,True,6014868,63679392,2.9425,True,False,
case_014,2,3,x3_c7,True,6001237,83601312,2.9492,True,False,
case_014,2,3,x3_c8,True,5933771,80019536,2.9827,True,False,
case_014,2,3,x3_c9,True,6012186,82704288,2.9438,True,False,
case_014,2,4,a_full,True,4577787,89273760,3.8662,True,False,
case_014,2,4,a_no_balance,True,4685727,89329056,3.7771,True,False,
case_014,2,4,a_no_cache_aware,True,4577787,89273760,3.8662,True,False,
case_014,2,4,a_no_comm,True,4578372,74806176,3.8657,True,False,
case_014,2,4,a_no_level,True,4604615,86306208,3.8437,True,False,
case_014,2,4,a_no_localsearch,True,4577787,89273760,3.8662,True,False,
case_014,2,4,a_no_sync,True,4577787,89273760,3.8662,True,False,
case_014,2,4,b_balance,True,12691855,86169504,1.3945,True,False,
case_014,2,4,b_comm,True,4721163,86161824,3.7488,True,False,
case_014,2,4,b_random,True,17555446,386398624,1.0082,True,False,
case_014,2,4,b_topo,True,12219977,87129504,1.4483,True,False,
case_014,2,4,c0,True,4577787,89273760,3.8662,True,False,
case_014,2,4,c1,True,4577787,89273760,3.8662,True,False,
case_014,2,4,c10,True,6001237,83601312,2.9492,True,False,
case_014,2,4,c11,True,4577787,89273760,3.8662,True,False,
case_014,2,4,c12,True,4575742,89218464,3.8679,True,False,
case_014,2,4,c13,True,4575742,89218464,3.8679,True,False,
case_014,2,4,c14,True,7987356,352905216,2.2158,True,False,
case_014,2,4,c15,True,7999541,352905216,2.2125,True,False,
case_014,2,4,c16,True,7986202,352905216,2.2162,True,False,
case_014,2,4,c17,True,7987356,352905216,2.2158,True,False,
case_014,2,4,c2,True,4575742,89218464,3.8679,True,False,
case_014,2,4,c3,True,4569939,69468576,3.8728,True,False,
case_014,2,4,c4,True,4604615,86306208,3.8437,True,False,
case_014,2,4,c5,True,4602295,86042016,3.8456,True,False,
case_014,2,4,c6,True,4581090,61787040,3.8634,True,False,
case_014,2,4,c7,True,4577787,89273760,3.8662,True,False,
case_014,2,4,c8,True,4511152,87805200,3.9233,True,True,
case_014,2,4,c9,True,4596898,88152480,3.8501,True,False,
case_014,2,4,cross_from_p3,True,4511152,87805200,3.9233,True,False,
case_014,2,4,embed_n3,True,5933771,80019536,2.9827,True,False,
case_014,2,4,g_0.03,True,4543341,90386328,3.8955,True,False,
case_014,2,4,g_0.06,True,4577787,89273760,3.8662,True,False,
case_014,2,4,g_0.12,True,4577787,89273760,3.8662,True,False,
case_014,2,4,g_0.25,True,4577787,89273760,3.8662,True,False,
case_014,2,4,g_0.5,True,4577787,89273760,3.8662,True,False,
case_014,2,4,g_1.0,True,4581090,61787040,3.8634,True,False,
case_014,2,4,g_2.0,True,4581090,61787040,3.8634,True,False,
case_014,2,4,x3_c0,True,4577787,89273760,3.8662,True,False,
case_014,2,4,x3_c1,True,4577787,89273760,3.8662,True,False,
case_014,2,4,x3_c10,True,6001237,83601312,2.9492,True,False,
case_014,2,4,x3_c11,True,4577787,89273760,3.8662,True,False,
case_014,2,4,x3_c12,True,4575742,89218464,3.8679,True,False,
case_014,2,4,x3_c13,True,4575742,89218464,3.8679,True,False,
case_014,2,4,x3_c14,True,7987356,352905216,2.2158,True,False,
case_014,2,4,x3_c15,True,7999541,352905216,2.2125,True,False,
case_014,2,4,x3_c16,True,7986202,352905216,2.2162,True,False,
case_014,2,4,x3_c17,True,7987356,352905216,2.2158,True,False,
case_014,2,4,x3_c2,True,4575742,89218464,3.8679,True,False,
case_014,2,4,x3_c3,True,4569939,69468576,3.8728,True,False,
case_014,2,4,x3_c4,True,4604615,86306208,3.8437,True,False,
case_014,2,4,x3_c5,True,4602295,86042016,3.8456,True,False,
case_014,2,4,x3_c6,True,4581090,61787040,3.8634,True,False,
