case,problem,eval_problem,num_cores,algorithm,variant,seed,runtime_s,eval_s,feasible,makespan,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,scheduled_copy_bytes,cache_hit_rate,cache_hit_bytes,n_subgraphs,baseline_makespan,error,speedup
case_094,2,2,4,capls,2.0,0,0.026,0.105,True,27634,318816,318816,0,845508,,,4,94892,,3.4338857928638635
case_094,3,3,4,capls,0.03,0,0.127,0.152,True,37287,924736,924736,0,1451428,0.202648813855334,222784,12,94892,,2.5449084131198543
case_094,3,3,4,capls,0.06,0,0.079,0.14,True,38006,881504,881504,0,1408196,0.271357519016969,296800,11,94892,,2.4967636688943853
case_094,3,3,4,capls,0.12,0,0.076,0.166,True,33381,904032,904032,0,1430724,0.2461445505811946,273760,10,94892,,2.8426949462268953
case_094,3,3,4,capls,0.25,0,0.042,0.122,True,36320,744288,744288,0,1270980,0.18348595470857568,189792,11,94892,,2.6126651982378855
case_094,3,3,4,capls,0.5,0,0.027,0.376,True,27634,318816,318816,0,845508,0.2751903450510287,217440,4,94892,,3.4338857928638635
case_094,3,3,4,capls,1.0,0,0.027,0.376,True,27634,318816,318816,0,845508,0.2751903450510287,217440,4,94892,,3.4338857928638635
case_094,3,3,4,capls,2.0,0,0.027,0.376,True,27634,318816,318816,0,845508,0.2751903450510287,217440,4,94892,,3.4338857928638635
case_094,1,1,4,capls,0.03,0,0.124,0.142,True,41809,949352,949352,0,1476044,,,12,94892,,2.2696548590016503
case_094,1,1,4,capls,0.06,0,0.102,0.146,True,40050,662084,662084,0,1188776,,,10,94892,,2.369338327091136
case_094,1,1,4,capls,0.12,0,0.068,0.142,True,35426,650304,650304,0,1176996,,,11,94892,,2.678597640151301
case_094,1,1,4,capls,0.25,0,0.066,0.167,True,33656,654404,654404,0,1181096,,,11,94892,,2.8194675540765393
case_094,1,1,4,capls,0.5,0,0.026,0.167,True,27634,318816,318816,0,845508,,,4,94892,,3.4338857928638635
case_094,1,1,4,capls,1.0,0,0.026,0.167,True,27634,318816,318816,0,845508,,,4,94892,,3.4338857928638635
case_094,1,1,4,capls,2.0,0,0.027,0.167,True,27634,318816,318816,0,845508,,,4,94892,,3.4338857928638635
case_042,1,1,4,capls,0.03,0,0.423,5.989,True,522816,16105568,15945824,159744,18494532,,,8,1686740,,3.226259334067817
case_042,1,1,4,capls,0.06,0,0.246,9.793,True,441521,8727648,6150240,2577408,11116612,,,7,1686740,,3.8202939384536636
case_042,1,1,4,capls,0.12,0,0.243,8.845,True,434592,8503584,5926176,2577408,10892548,,,4,1686740,,3.8812035196230026
case_042,1,1,4,capls,0.25,0,0.228,8.845,True,434592,8503584,5926176,2577408,10892548,,,4,1686740,,3.8812035196230026
case_042,1,1,4,capls,0.5,0,0.234,8.845,True,434592,8503584,5926176,2577408,10892548,,,4,1686740,,3.8812035196230026
case_042,1,1,4,capls,1.0,0,0.213,5.087,True,498756,7065600,3741696,3323904,9454564,,,4,1686740,,3.381894152651798
case_042,1,1,4,capls,2.0,0,0.202,5.087,True,498756,7065600,3741696,3323904,9454564,,,4,1686740,,3.381894152651798
case_095,1,1,4,capls,0.03,0,0.134,2.364,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,1,1,4,capls,0.06,0,0.135,2.364,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,1,1,4,capls,0.12,0,0.188,2.364,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,1,1,4,capls,0.25,0,0.133,2.364,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,1,1,4,capls,0.5,0,0.135,2.364,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,1,1,4,capls,1.0,0,0.143,2.364,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,1,1,4,capls,2.0,0,0.138,2.364,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,2,2,4,capls,0.03,0,0.132,1.835,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,2,2,4,capls,0.06,0,0.128,1.835,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,2,2,4,capls,0.12,0,0.201,1.835,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,2,2,4,capls,0.25,0,0.129,1.835,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,2,2,4,capls,0.5,0,0.134,1.835,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,2,2,4,capls,1.0,0,0.149,1.835,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,2,2,4,capls,2.0,0,0.136,1.835,True,524422,0,0,0,11355036,,,4,2084853,,3.9755254356224565
case_095,3,3,4,capls,0.03,0,0.13,1.476,True,524422,0,0,0,11355036,0.0,0,4,2084853,,3.9755254356224565
case_095,3,3,4,capls,0.06,0,0.131,1.476,True,524422,0,0,0,11355036,0.0,0,4,2084853,,3.9755254356224565
case_095,3,3,4,capls,0.12,0,0.131,1.476,True,524422,0,0,0,11355036,0.0,0,4,2084853,,3.9755254356224565
case_095,3,3,4,capls,0.25,0,0.132,1.476,True,524422,0,0,0,11355036,0.0,0,4,2084853,,3.9755254356224565
case_095,3,3,4,capls,0.5,0,0.134,1.476,True,524422,0,0,0,11355036,0.0,0,4,2084853,,3.9755254356224565
case_095,3,3,4,capls,1.0,0,0.214,1.476,True,524422,0,0,0,11355036,0.0,0,4,2084853,,3.9755254356224565
case_095,3,3,4,capls,2.0,0,0.131,1.476,True,524422,0,0,0,11355036,0.0,0,4,2084853,,3.9755254356224565
case_100,2,2,4,capls,0.03,0,0.245,0.246,True,67794,1078640,1078640,0,1533238,,,30,151223,,2.230625129067469
case_100,2,2,4,capls,0.06,0,0.143,0.375,True,68104,1073710,1073710,0,1528308,,,28,151223,,2.220471631622225
case_100,2,2,4,capls,0.12,0,0.195,0.241,True,75312,1092364,1092364,0,1546962,,,28,151223,,2.0079535797748034
case_100,2,2,4,capls,0.25,0,0.185,0.272,True,74722,1034346,1034346,0,1488944,,,17,151223,,2.023808249243864
case_100,2,2,4,capls,0.5,0,0.122,0.25,True,76581,849424,849424,0,1304022,,,8,151223,,1.9746804037555008
case_100,2,2,4,capls,1.0,0,0.111,0.25,True,76581,849424,849424,0,1304022,,,8,151223,,1.9746804037555008
case_100,2,2,4,capls,2.0,0,0.041,0.188,True,58085,0,0,0,454598,,,4,151223,,2.603477662047
case_100,1,1,4,capls,0.03,0,0.22,0.41,True,87232,1864310,1864310,0,2318908,,,26,151223,,1.7335725421863537
case_100,1,1,4,capls,0.06,0,0.192,0.475,True,89678,1583374,1583374,0,2037972,,,25,151223,,1.686288721871585
case_100,1,1,4,capls,0.12,0,0.205,0.353,True,90853,1792756,1792756,0,2247354,,,27,151223,,1.6644799841502207
case_100,1,1,4,capls,0.25,0,0.182,0.43,True,87181,1797224,1797224,0,2251822,,,17,151223,,1.7345866645255275
case_100,1,1,4,capls,0.5,0,0.117,0.438,True,79313,1078800,1078800,0,1533398,,,8,151223,,1.906660950915991
case_100,1,1,4,capls,1.0,0,0.113,0.438,True,79313,1078800,1078800,0,1533398,,,8,151223,,1.906660950915991
case_100,1,1,4,capls,2.0,0,0.04,0.446,True,58085,0,0,0,454598,,,4,151223,,2.603477662047
case_100,3,3,4,capls,0.03,0,0.252,0.265,True,70415,1501886,1501886,0,1956484,0.4214713122540189,625616,37,151223,,2.147596392814031
case_100,3,3,4,capls,0.06,0,0.154,0.39,True,70165,1598492,1598492,0,2053090,0.5156306033744407,836820,45,151223,,2.1552483431910496
case_100,3,3,4,capls,0.12,0,0.088,0.256,True,68374,1509924,1509924,0,1964522,0.5680215896584664,938316,31,151223,,2.2117032790241904
case_100,3,3,4,capls,0.25,0,0.141,0.906,True,69294,1638406,1638406,0,2093004,0.5161787773571812,856896,25,151223,,2.182339019251306
case_100,3,3,4,capls,0.5,0,0.112,0.258,True,76581,849424,849424,0,1304022,0.6177831093601945,794112,8,151223,,1.9746804037555008
case_100,3,3,4,capls,1.0,0,0.114,0.258,True,76581,849424,849424,0,1304022,0.6177831093601945,794112,8,151223,,1.9746804037555008
case_100,3,3,4,capls,2.0,0,0.042,0.309,True,58085,0,0,0,454598,0.0,0,4,151223,,2.603477662047
case_079,1,1,4,capls,0.03,0,0.906,58.481,True,7635624,30445568,10948608,19496960,39796736,,,4,31052251,,4.066760097144647
case_079,1,1,4,capls,0.06,0,1.009,58.481,True,7635624,30445568,10948608,19496960,39796736,,,4,31052251,,4.066760097144647
case_079,1,1,4,capls,0.12,0,0.863,58.481,True,7635624,30445568,10948608,19496960,39796736,,,4,31052251,,4.066760097144647
case_079,1,1,4,capls,0.25,0,0.795,81.895,True,8584580,32768000,6488064,26279936,42119168,,,4,31052251,,3.6172126067903148
case_079,1,1,4,capls,0.5,0,0.82,81.895,True,8584580,32768000,6488064,26279936,42119168,,,4,31052251,,3.6172126067903148
case_079,1,1,4,capls,1.0,0,0.833,81.895,True,8584580,32768000,6488064,26279936,42119168,,,4,31052251,,3.6172126067903148
case_079,1,1,4,capls,2.0,0,0.71,81.895,True,8584580,32768000,6488064,26279936,42119168,,,4,31052251,,3.6172126067903148
case_079,2,2,4,capls,0.03,0,0.925,9.705,True,7635624,30445568,10948608,19496960,39796736,,,4,31052251,,4.066760097144647
case_079,2,2,4,capls,0.06,0,0.958,9.705,True,7635624,30445568,10948608,19496960,39796736,,,4,31052251,,4.066760097144647
case_079,2,2,4,capls,0.12,0,0.867,9.705,True,7635624,30445568,10948608,19496960,39796736,,,4,31052251,,4.066760097144647
case_079,2,2,4,capls,0.25,0,0.836,9.187,True,8584580,32768000,6488064,26279936,42119168,,,4,31052251,,3.6172126067903148
case_079,2,2,4,capls,0.5,0,0.818,9.187,True,8584580,32768000,6488064,26279936,42119168,,,4,31052251,,3.6172126067903148
case_079,2,2,4,capls,1.0,0,0.782,9.187,True,8584580,32768000,6488064,26279936,42119168,,,4,31052251,,3.6172126067903148
case_079,2,2,4,capls,2.0,0,0.715,9.187,True,8584580,32768000,6488064,26279936,42119168,,,4,31052251,,3.6172126067903148
case_079,3,3,4,capls,0.03,0,0.88,8.509,True,7635624,30445568,10948608,19496960,39796736,0.0,0,4,31052251,,4.066760097144647
case_079,3,3,4,capls,0.06,0,0.989,8.509,True,7635624,30445568,10948608,19496960,39796736,0.0,0,4,31052251,,4.066760097144647
case_079,3,3,4,capls,0.12,0,0.955,8.509,True,7635624,30445568,10948608,19496960,39796736,0.0,0,4,31052251,,4.066760097144647
case_079,3,3,4,capls,0.25,0,0.782,9.212,True,8579892,32768000,6488064,26279936,42119168,0.09703790211275082,3743744,4,31052251,,3.6191890294190183
case_079,3,3,4,capls,0.5,0,0.814,9.212,True,8579892,32768000,6488064,26279936,42119168,0.09703790211275082,3743744,4,31052251,,3.6191890294190183
case_079,3,3,4,capls,1.0,0,0.798,9.212,True,8579892,32768000,6488064,26279936,42119168,0.09703790211275082,3743744,4,31052251,,3.6191890294190183
case_079,3,3,4,capls,2.0,0,0.795,9.212,True,8579892,32768000,6488064,26279936,42119168,0.09703790211275082,3743744,4,31052251,,3.6191890294190183
case_086,2,2,4,capls,0.03,0,1.255,1.831,True,84845,2313490,2313490,0,2651512,,,106,118403,,1.395521244622547
case_086,2,2,4,capls,0.06,0,1.281,2.766,True,89266,2420946,2420946,0,2758968,,,89,118403,,1.326406470548697
case_086,2,2,4,capls,0.12,0,1.17,2.766,True,89266,2420946,2420946,0,2758968,,,89,118403,,1.326406470548697
case_086,2,2,4,capls,0.25,0,0.533,1.166,True,57534,905778,905778,0,1243800,,,33,118403,,2.05796572461501
case_086,2,2,4,capls,0.5,0,0.57,1.166,True,57534,905778,905778,0,1243800,,,33,118403,,2.05796572461501
case_086,2,2,4,capls,1.0,0,0.201,1.177,True,121646,557200,557200,0,895222,,,9,118403,,0.9733406770465121
case_086,2,2,4,capls,2.0,0,0.18,1.592,True,119913,201126,201126,0,539148,,,7,118403,,0.9874075371310868
case_086,3,3,4,capls,0.03,0,1.276,2.164,True,80892,2573842,2573842,0,2911864,0.38648862277594415,690414,104,118403,,1.46371705483855
case_086,3,3,4,capls,0.06,0,1.247,1.718,True,83667,2533650,2533650,0,2871672,0.3652217635228115,634846,101,118403,,1.4151696606786428
case_086,3,3,4,capls,0.12,0,1.163,1.718,True,83667,2533650,2533650,0,2871672,0.3652217635228115,634846,101,118403,,1.4151696606786428
case_086,3,3,4,capls,0.25,0,0.251,2.195,True,58427,1156626,1156626,0,1494648,0.44307036579010817,455728,33,118403,,2.0265117154740104
case_086,3,3,4,capls,0.5,0,0.261,2.195,True,58427,1156626,1156626,0,1494648,0.44307036579010817,455728,33,118403,,2.0265117154740104
case_086,3,3,4,capls,1.0,0,0.187,1.261,True,121641,557200,557200,0,895222,0.17358469645777574,112720,9,118403,,0.9733806857885088
case_086,3,3,4,capls,2.0,0,0.19,1.467,True,119913,201126,201126,0,539148,0.07475956927966682,32742,7,118403,,0.9874075371310868
case_077,1,1,4,capls,0.03,0,0.726,1.527,True,218291,5086510,5086510,0,7227870,,,89,495320,,2.2690811806258617
case_077,1,1,4,capls,0.06,0,0.81,1.58,True,209964,4240700,4240700,0,6382060,,,91,495320,,2.3590710788516125
case_077,1,1,4,capls,0.12,0,0.743,1.916,True,223375,2955648,2955648,0,5097008,,,113,495320,,2.2174370453273644
case_077,1,1,4,capls,0.25,0,0.263,1.713,True,166172,1353166,1353166,0,3494526,,,38,495320,,2.9807669162073034
case_077,1,1,4,capls,0.5,0,0.262,1.713,True,166172,1353166,1353166,0,3494526,,,38,495320,,2.9807669162073034
case_077,1,1,4,capls,1.0,0,0.152,3.808,True,145044,172032,172032,0,2313392,,,4,495320,,3.4149637351424396
case_077,1,1,4,capls,2.0,0,0.14,3.808,True,145044,172032,172032,0,2313392,,,4,495320,,3.4149637351424396
case_066,1,1,4,capls,0.03,0,1.39,1.996,True,249660,3983462,3983462,0,5090496,,,107,359070,,1.4382360009613073
case_066,1,1,4,capls,0.06,0,1.317,2.098,True,257164,3598522,3598522,0,4705556,,,91,359070,,1.3962685290320573
case_066,1,1,4,capls,0.12,0,1.333,2.147,True,248239,3759908,3759908,0,4866942,,,97,359070,,1.446468927122652
case_066,1,1,4,capls,0.25,0,1.347,2.147,True,248239,3759908,3759908,0,4866942,,,97,359070,,1.446468927122652
case_066,1,1,4,capls,0.5,0,0.344,2.927,True,164803,2102704,2102704,0,3209738,,,40,359070,,2.1787831532192983
case_066,1,1,4,capls,1.0,0,0.324,2.927,True,164803,2102704,2102704,0,3209738,,,40,359070,,2.1787831532192983
case_066,1,1,4,capls,2.0,0,0.215,3.983,True,249941,240702,240702,0,1347736,,,6,359070,,1.4366190420939342
case_086,1,1,4,capls,0.03,0,1.251,1.763,True,111072,2923272,2923272,0,3261294,,,106,118403,,1.0660022327859406
case_086,1,1,4,capls,0.06,0,1.151,2.109,True,111498,2838150,2838150,0,3176172,,,89,118403,,1.0619293619616494
case_086,1,1,4,capls,0.12,0,1.176,2.109,True,111498,2838150,2838150,0,3176172,,,89,118403,,1.0619293619616494
case_086,1,1,4,capls,0.25,0,0.532,1.6,True,70784,1497402,1497402,0,1835424,,,33,118403,,1.6727367766726944
case_086,1,1,4,capls,0.5,0,0.531,1.6,True,70784,1497402,1497402,0,1835424,,,33,118403,,1.6727367766726944
case_086,1,1,4,capls,1.0,0,0.175,1.544,True,124177,587958,587958,0,925980,,,9,118403,,0.9535018562213614
case_086,1,1,4,capls,2.0,0,0.215,2.384,True,121146,276972,276972,0,614994,,,7,118403,,0.9773578987337592
case_043,1,1,4,capls,0.03,0,1.707,3.855,True,388240,7933290,7916906,16384,9364412,,,153,677656,,1.7454564187100763
case_043,1,1,4,capls,0.06,0,1.897,3.697,True,429521,7646866,7646866,0,9077988,,,151,677656,,1.577701672328012
case_043,1,1,4,capls,0.12,0,0.509,4.777,True,254552,4140902,4112226,28676,5572024,,,49,677656,,2.6621515446745656
case_043,1,1,4,capls,0.25,0,0.529,4.777,True,254552,4140902,4112226,28676,5572024,,,49,677656,,2.6621515446745656
case_043,1,1,4,capls,0.5,0,0.524,4.777,True,254552,4140902,4112226,28676,5572024,,,49,677656,,2.6621515446745656
case_043,1,1,4,capls,1.0,0,0.48,4.777,True,254552,4140902,4112226,28676,5572024,,,49,677656,,2.6621515446745656
case_043,1,1,4,capls,2.0,0,0.361,10.424,True,310758,657050,640666,16384,2088172,,,5,677656,,2.1806550434743435
