problem,num_cores,case,mk_over_lb,cdf
3,4,case_007,1.0394,0.31
3,4,case_083,1.0397,0.32
3,4,case_073,1.0408,0.33
3,4,case_018,1.041,0.34
3,4,case_081,1.0437,0.35
3,4,case_058,1.0485,0.36
3,4,case_093,1.0696,0.37
3,4,case_042,1.0729,0.38
3,4,case_031,1.0795,0.39
3,4,case_052,1.0863,0.4
3,4,case_062,1.0949,0.41
3,4,case_063,1.1006,0.42
3,4,case_080,1.1016,0.43
3,4,case_022,1.1049,0.44
3,4,case_034,1.112,0.45
3,4,case_002,1.117,0.46
3,4,case_094,1.1345,0.47
3,4,case_029,1.1706,0.48
3,4,case_090,1.236,0.49
3,4,case_061,1.2377,0.5
3,4,case_087,1.264,0.51
3,4,case_077,1.266,0.52
3,4,case_070,1.2674,0.53
3,4,case_085,1.2728,0.54
3,4,case_060,1.2748,0.55
3,4,case_017,1.2924,0.56
3,4,case_050,1.3074,0.57
3,4,case_032,1.3268,0.58
3,4,case_075,1.3852,0.59
3,4,case_053,1.4016,0.6
3,4,case_008,1.4153,0.61
3,4,case_056,1.4449,0.62
3,4,case_049,1.4597,0.63
3,4,case_046,1.4653,0.64
3,4,case_006,1.4781,0.65
3,4,case_082,1.521,0.66
3,4,case_057,1.5218,0.67
3,4,case_098,1.5772,0.68
3,4,case_043,1.5813,0.69
3,4,case_012,1.6012,0.7
3,4,case_023,1.6265,0.71
3,4,case_003,1.6376,0.72
3,4,case_055,1.6882,0.73
3,4,case_065,1.6908,0.74
3,4,case_054,1.6962,0.75
3,4,case_047,1.7385,0.76
3,4,case_015,1.8146,0.77
3,4,case_019,1.8392,0.78
3,4,case_010,1.8736,0.79
3,4,case_048,1.8822,0.8
3,4,case_068,1.9388,0.81
3,4,case_066,1.9519,0.82
3,4,case_086,1.9521,0.83
3,4,case_095,1.9605,0.84
3,4,case_084,1.9866,0.85
3,4,case_100,2.0037,0.86
3,4,case_096,2.0315,0.87
3,4,case_088,2.0341,0.88
3,4,case_009,2.101,0.89
3,4,case_035,2.1562,0.9
3,4,case_026,2.2151,0.91
3,4,case_005,2.2639,0.92
3,4,case_051,2.2777,0.93
3,4,case_040,2.3193,0.94
3,4,case_044,2.3606,0.95
3,4,case_069,2.4712,0.96
3,4,case_071,2.7771,0.97
3,4,case_064,2.8524,0.98
3,4,case_024,3.1366,0.99
3,4,case_016,3.1647,1.0
3,5,case_036,1.0051,0.01
3,5,case_021,1.0089,0.02
3,5,case_030,1.0095,0.03
3,5,case_020,1.0099,0.04
3,5,case_041,1.0109,0.05
3,5,case_089,1.0139,0.06
3,5,case_076,1.0147,0.07
3,5,case_081,1.0197,0.08
3,5,case_001,1.0202,0.09
3,5,case_097,1.0202,0.1
3,5,case_059,1.0215,0.11
3,5,case_099,1.0248,0.12
3,5,case_038,1.0251,0.13
3,5,case_028,1.0252,0.14
3,5,case_037,1.0261,0.15
3,5,case_033,1.0303,0.16
3,5,case_013,1.0307,0.17
3,5,case_079,1.0324,0.18
3,5,case_025,1.0369,0.19
3,5,case_045,1.0396,0.2
3,5,case_007,1.041,0.21
3,5,case_072,1.0416,0.22
3,5,case_091,1.0492,0.23
3,5,case_018,1.0519,0.24
3,5,case_074,1.0544,0.25
3,5,case_014,1.0545,0.26
3,5,case_092,1.0582,0.27
3,5,case_067,1.0606,0.28
3,5,case_042,1.0695,0.29
3,5,case_093,1.0732,0.3
3,5,case_052,1.0767,0.31
3,5,case_073,1.0791,0.32
3,5,case_004,1.0803,0.33
3,5,case_058,1.0865,0.34
3,5,case_027,1.0934,0.35
3,5,case_062,1.0967,0.36
3,5,case_039,1.0971,0.37
3,5,case_011,1.0993,0.38
3,5,case_034,1.1,0.39
3,5,case_031,1.1006,0.4
3,5,case_063,1.1012,0.41
3,5,case_078,1.1227,0.42
3,5,case_083,1.1407,0.43
3,5,case_002,1.1541,0.44
3,5,case_022,1.158,0.45
3,5,case_080,1.2116,0.46
3,5,case_060,1.2428,0.47
3,5,case_087,1.2445,0.48
3,5,case_029,1.2461,0.49
3,5,case_017,1.3285,0.5
3,5,case_094,1.3526,0.51
3,5,case_077,1.3769,0.52
3,5,case_061,1.4191,0.53
3,5,case_008,1.4359,0.54
3,5,case_070,1.4555,0.55
3,5,case_012,1.4852,0.56
3,5,case_053,1.5088,0.57
3,5,case_032,1.5223,0.58
3,5,case_056,1.5344,0.59
3,5,case_090,1.545,0.6
3,5,case_023,1.5741,0.61
3,5,case_085,1.591,0.62
3,5,case_019,1.6143,0.63
3,5,case_050,1.6342,0.64
3,5,case_075,1.6357,0.65
3,5,case_043,1.658,0.66
3,5,case_057,1.6735,0.67
3,5,case_006,1.712,0.68
3,5,case_082,1.7491,0.69
3,5,case_098,1.7584,0.7
3,5,case_049,1.7746,0.71
3,5,case_065,1.7975,0.72
3,5,case_046,1.8316,0.73
3,5,case_055,1.8813,0.74
3,5,case_048,1.8822,0.75
3,5,case_047,1.9213,0.76
3,5,case_095,1.9666,0.77
3,5,case_066,1.9851,0.78
3,5,case_084,1.9876,0.79
3,5,case_009,2.0135,0.8
3,5,case_003,2.0471,0.81
3,5,case_010,2.066,0.82
3,5,case_015,2.0697,0.83
3,5,case_054,2.1203,0.84
3,5,case_035,2.2064,0.85
3,5,case_088,2.2329,0.86
3,5,case_068,2.2686,0.87
3,5,case_096,2.3035,0.88
3,5,case_100,2.3767,0.89
3,5,case_086,2.4401,0.9
3,5,case_044,2.7009,0.91
3,5,case_026,2.7688,0.92
3,5,case_005,2.8298,0.93
3,5,case_051,2.8472,0.94
3,5,case_040,2.8992,0.95
3,5,case_069,2.9696,0.96
3,5,case_024,3.0871,0.97
3,5,case_064,3.1823,0.98
3,5,case_071,3.3609,0.99
3,5,case_016,3.9559,1.0
