case,knob,value,is_default,problem,num_cores,sensitivity,runtime_s,feasible,makespan,added_copy_bytes,cache_hit_rate
case_085,cache_capacity_bytes,16777216,False,3,4,True,30.908,True,887612,8300178,0.4990924717833631
case_085,cache_bandwidth_bytes_per_cycle,125,False,3,4,True,30.679,True,887606,8300178,0.5128823645273154
case_085,cross_core_copy_delay_cycles,0,False,2,4,True,28.81,True,882788,8300178,
case_088,bandwidth,15,False,2,4,True,5.896,True,243435,153996,
case_085,cache_bandwidth_bytes_per_cycle,500,False,3,4,True,30.505,True,887616,8300178,0.4959792411500331
case_085,cache_bandwidth_bytes_per_cycle,1000,False,3,4,True,30.083,True,887618,8300178,0.4947186692371511
case_085,task_cross_core_wait_cycles,1000,True,1,4,True,7.251,True,951743,8039738,
case_088,bandwidth,60,True,2,4,True,2.412,True,146824,792274,
case_085,cross_core_copy_delay_cycles,125,False,2,4,True,30.787,True,883714,8300178,
case_088,bandwidth,30,False,2,4,True,5.841,True,213567,1230290,
case_088,bandwidth,120,False,2,4,True,5.999,True,94783,2268882,
case_088,bandwidth,240,False,2,4,True,5.883,True,93633,2268882,
case_088,L1,131072,False,2,4,True,6.163,True,146824,792274,
case_088,L1,524288,True,2,4,True,2.431,True,146824,792274,
case_088,L1,262144,False,2,4,True,5.89,True,146824,792274,
case_088,UB,131072,True,2,4,True,2.489,True,146824,792274,
case_088,L1,1048576,False,2,4,True,6.008,True,146824,792274,
case_088,L1,2097152,False,2,4,True,5.775,True,146824,792274,
case_088,UB,32768,False,2,4,True,6.059,True,146458,821402,
case_088,UB,65536,False,2,4,True,6.291,True,146173,792274,
case_085,cross_core_copy_delay_cycles,2000,False,2,4,True,31.33,True,904008,8300178,
case_088,UB,262144,False,2,4,True,6.386,True,147101,792274,
case_088,cache_capacity_bytes,1048576,True,3,4,True,2.181,True,98872,2268882,0.2480521815893152
case_088,UB,524288,False,2,4,True,5.794,True,147101,792274,
case_085,cross_core_copy_delay_cycles,8000,False,2,4,True,31.895,True,1041905,8300178,
case_088,cache_capacity_bytes,65536,False,3,4,True,6.421,True,99164,2268882,0.1863911548500651
case_088,cache_bandwidth_bytes_per_cycle,250,True,3,4,True,2.488,True,98872,2268882,0.2480521815893152
case_088,cache_capacity_bytes,262144,False,3,4,True,6.178,True,98872,2268882,0.2325666301569916
case_088,cache_capacity_bytes,4194304,False,3,4,True,5.982,True,98872,2268882,0.2480521815893152
case_088,cache_capacity_bytes,16777216,False,3,4,True,6.376,True,98872,2268882,0.2480521815893152
case_088,cache_bandwidth_bytes_per_cycle,60,False,3,4,True,6.108,True,99078,2268882,0.3666268874684627
case_088,cache_bandwidth_bytes_per_cycle,125,False,3,4,True,6.359,True,98834,2268882,0.25935165356132805
case_088,cross_core_copy_delay_cycles,500,True,2,4,True,2.984,True,146824,792274,
case_088,cache_bandwidth_bytes_per_cycle,500,False,3,4,True,6.042,True,98875,2268882,0.24135619819849274
case_088,cross_core_copy_delay_cycles,0,False,2,4,True,4.82,True,145522,834514,
case_088,cache_bandwidth_bytes_per_cycle,1000,False,3,4,True,5.927,True,98879,2268882,0.24135619819849274
case_088,cross_core_copy_delay_cycles,125,False,2,4,True,6.273,True,143956,792274,
case_088,task_cross_core_wait_cycles,1000,True,1,4,True,2.599,True,161100,1184306,
case_088,cross_core_copy_delay_cycles,2000,False,2,4,True,5.849,True,160100,792274,
case_088,cross_core_copy_delay_cycles,8000,False,2,4,True,6.35,True,213625,901586,
case_088,task_cross_core_wait_cycles,0,False,1,4,True,6.139,True,149954,1290072,
case_097,bandwidth,60,True,2,4,True,2.103,True,2626908,14221312,
case_088,task_cross_core_wait_cycles,250,False,1,4,True,6.946,True,154512,1184306,
case_088,task_cross_core_wait_cycles,4000,False,1,4,True,7.259,True,189057,1184306,
case_088,task_cross_core_wait_cycles,16000,False,1,4,True,7.48,True,294581,543130,
case_097,bandwidth,15,False,2,4,True,6.999,True,2715328,14221312,
case_097,bandwidth,30,False,2,4,True,6.836,True,2655108,14221312,
case_097,L1,524288,True,2,4,True,1.822,True,2626908,14221312,
case_097,bandwidth,120,False,2,4,True,6.903,True,2615180,14221312,
case_097,bandwidth,240,False,2,4,True,7.164,True,2609272,14221312,
case_097,UB,131072,True,2,4,True,1.972,True,2626908,14221312,
case_097,L1,131072,False,2,4,True,7.964,True,2966256,26869760,
case_097,L1,262144,False,2,4,True,7.6,True,2837312,22626304,
case_097,L1,1048576,False,2,4,True,6.14,True,2577788,7667712,
case_097,L1,2097152,False,2,4,True,6.101,True,2577788,7667712,
case_097,UB,32768,False,2,4,True,6.99,True,2626908,14221312,
case_097,UB,65536,False,2,4,True,6.987,True,2626908,14221312,
case_097,cache_capacity_bytes,1048576,True,3,4,True,1.932,True,2626908,14221312,0.041666666666666664
case_097,UB,262144,False,2,4,True,6.841,True,2626908,14221312,
case_097,UB,524288,False,2,4,True,6.42,True,2626908,14221312,
case_097,cache_capacity_bytes,65536,False,3,4,True,6.526,True,2626908,14221312,0.0
case_097,cache_bandwidth_bytes_per_cycle,250,True,3,4,True,1.714,True,2626908,14221312,0.041666666666666664
case_085,task_cross_core_wait_cycles,0,False,1,4,True,51.403,True,925258,8039738,
case_097,cache_capacity_bytes,262144,False,3,4,True,6.899,True,2626908,14221312,0.03723404255319149
case_097,cache_capacity_bytes,4194304,False,3,4,True,6.629,True,2619628,14221312,0.3546099290780142
case_085,task_cross_core_wait_cycles,250,False,1,4,True,52.868,True,932275,8039738,
case_097,cross_core_copy_delay_cycles,500,True,2,4,True,1.671,True,2626908,14221312,
case_097,cache_capacity_bytes,16777216,False,3,4,True,6.707,True,2619628,14221312,0.3546099290780142
case_097,cache_bandwidth_bytes_per_cycle,60,False,3,4,True,6.667,True,2626908,14221312,0.041666666666666664
case_085,task_cross_core_wait_cycles,4000,False,1,4,True,52.075,True,1032638,8039738,
case_097,cache_bandwidth_bytes_per_cycle,125,False,3,4,True,6.562,True,2626908,14221312,0.041666666666666664
case_097,task_cross_core_wait_cycles,1000,True,1,4,True,2.032,True,2626908,14221312,
case_097,cache_bandwidth_bytes_per_cycle,500,False,3,4,True,7.122,True,2626908,14221312,0.041666666666666664
case_097,cross_core_copy_delay_cycles,0,False,2,4,True,6.724,True,2626908,14221312,
case_100,bandwidth,15,False,2,4,True,1.855,True,85410,284676,
case_097,cache_bandwidth_bytes_per_cycle,1000,False,3,4,True,7.129,True,2626908,14221312,0.041666666666666664
case_100,bandwidth,60,True,2,4,True,0.654,True,74722,1034346,
case_097,cross_core_copy_delay_cycles,2000,False,2,4,True,6.618,True,2626908,14221312,
case_085,task_cross_core_wait_cycles,16000,False,1,4,True,57.082,True,1356638,8039738,
case_100,bandwidth,120,False,2,4,True,1.583,True,66868,1638406,
case_097,cross_core_copy_delay_cycles,125,False,2,4,True,7.055,True,2626908,14221312,
case_100,bandwidth,30,False,2,4,True,1.848,True,69870,675336,
case_100,L1,524288,True,2,4,True,0.611,True,74722,1034346,
case_100,bandwidth,240,False,2,4,True,1.909,True,65757,1638406,
case_100,L1,131072,False,2,4,True,1.865,True,76581,964112,
case_097,cross_core_copy_delay_cycles,8000,False,2,4,True,6.712,True,2626908,14221312,
case_100,UB,131072,True,2,4,True,0.615,True,74722,1034346,
case_100,L1,262144,False,2,4,True,1.898,True,74722,1034346,
case_100,L1,2097152,False,2,4,True,1.837,True,74722,1034346,
case_100,L1,1048576,False,2,4,True,1.868,True,74722,1034346,
case_100,UB,65536,False,2,4,True,1.623,True,75259,1067114,
case_100,UB,32768,False,2,4,True,2.045,True,78351,1284602,
case_100,cache_capacity_bytes,1048576,True,3,4,True,0.619,True,69294,1638406,0.5161787773571812
case_100,UB,262144,False,2,4,True,1.899,True,74542,1034346,
case_100,UB,524288,False,2,4,True,1.896,True,74542,1034346,
case_100,cache_capacity_bytes,65536,False,3,4,True,2.035,True,70486,1638406,0.034703230454509314
case_100,cache_bandwidth_bytes_per_cycle,250,True,3,4,True,0.619,True,69294,1638406,0.5161787773571812
case_100,cache_capacity_bytes,262144,False,3,4,True,1.977,True,70143,1638406,0.10473496394140991
case_100,cache_capacity_bytes,4194304,False,3,4,True,1.972,True,69294,1638406,0.5161787773571812
case_100,cache_bandwidth_bytes_per_cycle,60,False,3,4,True,1.681,True,69678,1638406,0.5272818834800335
case_100,cache_capacity_bytes,16777216,False,3,4,True,2.029,True,69294,1638406,0.5161787773571812
case_100,cache_bandwidth_bytes_per_cycle,125,False,3,4,True,2.058,True,69312,1638406,0.5157161479353958
case_100,cross_core_copy_delay_cycles,500,True,2,4,True,0.708,True,74722,1034346,
case_100,cache_bandwidth_bytes_per_cycle,1000,False,3,4,True,1.816,True,69269,1638406,0.5161787773571812
case_100,cache_bandwidth_bytes_per_cycle,500,False,3,4,True,2.081,True,69281,1638406,0.5161787773571812
case_100,cross_core_copy_delay_cycles,0,False,2,4,True,2.128,True,68910,1092206,
case_100,cross_core_copy_delay_cycles,125,False,2,4,True,2.122,True,72076,1054376,
case_100,task_cross_core_wait_cycles,1000,True,1,4,True,0.704,True,79313,1078800,
case_100,cross_core_copy_delay_cycles,8000,False,2,4,True,2.002,True,76136,356868,
case_100,cross_core_copy_delay_cycles,2000,False,2,4,True,2.079,True,80541,1034346,
case_100,task_cross_core_wait_cycles,0,False,1,4,True,2.305,True,76313,1078800,
case_100,task_cross_core_wait_cycles,250,False,1,4,True,2.58,True,77063,1078800,
case_100,task_cross_core_wait_cycles,4000,False,1,4,True,2.327,True,88313,1078800,
case_100,task_cross_core_wait_cycles,16000,False,1,4,True,2.071,True,57948,144384,
case_097,task_cross_core_wait_cycles,250,False,1,4,True,14.896,True,2626908,14221312,
case_097,task_cross_core_wait_cycles,0,False,1,4,True,15.064,True,2626908,14221312,
case_097,task_cross_core_wait_cycles,16000,False,1,4,True,14.892,True,2626908,14221312,
case_097,task_cross_core_wait_cycles,4000,False,1,4,True,15.016,True,2626908,14221312,
case_062,task_cross_core_wait_cycles,250,False,1,4,True,271.662,True,716357,115200,
case_062,task_cross_core_wait_cycles,0,False,1,4,True,272.476,True,715634,115200,
case_062,task_cross_core_wait_cycles,4000,False,1,4,True,279.564,True,727555,115200,
case_062,task_cross_core_wait_cycles,16000,False,1,4,True,281.01,True,763555,115200,
